Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Optional,Required,"To apply, students must complete an application via ApplyTexas, the Common Application, or the Baylor Online Application. A $50 nonrefundable application fee and an official high school transcript are required. The application includes one required essay and one required short answer question. For the 2024-2025 application cycle, Baylor is test-optional, meaning submission of SAT or ACT scores is not required but can be included. Recommended items include a resume and two letters of recommendation.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Applied Mathematics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Minor in Arabic,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"To apply for admission, Baylor requires the following items to complete your application file: a completed online application (including the required short answer response), a nonrefundable $50 application fee, and an official high school transcript. Optional items that are strongly encouraged include standardized test scores (SAT/ACT), a resume, and two letters of recommendation.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Arabic and Middle East Studies,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Archaeology,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Arts in Art History,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/art-art-history/art-art-history.pdf,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Art History,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/art-art-history/art-history-minor/,,
Optional,Required,"To be considered for admission, applicants must be a person of good character who has graduated from an accredited high school. Required application materials include an online application, official high school transcript, a required short answer response, and an application fee. Baylor University is Test Optional, meaning applicants can choose whether or not to submit SAT or ACT scores. While not required, two letters of recommendation and a résumé are strongly recommended.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Asian Studies,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/interdisciplinary-programs/area-studies-programs/asian-studies/,,
,,,,,,,,,,,error,Minor in Asian Studies,https://fass.nus.edu.sg/cs/asian-studies-minor/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"To be considered for admission to Baylor, you must be a person of good character who has demonstrated the ability to be a successful student. For freshman applicants, we will evaluate: A completed online application; An official high school transcript showing a strong academic record and graduation from an accredited high school; ACT/SAT scores (see Test Optional policy); A required short answer response. We also recommend submitting: A resume; Two letters of recommendation.",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Astronomy,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Optional,Optional,"To be considered for admission to Baylor, you must be a person of good character who has demonstrated the ability to be a successful student at Baylor. In order to assess your potential for success, the university will look at a completed online application and an official high school transcript. Optional items include SAT/ACT scores, a short answer response, a resume, and two letters of recommendation.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Astronomy,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Arts in Astrophysics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"To apply for first-year admission, the following items are required:
1. A completed online application (Baylor Online Application, ApplyTexas, or the Common Application).
2. An official transcript from your high school.
3. A Required Essay, which is part of the application.
4. Test Scores (ACT/SAT). Baylor is Test Optional for the 2024-2025 application cycle, making submission optional.
5. A non-refundable application fee of $50 or an approved fee waiver.

Recommended Items include at least one letter of recommendation, a résumé, a 'Why Baylor?' short answer response, and a Statement of Purpose.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Astrophysics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Science in Aviation Administration,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Aviation Sciences,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Biochemistry,https://asuonline.asu.edu/online-degree-programs/undergraduate/bachelor-science-biochemistry/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"To be considered for admission to Baylor, an applicant must complete a required high school curriculum including: 4 units of English, 3 units of Math (4 recommended), 3 units of Science (4 recommended), and 3 units of Social Science. Required application items are the completed application (via Baylor's online application, Common Application, or ApplyTexas) and an official high school transcript.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biochemistry,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/chemistry-biochemistry/biochemistry-bs/,,
Optional,Not Required,"As a minor, this program does not have separate application requirements from general university admission. Application requirements for freshman admission to Baylor University include the online application (via ApplyTexas, Common Application, or Baylor's portal), an official high school transcript, and required short answer responses. For the Fall 2024 and Spring 2025 application cycles, Baylor is test-optional, meaning ACT/SAT scores are not required. A résumé and two letters of recommendation are recommended but not required.",Not Required,True,True,True,False,False,,,program,Minor in Bioinformatics,https://admissions.web.baylor.edu/degrees/bioinformatics,,
Optional,Required,"Required Application Materials:
1. Apply Online: You can apply using the GoBaylor application, ApplyTexas, or the Common Application. There is no application fee for the GoBaylor application. For Common App or ApplyTexas, there is a nonrefundable $50 application fee or fee waiver for those who qualify.
2. High School Transcript: Submit an official high school transcript that shows your progress through your junior year. A final transcript will be required to be submitted after you graduate.
3. Test Scores (Optional for 2024-2025): Submitting test scores is an optional component of the application process for all undergraduate programs.
4. Required Short Answer Response: What are you looking for in a university, why do you want to attend Baylor, and how do you see yourself contributing to the Baylor community?",Required,True,True,True,False,False,,,program,Bachelor of Arts in Biology,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/biology/biology-ba/,,
Optional,Required,"To apply as a first-year student, applicants must submit a completed online application (either the Common Application or ApplyTexas), a $50 application fee or fee waiver, an official high school transcript, and a required short answer response. For the 2025 application cycle, Baylor is test-optional, meaning submission of ACT or SAT scores is not required. Optional items that are highly recommended include a resume and up to two letters of recommendation.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Biology,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Not Required,Not Required,"Students pursuing the Business Administration minor must be a junior (have completed 60 credit hours). BBA majors are not eligible for this minor. A grade of ""C"" or better is required in each course.",Not Required,True,False,False,False,False,,,program,Minor in Business Administration,https://catalog.baylor.edu/undergraduate/hankamer-school-business/minors/business-administration-minor/,,
,,,,,,,,,,,error,Bachelor of Business Administration in Business Fellows,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"Prospective students must submit a completed online application (via goBAYLOR, the Common Application, or ApplyTexas) and an official high school academic transcript. The following items are optional: a short answer response, letters of recommendation, a resume, and standardized test scores.",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Chemistry,https://chemistry.artsandsciences.baylor.edu/undergraduate/degree-plans,,
,,,,,,,,,,,error,Bachelor of Science in Chemistry,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/chemistry-biochemistry/chemistry-with-concentration-subdiscipline-bs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Chemistry,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"To be considered for freshman admission to Baylor, you must be a high school graduate and have successfully completed the following high school curriculum: English (4 units), Math (4 units), Social Science (3 units), Science (4 units), Foreign Language (2 units of the same language). Required application pieces include: the goBAYLOR Application or the Common App, a nonrefundable $50 application fee, a high school transcript, test scores (ACT/SAT), and a Short Answer Response.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Child and Family Studies,https://hsd.robbins.baylor.edu/about-us/programs,,
,,,,,,,,,,,error,Minor in Chinese,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"To apply as a freshman, you will need to submit a completed online application (via ApplyTexas or the Common App), an official high school transcript, and the required application essay. Baylor also requires one short answer response, with the option to submit a second. Submission of test scores (ACT/SAT), letters of recommendation, and a resume are optional.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Chinese Language and Culture,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,True,False,False,False,False,,,program,Minor in Chistianity and Arts,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Required,Required,"To be considered for admission to the Baylor University School of Music, students must complete two applications: an application to Baylor University and an application to the School of Music. The application to Baylor University requires an online application form, official high school transcript, and one required essay. The School of Music application requires selecting a preferred audition date, providing contact information for two music references, and uploading a music resume. A successful audition is required for admission to the School of Music.",Not Required,True,False,False,False,False,,,program,Bachelor of Music Education in Choral Music,https://catalog.baylor.edu/undergraduate/school-music/bachelor-music-education/,,
Optional,Required,"In addition to the main Baylor University application (which includes a required essay), applicants for the Bachelor of Arts in Church Music must also submit a separate application to the School of Music. This application includes a repertoire list and a music teacher recommendation. A successful audition is also required for admission to the School of Music.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Church Music,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Optional,Not Required,"All prospective undergraduate students must complete two applications: one to Baylor University and one to the School of Music. An audition is required of all applicants to the Bachelor of Music in Church Music degree. In addition to the performance portion of the audition, applicants will interview with church music faculty. The general application to Baylor University requires a completed application form and an official high school transcript. Optional items include letters of recommendation, a short answer response, and a resume.",Not Required,True,False,False,False,False,,,program,Bachelor of Music in Church Music,https://music.baylor.edu/church-music,,
,,,,,,,,,,,error,Minor in Civic Interfaith Studies,https://socialwork.web.baylor.edu/admissions/bachelor-social-work/minors/civic-interfaith-studies-minor,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Classics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Classics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"To apply for first-year admission, students need a completed online application (ApplyTexas, Common App, or the Baylor Online Application), an official high school academic transcript, a $50 application fee or fee waiver, and a required short answer response. Optional items include standardized test scores (SAT/ACT), two letters of recommendation, and a resume.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Communication,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Minor in Communication,https://communication.artsandsciences.baylor.edu/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"To be considered for admission to Baylor University, applicants must submit a completed online application (ApplyTexas, Common App, or Baylor Online Application), an official high school transcript, and a required short answer response. The submission of ACT/SAT scores is optional for Fall 2025 and Spring 2026 applicants. Optional items include a letter of recommendation and a résumé.

Once admitted to Baylor, students must formally apply for admission into the Communication Sciences and Disorders major, typically during their sophomore year. The requirements for application to the major are:
1. Completion of a minimum of 30 semester hours of college credit.
2. A minimum cumulative GPA of 2.75.
3. Completion of CSD 1305, CSD 2318, CSD 2351, and CSD 2352 with a grade of 'C' or better.
4. An interview with the Undergraduate Program Director.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Communication Sciences and Disorders,https://catalog.baylor.edu/undergraduate/robbins-college-health-human-sciences/communication-sciences-disorders/communication-sciences-disorders.pdf,,
Optional,Not Required,"Applicants must submit a completed online application, a $50 application fee, an official high school transcript, one essay chosen from the prompts on the application, and a Baylor-specific short answer question.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Communication Specialist,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Music in Composition,https://music.baylor.edu/composition,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Computer Engineering,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Computer Science,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Computer Science,https://www.ecs.baylor.edu/students-academics/degree-programs/undergraduate-degrees/bachelor-science-computer-science,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,Incoming freshmen are invited to participate in the Computer Science Fellows program based on their Baylor University application. No separate application is required. Students who have an outstanding high school academic record including a strong background in mathematics and science and have scored well on the SAT and/or ACT exam will be invited.,,True,True,True,False,False,,,program,Bachelor of Science in Computer Science Fellows,https://www.baylor.edu/content/services/document.php/68756.pdf,,
Not Required,Not Required,"The minor in Corporate Communication consists of 18 semester hours. A grade of 'C' or better is required in all communication courses used for the minor. Required courses: CSS 1302, CSS 3304, CSS 3311, CSS 3312, CSS 4302, and CSS 4313.",Not Required,True,False,False,False,False,,,program,Minor in Corporate Communication,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/communication/communication.pdf,,
,,,,,,,,,,,error,Minor in Creative Writing,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/english/creative-writing-minor/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Criminal Justice,https://politicalscience.artsandsciences.baylor.edu/undergraduate-programs/criminal-justice-minor,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Cybersecurity,https://admissions.web.baylor.edu/degrees/cybersecurity,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Dance,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Data Science,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,True,False,False,,,program,Minor in Data Science,https://catalog.baylor.edu/undergraduate/school-engineering-computer-science/ecs-minors/data-science-minor/,,
Optional,Required,"To apply, students must submit one of three online applications: the Baylor Online Application, ApplyTexas, or the Common App. All applications require a completed application form, an official high school transcript, a required essay or short answer response, and a $50 application fee or fee waiver. Submission of ACT/SAT scores is optional for Fall 2025 and Spring 2026 applicants. Other optional items include a résumé and two letters of recommendation.",Not Required,True,True,True,False,False,,,program,Bachelor of Arts in Earth Science,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Arts in Economics,https://www.alqasimia.ac.ae/en/Academics/Programs/Pages/bachelor-of-arts-in-economics.aspx,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Not Required,"To apply as a freshman, applicants must submit a completed online application (either the Baylor Online Application or the Common Application), an official high school transcript, a required essay of 250-650 words, and a required short answer question of approximately 150 words. For the Fall 2024 and Spring 2025 application cycles, Baylor is Test Optional, so applicants can choose whether or not to submit SAT or ACT scores. While not required, a resume and at least one letter of recommendation are highly recommended.",Not Required,True,True,False,False,False,,,program,Bachelor of Business Administration in Economics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Bachelor of Science in Economics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Education - Elementary Education,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Required,"Required application items include: a completed online application (ApplyTexas or Common App), an official high school transcript, a $50 application fee, a required essay, and a short answer response. Optional items include letters of recommendation, a resume, and SAT/ACT test scores.",Not Required,True,False,False,False,False,,,program,"Bachelor of Science in Education - Middle Grade English, Language Arts, and Reading",https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Optional,Not Required,"Required application items include a completed online application, an official high school transcript, and a required essay. Baylor is test-optional, meaning you can choose whether or not to submit SAT or ACT scores. Optional items include a résumé and two letters of recommendation.",Required,True,True,False,False,False,,,program,Bachelor of Science in Education - Middle Grade Mathematics,https://admissions.web.baylor.edu/degrees/education-middle-grade-mathematics,,
,,,,,,,,,,,error,Bachelor of Science in Education - Middle Grade Science,https://ci.soe.baylor.edu/undergraduate-programs,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Education - Middle Grade Social Studies,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,"Bachelor of Science in Education - Secondary English, Language Arts, and Reading",https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Education - Secondary Mathematics,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Education - Secondary Science,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/secondary-ed/secondary-ed.pdf,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Education - Secondary Social Studies,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/secondary-ed/socialstudies/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"To apply, students must submit a completed application (through ApplyTexas, Common App, or the Baylor Online Application), an official high school transcript, and a $50 application fee or fee waiver. Under the Test Optional policy for Fall 2025 and Spring 2026, SAT or ACT scores are not required. Optional items include a short answer response. Recommended items include letter(s) of recommendation and a resume.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Education - Spanish All Level,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/all-level-spanish-bs-ed/,,
Optional,Required,"To apply, you will need: a completed online application (GoBaylor, ApplyTexas, or Common App), a required essay, and an official high school transcript. For the 2024-2025 application cycles, Baylor is Test Optional, meaning applicants can choose whether or not to submit SAT or ACT scores. A letter of recommendation, resume, and a short answer response are optional but recommended.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Education - Special Education,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
,,,,,,,,,,,error,Minor in Education Certification - English as a Second Language,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,False,False,False,,,program,Minor in Education Certification - Gifted & Talented,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Optional,Required,"To apply as a freshman, you will need to submit a completed online application, an official high school transcript, a required essay, and a required short answer response. Baylor is test-optional for the Fall 2024 and Spring 2025 application cycles, so ACT/SAT scores are not required but can be submitted. An optional resume of activities and two optional letters of recommendation can also be submitted.",Not Required,True,False,False,False,False,,,program,Minor in Education Certification - Physical Education,https://admissions.web.baylor.edu/about-baylor/majors-minors,,
Optional,Not Required,"As this is an undergraduate minor/concentration, there are no separate application requirements beyond the general undergraduate admission requirements for Baylor University. Prospective students apply to the university as a whole. The primary requirements for first-year admission are the application (GoBAYLOR or Common Application) and an official high school transcript.",Not Required,True,False,True,False,False,,,program,Minor in Education Concentration for Biology Majors,https://admissions.web.baylor.edu/degrees/education-concentration-biology-majors,,
,,,,,,,,,,,error,Minor in Education Concentration for Health Science Studies Majors,https://admissions.web.baylor.edu/degrees/education-concentration-health-science-studies-majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Education Concentration for History Majors,https://admissions.web.baylor.edu/about-baylor/majors-minors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Education Concentration for Math Majors,https://catalog.baylor.edu/undergraduate/undergraduate-archived-catalogs/2015-2016_Catalog_ug.pdf,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Educational Psychology,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/minors/educational-psychology-minor/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
