Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Required,"BFA applicants will declare their interest in the Art BFA as their intended major on their UNC Charlotte application and will submit their portfolio and letter of interest through the NinerScholars Portal after they have submitted their UNC Charlotte application. The portfolio is a collection of 12 examples of your best and most recent artwork. The letter of interest is a one-page essay discussing your interest in the program, your artistic practice, and your career goals. General university admission factors include academic performance in high school, standardized test scores (optional), an essay, and extracurricular activities.",Not Required,True,False,False,False,False,,,program,"Bachelor of Fine Arts in Art, Sculpture Concentration",https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The minor in Art History requires 18 credit hours. To declare a minor, students should go to the department office of the minor and meet with the undergraduate coordinator. Students must have a GPA of at least 2.0 in the minor in order to graduate with the minor.",Not Required,False,False,False,False,False,,,program,Minor in Art History,https://academics.charlotte.edu/undergraduate-programs/,,
,,Eighteen (18) credit hours of coursework are required for the Minor. All courses must be passed with a grade of C or above. Students who plan to minor in Asian Studies should declare the minor as early as possible with the Director of Asian Studies.,,True,False,False,False,False,,,program,Minor in Asian Studies,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Astronomy,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"Our holistic review process considers your academic performance in high school, including your GPA and the rigor of your coursework, as well as your standardized test scores (if you choose to submit them), and your personal essay. In order to be eligible for admission to the UNC System, you must meet the Minimum Course Requirements (MCR) as established by the UNC Board of Governors.

Minimum Course Requirements:
- 4 units of English
- 4 units of mathematics (including algebra I, geometry, algebra II, and a fourth-level math course beyond algebra II)
- 3 units of science (including a life science, a physical science, and a lab)
- 2 units of social science (including one unit of U.S. history)
- 2 additional units from English, mathematics, science, social studies, world languages, or computer science",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Biology,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,The Minor in Biology consists of 18-19 credit hours. At least 9 credit hours must be taken at UNC Charlotte. All courses must be passed with a grade of C or above. A GPA of at least 2.0 in the minor is required.,Not Required,True,False,True,False,False,,,program,Minor in Biology,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Biotechnology,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,The Business Administration minor is open only to non-business majors. Students must have a minimum overall GPA of 2.5 and have completed 30 semester hours of coursework to declare this minor. All minor courses must be completed with a grade of C or above.,Not Required,True,False,False,False,False,,,program,Minor in Business Administration,https://academics.charlotte.edu/program-type/minor/page/5/,,
Not Required,Optional,"UNC Charlotte requires a high school diploma or its equivalent and the successful completion of a minimum of 16 units of college preparatory work. At a minimum, this coursework should include:

- 4 units of English
- 4 units of mathematics (including a fourth math beyond Algebra II)
- 3 units of science (including one life science, one physical science and one lab)
- 2 units of social science (including one U.S. history)
- 2 units of the same foreign language

For Spring and Fall 2025, first-year applicants have the option to have their application reviewed with or without standardized test scores (ACT or SAT). In the application, applicants are encouraged to respond to the optional essay prompt to share more about themselves with the admissions committee.",Not Required,True,True,True,False,False,,,program,"Bachelor of Science in Business Administration, Business Analytics Concentration",https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Required,"To be considered for admission, you will need to submit the following: Online Application, Non-refundable $80 application fee, Official high school transcript, SAT or ACT scores, and an Essay / Personal Statement. UNC Charlotte is test-optional for students applying for admission through Fall 2024; students are not required to submit test scores.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Chemistry,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Chemistry,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Students can declare a minor in Chinese through the Department of Languages and Culture Studies. Students are encouraged to declare the minor as early as possible in order to receive proper advising.,Not Required,True,False,False,False,False,,,program,Minor in Chinese,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Required,"To apply as a first-year student, you must submit an online application (The Common App or the Future 49er Application) and an $80 application fee, an official high school transcript, and respond to one of the required essay prompts on the application. Standardized test scores (SAT or ACT) are optional for first-year applicants through Fall 2024.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Civil Engineering,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"Students must be in a major other than Civil Engineering to pursue the Minor in Civil Engineering. To be admitted to the Minor, students must have a cumulative GPA of at least 2.5 and must have completed MATH 1242 with a grade of C or better. Application for the Minor should be submitted after satisfying these requirements, and before the student has completed 90 credit hours toward his/her degree. To apply for the Minor, contact an advisor in the Civil and Environmental Engineering Department.",Not Required,True,False,True,False,False,,,program,Minor in Civil Engineering,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Classical Studies,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"To declare a minor, students must complete a Change of Major/Minor form and submit it to their major department for processing. The minor in Communication Studies requires a minimum of 18 credit hours. A minimum GPA of 2.0 is required in the minor.",Not Required,True,False,False,False,False,,,program,Minor in Communication Studies,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,"Bachelor of Arts in Communication Studies, Health Communication Concentration",https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"First-year admission to UNC Charlotte is competitive. Our review is a holistic one that considers the following academic factors: High school courses taken and rigor of the curriculum, Performance in high school coursework (GPA), Class rank (if available), SAT or ACT scores (optional for 2024 applicants). We also consider the following additional factors that may be included in the application: Essay and/or personal statement, Extracurricular and community activities, Recommendations, Work experience, Background and life experiences.",Not Required,True,True,False,False,False,,,program,"Bachelor of Arts in Communication Studies, Mass Media Concentration",https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,"Bachelor of Arts in Communication Studies, Organizational Communication Concentration",https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,"Bachelor of Arts in Communication Studies, Public Advocacy Concentration",https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"First-year applicants must submit an online application, a non-refundable application fee, an official high school transcript, and an essay. Official SAT or ACT scores are optional. A recommendation is also optional but encouraged.",Not Required,True,True,False,False,False,,,program,"Bachelor of Arts in Communication Studies, Public Relations Concentration",https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,Admission to The William States Lee College of Engineering is selective. Freshman applicants who indicate an engineering or engineering technology major on their application are reviewed for admission by the University’s Undergraduate Admissions Office and the College of Engineering. Minimum requirements for admission consideration are a high school GPA of 3.0 and math test score minimums of SAT 570 or ACT 23. Students who do not meet these requirements may be admitted to the University as an undeclared major and can apply to the College of Engineering after meeting specific requirements at UNC Charlotte.,Not Required,True,True,True,False,False,,,program,Bachelor of Science in Computer Engineering,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Computer Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Computer Science,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"First-year applicants must submit an online application (via the Common App or the Future 49er Application), a non-refundable $80 application fee, and an official high school transcript. A list of senior year courses is also required. An essay is required for students using the Common App and is highly recommended for those using the Future 49er Application.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Computer Science,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The Minor in Computer Science requires 19 credit hours. To declare a minor, students must have a cumulative GPA of at least 2.0 and submit a request through Banner Self-Service. The required coursework includes ITSC 1212 - Introduction to Computer Science I (4), ITSC 1213 - Introduction to Computer Science II (4), ITSC 2214 - Data Structures and Algorithms (4), and 7 credit hours of ITSC electives (at least one elective must be at the 3000- or 4000-level).",Not Required,True,False,True,False,False,,,program,Minor in Computer Science,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"Admission for first-year students is based on a holistic review considering the following factors: academic performance and rigor of coursework, SAT or ACT scores (optional through Fall 2024), essay, and extracurricular activities and involvement. Required application materials include a completed online application, a non-refundable application fee, and an official high school transcript.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Construction Management,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The minor in criminal justice and criminology requires 18 credit hours of criminal justice and criminology coursework. Nine of the 18 credit hours must be taken at UNC Charlotte. All courses must be completed with a grade of C or better.

Required Courses (9 credit hours):
CJUS 1100: Introduction to Criminal Justice
CJUS 2100: Criminological Theory
CJUS 2120: Criminal Justice Research Methods

Electives (9 credit hours):
Choose 9 credit hours from any CJUS course. Note: CJUS 4600 and CJUS 4601 cannot be taken for minor credit.

To declare the Minor in Criminal Justice and Criminology, please complete the online declaration form found on the College of Liberal Arts & Sciences website.",Not Required,True,False,False,False,False,,,program,Minor in Criminal Justice and Criminology,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Arts in Dance,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Dance,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,Your application is complete when we receive the following: Online Application; Non-refundable $80 application fee; Official high school transcript; SAT or ACT scores; Essay; Recommendation (Optional).,Not Required,True,True,True,False,False,,,program,Bachelor of Science in Data Science,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The undergraduate Minor in Data Science requires 18 credit hours. The minor is open to all majors. To declare a Minor in Data Science, students must have a minimum overall GPA of 2.5. Requirements for the minor include 4 required courses and 2 elective courses. A grade of C or above is required in all courses counting toward the minor.",Not Required,True,False,True,False,False,,,program,Minor in Data Science,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Economics,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The economics minor requires 18 credit hours. Students should have a GPA of 2.5 on all ECON courses taken at UNC Charlotte. Requirements include: ECON 2101: Principles of Economics-Macro, ECON 2102: Principles of Economics-Micro, and 12 credit hours of upper-division ECON courses.",Not Required,True,False,False,False,False,,,program,Minor in Economics,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Electrical Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Electrical Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Elementary Education,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Optional,"For admission, we consider your high school courses, grades in your academic courses, and your class rank (if available). We also consider your SAT or ACT scores, but we are test-optional for students through Fall 2024. All of these factors, along with the information you provide about your extracurricular activities and your essay, are considered in the admissions decision.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in English,https://academics.charlotte.edu/undergraduate-programs/,,
,,"To declare a minor in English, students must have at least 12 earned credit hours at UNC Charlotte (does not include transfer credits) and an institutional (UNC Charlotte) GPA of 2.0 or above. Students must schedule a meeting with an English Undergraduate Advisor.",,True,False,False,False,False,,,program,Minor in English,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Environmental Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Environmental Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,The Minor in Environmental Science is open to any student at UNC Charlotte. Declaration of this minor requires consultation with the Undergraduate Coordinator for the Environmental Science program.,Not Required,True,False,True,False,False,,,program,Minor in Environmental Science,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Ethics and Applied Philosophy,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,The minor consists of 18 credit hours beyond the 1201/1202-level of a European language. Students who are interested in the European Studies minor should contact the European Studies Program Coordinator.,Not Required,True,False,False,False,False,,,program,Minor in European Studies,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Exercise Science,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To be considered for admission, you must meet the minimum course requirements (MCR) as established by the UNC Board of Governors. At UNC Charlotte, we are looking for a comprehensive and challenging curriculum, so students who take more than the minimum required courses will be more competitive. Minimum Course Requirements: 4 units of English; 4 units of Math (including algebra I, geometry, algebra II, and a fourth-level math course beyond algebra II); 3 units of Science (including at least one life science, at least one physical science, and at least one lab); 2 units of Social Science (including one unit of U.S. history); 2 units of the same Foreign Language; 1 unit of an Academic Elective.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Finance,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Finance,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Minors may be declared by current UNC Charlotte undergraduate students at any time after they have earned 12 or more credit hours at UNC Charlotte. To declare a minor, students should use the online academic plan/minor declaration system.",Not Required,False,False,False,False,False,,,program,Minor in Fire and Emergency Management,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Foreign Language Education,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in French,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Geography,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Geology,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in German,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The undergraduate minor in Gerontology requires 18 credit hours of approved coursework. The courses are interdisciplinary and students may choose a curriculum track with a focus on either social/behavioral science or health services/administration. Students must complete a minimum of 9 credit hours from the approved list of GRNT courses. Courses taken to fulfill requirements in the major can not be counted toward requirements for the minor. Students must have a minimum GPA of 2.0 to be admitted to and to graduate with the minor in Gerontology. Students interested in declaring a minor in Gerontology must meet with a Gerontology Advisor to plan their program of study and complete the ""Declaration of Minor"" form.",Not Required,True,False,False,False,False,,,program,Minor in Gerontology,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Global Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Health Communication,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
