Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,PhD in Polymer Science,,,,,,Fall,,,,,,Optional,Official results of English proficiency tests (e.g. TOEFL or IELTS). Required for international students whose native language is not English. Test must have been taken within the last two years. Minimum TOEFL score is 79 (internet-based) and minimum IELTS score is 6.5. UA's institution code is 1829. A waiver of English proficiency test scores may be requested by applicants who have completed a bachelor's or higher degree from an accredited U.S. institution.,,,,,,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,School of Polymer Science and Polymer Engineering,,,,,,,,"The University of Akron’s Doctor of Philosophy (Ph.D.) in Polymer Science provides a comprehensive curriculum and diverse research opportunities for students to prepare them to be the next generation of scientists. Our graduates emerge with the skills necessary to lead major research programs in industry, academia and national laboratories. The Ph.D. in Polymer Science program focuses on an interdisciplinary approach that applies the tools of physics, chemistry and engineering to polymer materials.
The UA Polymer Science program is recognized as one of the best in the world. As a result, this program attracts a diverse student body from all over the world. Our research facilities are world class and provide an opportunity for students to experience the full scope of polymer research, from design and synthesis to characterization, processing, and modeling.",,https://www.uakron.edu/polymer/programs/phd-polymer-science,,"$30,000 per year stipend",Ohio Resident: $565.34/credit hour; Non-Ohio Resident: $888.64/credit hour,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"$30,000 per year stipend plus tuition and fee waiver",100% of full-time Ph.D. students receive a graduate assistantship,Graduate Assistantship,,,,,,,
,PhD in Psychology: Industrial/Organizational,,,,,PhD,Fall,,,December 1,,,Optional,"All international applicants must demonstrate English language proficiency. One of the following may be submitted to meet this requirement: TOEFL iBT score of 79, IELTS score of 6.5, PTE score of 53, Duolingo English Test score of 110, or successful completion of the ELS Language Centers' Level 112.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,,,,,,,Industrial/Organizational,"The Industrial/Organizational (I/O) Psychology program at The University of Akron is a top-ranked program dedicated to the scientific study of the workplace. We adhere to the scientist-practitioner model of I/O psychology in which science and practice are viewed as interdependent and mutually beneficial. Through our research and applied projects, we generate and distribute knowledge about people at work to academics, organizations, and the working population. The University of Akron’s I/O Psychology program is a vibrant, research-active, and collaborative community of students and faculty. We offer both the M.A. and Ph.D. degrees in I/O Psychology. Students are admitted to the Ph.D. program and earn their M.A. on the way to the doctorate. We currently have five core faculty members with a wide range of research and applied interests. Our graduates go on to successful careers in both academic and applied settings.",,https://www.uakron.edu/academics_majors/graduate_programs/,,"Stipend of $18,000 - $18,500 per year",Ohio Resident: $565.72/credit hour; Non-Ohio Resident: $886.50/credit hour,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Full tuition waiver plus a stipend of $18,000 - $18,500 per year",100% tuition coverage,Graduate Assistantships,,,,,,,
,Master of Arts in Psychology: Industrial/Organizational,,,,,,Fall,,,December 1,,,Not Required,Applicants whose native language is not English must submit proof of English proficiency by one of the options below. The tests must have been taken within the past two years. Options include: TOEFL with a minimum score of 79 on the internet-based test (iBT) or 550 on the paper-based test (PBT); IELTS with a minimum overall score of 6.5; Duolingo with a minimum score of 110; PTE Academic with a minimum score of 53; or successful completion of ELS Language Center's level 112.,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,"$10,635.94/Year (Ohio Resident), $15,642.10/Year (Non-Ohio Resident)",,,,,,Industrial/Organizational,"The Industrial/Organizational (I/O) Psychology program at The University of Akron is dedicated to the scientific study of the workplace and the application of psychological principles to workplace issues. We have a long and distinguished history as one of the nation's top-ranked I/O psychology graduate programs. Our program follows the scientist-practitioner model, which emphasizes the connection between theory and application. Our M.A. program provides students with a solid foundation in the core areas of I/O psychology. Students are trained to use appropriate research methods and statistical techniques to solve real-world problems. Most of our M.A. students are employed full time in business, industry, and government organizations.",,https://psychology.rice.edu/graduate/miop,,,"$514.88 (Ohio Resident), $793.00 (Non-Ohio Resident)",False,False,,4.0,3.0,,1001-1200,,,,,,,,,"$10,635.94/Year (Ohio Resident), $15,642.10/Year (Non-Ohio Resident)",,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Full tuition waiver plus a minimum stipend of $10,000 for the nine-month academic year for graduate assistants.",100% tuition waiver for graduate assistants.,"Graduate Assistantships, Internships",,,,,,,
,Master of Arts in Speech-Language Pathology,,,,,,Fall,,,"January 15, 2026",Required,Required,Not Required,"For applicants whose native language is not English, The University of Akron requires official, passing results from one of the following tests: TOEFL (79 iBT or 550 PBT), IELTS (6.5 overall band score), PTE Academic (53), Duolingo English Test (115 or higher), or ELS Language Centers (Level 112).","A bachelor's degree from a regionally accredited institution with an overall GPA of 3.0 on a 4.0 scale is required. Applicants must have completed prerequisite coursework in speech-language pathology and audiology or hold an undergraduate degree in the field. The following documents are required for application via the CSDCAS portal: official transcripts from all universities and colleges attended, three letters of recommendation, a curriculum vita (CV)/resume, a written response to the essay questions, and a statement of intent describing your background, career goals, and reasons for pursuing a graduate degree in speech-language pathology. Official GRE scores are recommended for all applicants, but are not required. TOEFL scores are required for international applicants.",Not Required,,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,School of Speech-Language Pathology and Audiology,"$665.41 per credit hour for Ohio Residents, $1,059.95 per credit hour for Non-Ohio Residents (2024-2025 rates). The program requires a minimum of 53 credits.",,,,,,,"The Master of Arts (M.A.) education program in speech-language pathology at The University of Akron is designed to provide students with the academic and clinical experiences necessary to become a competent, compassionate, and reflective speech-language pathologist. Our master's program can be completed in five semesters of full-time study. Part-time options are also available. Students in the program develop a strong foundation in the scientific bases of human communication sciences and disorders, as well as the theoretical principles of assessment and intervention. We believe in providing students with a rich and robust clinical experience that spans the full scope of speech-language pathology practice. We embrace an evidence-based practice framework that integrates foundational knowledge, clinical expertise, and client values. Students who complete the master's program will be prepared to work as a speech-language pathologist across a variety of clinical and educational settings.",,https://hesp.umd.edu/undergraduate/program-highlights-master-arts-program-speech-language-pathology-%28spla%29,"The Master of Arts (M.A.) education program in speech-language pathology (residential) at The University of Akron is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA) of the American Speech-Language-Hearing Association, 2200 Research Boulevard, #310, Rockville, MD 20850, 800-498-2071 or 301-296-5700.",,"$665.41 per credit hour for Ohio Residents, $1,059.95 per credit hour for Non-Ohio Residents",True,False,,4.0,3.0,,1201-1400,,,,,,,,,,,,,,,,False,False,,,115.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Endowed scholarships,,,,,,,
,Master of Science in Statistics,,,,,,"Fall, Spring",,,,Required,Required,Optional,International applicants whose native language is not English are required to take an English proficiency test. Acceptable tests and minimum scores: TOEFL - 79 ibt or 550 pbt; IELTS - 6.5; PTE - 53; Duolingo - 110; ELS - Completion of ELS Level 112 with a grade of B or better.,"A bachelor's degree from an accredited institution. An overall GPA of 3.0 out of 4.0 or equivalent. Sufficient mathematical background, including three semesters of calculus (differential, integral and multivariable calculus), and a course in linear algebra. A TOEFL score of 79 or higher (for international students only). A resume. A statement of purpose. Two letters of recommendation. GRE scores are NOT required.",Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,,,,,,,,"The Master of Science (M.S.) in Statistics program at The University of Akron provides students with a solid foundation in statistical theory, methodology, and applications. The program will equip students with the skills they need to pursue a career in industry, government or a Ph.D. program in statistics or a related field. The M.S. degree has thesis and non-thesis options. Graduates find success in a number of fields, including bioinformatics, biostatistics, economics, epidemiology, finance, marketing, public policy, psychology, and sociology.",,https://www.uakron.edu/academics_majors/graduate_programs/,,,"$596.16 (In-state), $866.40 (Out-of-state)",False,True,,4.0,3.0,,1201-1400,,,,,,,,,,,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Assistantships, Fellowships, Scholarships",,,,,,,
,Doctor of Audiology (Au.D.),,,,,Doctoral,Fall,,,January 15,,,Not Required,International students must demonstrate English proficiency by submitting one of the following official test scores: TOEFL iBT: 79; TOEFL PBT: 550; IELTS: 6.5; PTE Academic: 53; Duolingo English Test: 110; or ELS Language Center: Successful completion of Level 112.,,,,,,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,School of Speech-Language Pathology and Audiology,"An estimated $27,713 per year for a full-time resident student, which includes per-credit tuition and mandatory program fees.",,,,,,,"The Doctor of Audiology (Au.D.) program at The University of Akron is a four-year, post-baccalaureate degree. We prepare students to become audiologists by developing competencies in the areas of prevention, identification, assessment, and (re)habilitation of hearing, auditory function, balance, and other related systems. Our program provides a wide variety of clinical experiences, both on and off campus, under the direct supervision of audiologists who hold certification from the American Speech-Language-Hearing Association and/or are fellows of the American Academy of Audiology. Graduates of the Au.D. program are eligible for state licensure in audiology, certification from the American Speech-Language-Hearing Association (CCC-A), and board certification from the American Board of Audiology.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The Doctor of Audiology (Au.D.) residential program at The University of Akron is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology of the American Speech-Language-Hearing Association, 2200 Research Boulevard, #310, Rockville, MD 20850, 800-498-2071 or 301-296-5700.",,"$690.42 (Resident), $1,041.02 (Non-Resident). An additional $3,500 Career Advantage Au.D. Grad Program Fee is assessed per term.",,,,4.0,3.0,,1201-1400,,,,,,,,,"An estimated $27,713 per year for a full-time resident student, which includes per-credit tuition and mandatory program fees.",,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Graduate assistantships, tuition scholarships, and research grants",,,,,,,
,Master of Science in Biology,,,,,,"Fall, Spring",,,,Required,Required,Not Required,"All international applicants are required to submit an English language proficiency test score unless they meet one of the exemptions. Accepted tests and minimum required scores: TOEFL iBT: 79, TOEFL PBT: 550, IELTS: 6.5, PTE Academic: 53, Duolingo English Test: 110, ELS Language Center: Successful completion of Level 112.","Applicants to the Master of Science in Biology program must submit the following materials to the Graduate School: An online application and application fee; Official transcripts from all universities and colleges attended; Three letters of recommendation from individuals who can assess your potential for graduate study; Graduate Record Examination (GRE) general test scores (verbal, quantitative and analytical writing) are optional for all applicants; A statement of purpose (1-2 pages) that describes your research interests and experience, career goals, and the faculty members you are interested in working with; A resume/curriculum vitae (CV) summarizing your background and experience. International applicants must submit TOEFL or IELTS scores that meet the minimum requirements of the Graduate School.",Not Required,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,"$13,636/year (in-state), $21,488/year (out-of-state)",,,,,,"Ecology and Evolutionary Biology, Physiology, Molecular/Cellular Biology","The graduate programs in Biology are designed to provide students with advanced training in modern biological principles and research methods. The department offers M.S. and Ph.D. degrees with specializations in ecology and evolutionary biology, physiology, and molecular/cellular biology. The department has a close working relationship with area institutions and agencies including the Cleveland Metroparks Zoo, Cleveland Museum of Natural History, Cuyahoga Valley National Park, and the University of Akron Field Station. This collaboration provides students with a diversity of research opportunities. The M.S. degree is excellent preparation for careers in government, industry, and education, or as preparation for further graduate work.",,https://bulletin.uakron.edu/graduate/colleges-programs/arts-sciences/biology/biology-ms/,,,"$496.06 (in-state), $817.00 (out-of-state)",,True,,4.0,3.0,,,,,,,,,,,"$13,636/year (in-state), $21,488/year (out-of-state)",,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Graduate Assistantships (Teaching and Research), Fellowships",,,,,,,
,Master of Science in Business: Accountancy,,,,,,"Fall, Spring, and Summer",,,,,,Either,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,20441.4,,,,,,,"The Master of Science in Accountancy (MSA) degree program is designed to provide students an opportunity for advanced study in accountancy. The MSA is designed to meet the needs of both career-changers and those students who are already working in the accounting profession. For a student with an undergraduate degree in accounting, the MSA will provide the greater breadth and depth in accounting and business that is necessary for a successful accounting career. For a student with an undergraduate degree in a field other than accounting, the MSA will provide the educational background necessary for a career in accounting. Graduates of the MSA program will be prepared for accounting careers in public accounting, industry, not-for-profit, and government. The MSA is also excellent preparation for doctoral studies and a career in academics.",,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/accountancy/accounting-msa/,The School of Accountancy is separately accredited by the AACSB International for both its undergraduate and graduate programs. This separate accreditation is the hallmark of an excellent accounting program.,,"$681.38 (in-state), $989.98 (out-of-state)",,,,4.0,3.0,,,,,,,,,,,20441.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The University Fellowship provides a $12,000 stipend plus a full tuition scholarship.",,"Assistantships, Fellowships, Merit-based scholarships",,,,,,,
,"Master of Science in Business: Management, Information Systems",,,,,Masters,"Fall, Spring, Summer",,,,Required,Required,Optional,"International applicants must demonstrate English language proficiency with a minimum score of 79 on TOEFL iBT, 6.5 on IELTS, 53 on PTE Academic, 110 on the Duolingo English Test, or completion of ELS Language Center's Level 112. This requirement may be waived for citizens of or those who have earned a degree from an institution in certain English-speaking countries.","Bachelor's degree from an accredited institution. A business degree is not required.
Undergraduate GPA of 2.75 or higher.
Resume
Statement of purpose/goals
Three letters of recommendation
Applicants whose native language is not English must submit the results from the Test of English as a Foreign Language (TOEFL) or the International English Language Testing System (IELTS).",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,George W. and Angelina S. College of Business Administration,"$19,964.40 (Ohio Resident, total program), $32,268 (Non-Ohio Resident, total program)",,,,,,Information Systems,"The Master of Science in Management (M.S.M.) in Information Systems (I.S.) track provides students an opportunity to combine their interests in both business and information technology. This unique mix of courses provides students with the management and technical expertise required for a broad range of technology-related business careers in information systems. The program will equip students with knowledge and skills in systems analysis and design, project management, database management, business intelligence and analytics. Graduates of the program will have the flexibility to pursue careers in a wide range of industries.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The College of Business is accredited by AACSB International in both business and accounting, an honor held by fewer than 2% of business schools worldwide.",,"$665.48/credit (Ohio Resident), $1,075.60/credit (Non-Ohio Resident)",True,True,,4.0,2.75,,801-1000,,,,,,,,,,,,,,,,False,False,,,110.0,112.0,450.0,298,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Merit-based scholarships, Graduate Assistantships",,,,,,,
,"Master of Science in Business: Management, Supply Chain Management",,,,,Masters,"Fall, Spring, Summer",,,,,,Optional,"Applicants for whom English is not their native language must submit one of the following: TOEFL (iBT minimum 79 or PBT minimum 550), IELTS (minimum 6.5), PTE Academic (minimum 53), Duolingo English Test (minimum 105), or completion of level 112 at an ELS Language Center. An exemption may be granted for applicants who have earned a bachelor's, master's or doctoral degree from a regionally accredited U.S. college or university.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"$9,747/Year (Ohio Resident)",,,,,,Supply Chain Management,"The Supply Chain Management track in the M.S. in Management program is designed for students with a variety of backgrounds. Students will develop their knowledge and skills in supply chain management which consists of a set of approaches utilized to efficiently integrate suppliers, manufacturers, warehouses and stores. With an M.S. Management in SCM, students will be prepared for management positions in the supply chain field, such as logistics, purchasing and operations.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is accredited at the bachelor's and master's levels by AACSB International - The Association to Advance Collegiate Schools of Business. This is the highest level of accreditation a business school can achieve.,,"Ohio Resident: $649.80, Non-Ohio Resident: $965.72",,,,4.0,3.0,,1001-1200,,,,,,,,,"$9,747/Year (Ohio Resident)",,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Up to $1,000",,"Fellowships, Assistantships, Merit-based scholarships",,,,,,,
,Master of Science in Chemistry,,,,,,"Fall, Spring",,,,Required,Required,GRE,International students must also submit scores from the Test of English as a Foreign Language (TOEFL). A minimum score of 79 on the internet-based TOEFL is required.,"Applications from all qualified students who have completed a baccalaureate degree in chemistry or a related discipline are welcome. The following requirements must be met: A bachelor’s degree in chemistry (or a closely related discipline) from an accredited institution. An overall GPA of 3.0 or better is required (on a 4.0 scale). Unofficial transcripts from all universities and colleges attended are required during the application process. Official transcripts are required after admission is offered. Three letters of recommendation. GRE is not required. TOEFL scores are required for all international applicants, with a minimum required score of 79.",,,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,,,,Buchtel College of Arts and Sciences,"$10,420.56/Year (In-State, estimate based on 18 credits including all fees)",,,,,,"['analytical chemistry', 'biochemistry', 'inorganic chemistry', 'organic chemistry', 'physical chemistry']",The Master of Science in Chemistry is a thesis-based degree program designed to provide students with the laboratory and communication skills necessary for professional employment in chemistry-related fields or to successfully compete for admission into Ph.D. programs.,,https://www.uakron.edu/academics_majors/graduate_programs/,,,$505.74 (In-State); $812.24 (Out-of-State),,True,,4.0,3.0,,801-1000,,,,,,,,,"In addition to tuition, there is a $12.00 per credit hour Chemistry Fee, a General Service Fee ($45.68/credit), and a Technology Fee ($15.50/credit).",,,,,,,False,False,,,,,,,,,,,,79.0,,,,,,,,,,,,,University-wide scholarships,,,,,,,
,PhD in Chemistry,,,,,,"Fall, Spring",,,,,,Optional,"All international applicants must demonstrate English language proficiency. Accepted tests include TOEFL (minimum 79), IELTS (minimum 6.5), PTE (minimum 53), Duolingo English Test (minimum 110), or completion of Level 112 at an ELS Language Center.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,,,,,,,"Analytical Chemistry, Biochemistry, Inorganic Chemistry, Organic Chemistry, Physical Chemistry","The Department of Chemistry and Biochemistry provides comprehensive graduate training in the chemical sciences, offering both MS and PhD degrees in chemistry and biochemistry. Graduate study is centered on a vigorous and exciting research environment where students learn state-of-the-art chemical techniques while making important contributions to the chemical sciences. Graduate students choose a research advisor from among our active and internationally-recognized research faculty. Our department is committed to creating a safe, inclusive, and diverse research and learning environment that is welcoming to all.",,https://bulletin.auburn.edu/thegraduateschool/graduatedegreesoffered/chemistryandbiochemistrymsphd_major/chemistry_phd/,,,"Ohio Resident: $577.84/credit, Non-Ohio Resident: $901.34/credit",,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,100% tuition scholarship,Teaching and Research Assistantships,,,,,,,
,Master of Arts in Child and Family Development,,,,,,"Fall, Spring, and Summer",,,,Required,Required,Not Required,"All international applicants must submit evidence of English proficiency, regardless of citizenship or residency status. This requirement can be met by submitting one of several options, including TOEFL (79 iBT or 550 PBT), IELTS (6.5), PTE (53), Duolingo (105), or ELS (Level 112).","Admission to the Master of Arts in Child and Family Development program is based upon the following criteria:
- A four-year baccalaureate degree (or its equivalent) from an accredited college or university.
- A grade point average of at least 3.00 on a 4.00 scale.
- Official transcripts from each college or university where you have earned 8 or more credits. Please have your transcripts sent to gradsch@uakron.edu.
- A written statement of personal and professional goals.
- Three letters of recommendation.
- A resume.
- The GRE is not required.",Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,School of Education,,,,,,,"Child Life, Family Life Education, and Program Administration and Leadership","The Master of Arts in Child and Family Development focuses on the development of children and families, and the social, cultural and economic contexts in which they live. The program prepares students to work with families and children in a variety of social service settings. The program is offered fully online. The program is intended to increase students’ knowledge about how to improve the quality of life for children and families. In addition to a core of coursework related to children and families, students have a choice of several specialized areas of study: Child Life, Family Life Education, and Program Administration and Leadership.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The Child Life specialization is endorsed by the Association of Child Life Professionals (ACLP), verifying that our coursework meets their academic requirements for certification.",,Ohio Resident: $517.22/credit; Non-Ohio Resident: $834.41/credit,False,False,,4.0,3.0,,,,,,,,,,,"$6,717.20/Semester",,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Stipends range between $8,000 and $18,000 for the nine-month academic year, plus a full tuition scholarship and waiver of the general university fee.",,Graduate Assistantships,,,,,,,
,Master of Arts in Communication,,,,,M.A.,"Fall, Spring, Summer",,,,,,Not Required,All international applicants are required to provide proof of English language proficiency. Minimum scores are: TOEFL iBT: 79; IELTS: 6.5; PTE: 53; Duolingo English Test: 105; or successful completion of Level 112 at an ELS Language Center.,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,"$9,468.36/Year for Ohio residents, $15,239.34/Year for non-residents (based on 18 credits per year)",,,,,,"['Interpersonal communication', 'Mediated communication', 'Organizational communication', 'Public relations']","The School of Communication offers a Master of Arts (M.A.) degree with study in a variety of areas, including interpersonal, media studies, organizational, and public relations. Our program is designed to provide students with a sophisticated understanding of communication theory and research, which will prepare them for a variety of career objectives. Our graduates have successfully pursued doctoral degrees, advanced professionally, and begun new careers in a variety of organizations in the corporate, governmental, and non-profit sectors. Our faculty have expertise in a variety of areas, including conflict, health, instructional, interpersonal, intercultural, media, organizational, public relations, risk and crisis, social influence, and social media. We offer three program options: a thesis option, a project option, and a comprehensive examination option. Students can also earn a certificate in Health Communication or Integrated Marketing Communication.",,https://www.uakron.edu/academics_majors/graduate_programs/,,,"$526.02 for Ohio residents, $846.63 for non-residents",,,,4.0,3.0,,1001-1200,,,,,,,,,,,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,PhD in Counseling Psychology,,,,,PhD,Fall,,,"December 1, 2025",Required,Required,GRE,"Applicants are required to take one of the following exams and receive the minimum score to be considered for admission: TOEFL iBT minimum score of 79, TOEFL PBT minimum score of 550, IELTS minimum overall band score of 6.5, PTE minimum score of 53, or Duolingo English Test minimum score of 110. UA also accepts successful completion of Level 112 at an ELS Language Center in the U.S. in place of the tests listed above.","The deadline for applications for the Counseling Psychology Ph.D. program is December 1st for Fall admission. All application materials, including those sent from other institutions (i.e. letters of recommendation and transcripts), must be received by this date to be considered for admission. Our program uses a mentorship model and applicants must identify one or two potential faculty advisors in their personal statement.

Application Materials to be Submitted Online:
- Completed University of Akron Graduate School online application
- A current résumé or curriculum vita (CV)
- A personal statement of 2-3 pages that describes your interest in counseling psychology, our program in particular, and your professional goals. Please also identify one or two faculty members with whom you would like to work and describe how your research interests align with their work.
- Three letters of recommendation. Please request letters from individuals who can attest to your academic ability and your potential for graduate study in psychology.
- Transcripts from ALL colleges and universities attended.
- The Graduate Record Examination (GRE) is not required for admission to this program.
- A writing sample. Please choose a paper written for an undergraduate or graduate course that you feel best represents your writing ability.",Required,,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,,College of Health and Human Sciences,"$18,894.30/Year (Ohio Resident)",,,,,,,"The Counseling Psychology Ph.D. program at The University of Akron is a scientist-practitioner based program with a strong social justice mission that prepares students for careers as counseling psychologists in a variety of settings. The program has been continuously accredited by the American Psychological Association (APA) since 1987. The University of Akron’s Counseling Psychology Ph.D. program emphasizes the following areas: multicultural competence and social justice, group work, research, supervision and training, and psychological assessment. We seek students who are interested in becoming leading practitioners and researchers. The program typically takes 5 years to complete, including a yearlong internship. Our Ph.D. program is one of only two APA-accredited doctoral programs in Counseling Psychology in the state of Ohio.",,https://www.uakron.edu/academics_majors/graduate_programs/,The program has been continuously accredited by the American Psychological Association (APA) since 1987.,,$629.81/credit hour (Ohio Resident),,False,,4.0,3.25,,,,,,,,,,,"$18,894.30/Year (Ohio Resident)",,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"$15,000 stipend and a full tuition waiver",,Graduate assistantships,,,,,,,
,Master of Arts in Counseling: Clinical Mental Health Counseling,,,,,Master of Arts,Fall,,,,Required,Required,Optional,"All international applicants must submit evidence of English language proficiency. Acceptable evidence includes minimum scores on the TOEFL (79 iBT or 550 PBT), IELTS (6.5), PTE Academic (53), Duolingo English Test (110), or completion of ELS Level 112.",Graduate School application and fee; Official transcripts from all institutions attended; GPA of at least 3.0 on a 4.0 scale; Three letters of recommendation; Statement of purpose; Resume/CV; GRE scores - (Waived for Fall 2024 admissions); Interview with program faculty,Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,School of Counseling,"$14,604/Year (in-state)",,,,,,Clinical Mental Health Counseling,"The Master of Arts in Clinical Mental Health Counseling is a 60-semester-hour program designed to prepare counseling professionals to work with individuals, families, and groups to address personal and social problems. Students are prepared to practice in a variety of settings, such as community mental health centers, hospitals, private counseling agencies, and private practice. Graduates of this program are qualified to seek licensure as a professional counselor in Ohio and in most other states.",,https://www.uakron.edu/academics_majors/graduate_programs/,The Clinical Mental Health Counseling Program at The University of Akron is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,,$608.44/credit (in-state),False,False,0.0,4.0,2.75,,1001-1200,,,,,,,,,"$14,604/Year (in-state)",,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Assistantships, Fellowships, Scholarships",,,,,,,
