Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
PhD in Polymer Science,https://www.uakron.edu/polymer/programs/phd-polymer-science,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Psychology: Industrial/Organizational,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Psychology: Industrial/Organizational,https://psychology.rice.edu/graduate/miop,,,,,False,False,False,False,False,False,,,program,
Master of Arts in Speech-Language Pathology,https://hesp.umd.edu/undergraduate/program-highlights-master-arts-program-speech-language-pathology-%28spla%29,Required,Required,"A bachelor's degree from a regionally accredited institution with an overall GPA of 3.0 on a 4.0 scale is required. Applicants must have completed prerequisite coursework in speech-language pathology and audiology or hold an undergraduate degree in the field. The following documents are required for application via the CSDCAS portal: official transcripts from all universities and colleges attended, three letters of recommendation, a curriculum vita (CV)/resume, a written response to the essay questions, and a statement of intent describing your background, career goals, and reasons for pursuing a graduate degree in speech-language pathology. Official GRE scores are recommended for all applicants, but are not required. TOEFL scores are required for international applicants.",Not Required,True,True,True,False,False,False,,,program,
Master of Science in Statistics,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"A bachelor's degree from an accredited institution. An overall GPA of 3.0 out of 4.0 or equivalent. Sufficient mathematical background, including three semesters of calculus (differential, integral and multivariable calculus), and a course in linear algebra. A TOEFL score of 79 or higher (for international students only). A resume. A statement of purpose. Two letters of recommendation. GRE scores are NOT required.",Not Required,True,False,False,True,False,False,,,program,
Doctor of Audiology (Au.D.),https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Biology,https://bulletin.uakron.edu/graduate/colleges-programs/arts-sciences/biology/biology-ms/,Required,Required,"Applicants to the Master of Science in Biology program must submit the following materials to the Graduate School: An online application and application fee; Official transcripts from all universities and colleges attended; Three letters of recommendation from individuals who can assess your potential for graduate study; Graduate Record Examination (GRE) general test scores (verbal, quantitative and analytical writing) are optional for all applicants; A statement of purpose (1-2 pages) that describes your research interests and experience, career goals, and the faculty members you are interested in working with; A resume/curriculum vitae (CV) summarizing your background and experience. International applicants must submit TOEFL or IELTS scores that meet the minimum requirements of the Graduate School.",Not Required,False,True,,True,False,False,,,program,
Master of Science in Business: Accountancy,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/accountancy/accounting-msa/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Master of Science in Business: Management, Information Systems",https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"Bachelor's degree from an accredited institution. A business degree is not required.
Undergraduate GPA of 2.75 or higher.
Resume
Statement of purpose/goals
Three letters of recommendation
Applicants whose native language is not English must submit the results from the Test of English as a Foreign Language (TOEFL) or the International English Language Testing System (IELTS).",,True,False,True,True,False,False,,,program,
"Master of Science in Business: Management, Supply Chain Management",https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Chemistry,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"Applications from all qualified students who have completed a baccalaureate degree in chemistry or a related discipline are welcome. The following requirements must be met: A bachelor’s degree in chemistry (or a closely related discipline) from an accredited institution. An overall GPA of 3.0 or better is required (on a 4.0 scale). Unofficial transcripts from all universities and colleges attended are required during the application process. Official transcripts are required after admission is offered. Three letters of recommendation. GRE is not required. TOEFL scores are required for all international applicants, with a minimum required score of 79.",,True,False,,True,False,False,,,program,
PhD in Chemistry,https://bulletin.auburn.edu/thegraduateschool/graduatedegreesoffered/chemistryandbiochemistrymsphd_major/chemistry_phd/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Child and Family Development,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"Admission to the Master of Arts in Child and Family Development program is based upon the following criteria:
- A four-year baccalaureate degree (or its equivalent) from an accredited college or university.
- A grade point average of at least 3.00 on a 4.00 scale.
- Official transcripts from each college or university where you have earned 8 or more credits. Please have your transcripts sent to gradsch@uakron.edu.
- A written statement of personal and professional goals.
- Three letters of recommendation.
- A resume.
- The GRE is not required.",Not Required,True,False,False,False,False,False,,,program,
Master of Arts in Communication,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Counseling Psychology,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"The deadline for applications for the Counseling Psychology Ph.D. program is December 1st for Fall admission. All application materials, including those sent from other institutions (i.e. letters of recommendation and transcripts), must be received by this date to be considered for admission. Our program uses a mentorship model and applicants must identify one or two potential faculty advisors in their personal statement.

Application Materials to be Submitted Online:
- Completed University of Akron Graduate School online application
- A current résumé or curriculum vita (CV)
- A personal statement of 2-3 pages that describes your interest in counseling psychology, our program in particular, and your professional goals. Please also identify one or two faculty members with whom you would like to work and describe how your research interests align with their work.
- Three letters of recommendation. Please request letters from individuals who can attest to your academic ability and your potential for graduate study in psychology.
- Transcripts from ALL colleges and universities attended.
- The Graduate Record Examination (GRE) is not required for admission to this program.
- A writing sample. Please choose a paper written for an undergraduate or graduate course that you feel best represents your writing ability.",Required,True,False,,False,False,False,,,program,
Master of Arts in Counseling: Clinical Mental Health Counseling,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,Graduate School application and fee; Official transcripts from all institutions attended; GPA of at least 3.0 on a 4.0 scale; Three letters of recommendation; Statement of purpose; Resume/CV; GRE scores - (Waived for Fall 2024 admissions); Interview with program faculty,Not Required,True,False,False,False,False,False,,,program,
Master of Arts in Counseling: Marriage and Family Therapy/Counseling,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Education: School Counseling,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Engineering: Polymer Engineering,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Business Analytics,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Finance,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Risk Management & Insurance,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Global Technological Innovation,https://www.wtamu.edu/academics/college-business/academics/graduate-programs/index.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Health Care Management,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Interdisciplinary,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/business-interdisciplinary-mba/business-interdisciplinary-mba.pdf,Required,Required,"In addition to the requirements of the Graduate School, the College of Business Administration requires that applicants submit scores from the Graduate Management Admission Test (GMAT) or the Graduate Record Examination (GRE), a current résumé, statement of purpose and two letters of recommendation.",Not Required,False,False,False,True,False,False,,,program,
Master of Business Administration with Concentration in International Business,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"To be considered for admission to the MBA program, applicants must have a bachelor's degree from an accredited college or university. The Admissions Committee considers the complete application package, including academic background, GMAT/GRE scores (if not waived), work experience, resume, letter of recommendation, and personal statement.",Not Required,False,False,False,False,False,False,,,program,
Master of Business Administration with Concentration in Management,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Strategic Marketing,https://www.uakron.edu/online/degrees/mba,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration with Concentration in Supply Chain Management,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Management with Concentration in Information Systems Management,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/management/information-systems-management-msm/,Required,Required,"The following are required to be admitted into the program:

*   A bachelor's degree from an accredited institution.
*   A minimum GPA of 3.0.
*   Graduate Management Admission Test (GMAT) score of 500 or higher (or GRE equivalent).
*   A current resume.
*   A letter of intent/purpose.
*   Letters of recommendation.
*   An official transcript from each university or college attended. Transcripts must be sent directly from the institution to The University of Akron Graduate School.
*   International applicants may also need to submit proof of English proficiency.",,False,False,False,True,False,False,,,program,
Master of Science in Management with Concentration in Technological Innovation,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"In addition to the requirements of the Graduate School, the M.S. in Management program requires:
*   A bachelor’s degree from an accredited college or university.
*   Two letters of recommendation.
*   Resume.
*   Statement of purpose.
*   Transcripts from all universities attended.
*   Students for whom English is not their first language must demonstrate English language proficiency through one of the following:
    *   TOEFL: 79 iBT
    *   IELTS: 6.5
    *   PTE: 53
    *   Duolingo: 100
*   The Graduate Management Admission Test (GMAT) and the Graduate Record Examination (GRE) are not required for admission.",Not Required,True,False,False,False,False,False,,,program,
Master of Science in Management with Concentration in Supply Chain Management,https://www.uakron.edu/academics_majors/graduate_programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Economics,https://www.uakron.edu/academics_majors/graduate_programs/,Not Required,Required,"To be considered for admission to the M.A. in Economics program, you must meet the general requirements for admission to the Graduate School and hold a bachelor's degree from an accredited institution. Applicants must submit the following materials: Completed online application and the application fee; Official transcripts from all universities and colleges attended; Three letters of recommendation; A statement of goals and objectives. The Graduate Record Examination (GRE) is NOT required. International students must have a TOEFL score of 79 or higher (or equivalent).",Not Required,True,False,False,True,False,False,,,program,
Master of Taxation,https://www.uakron.edu/academics_majors/graduate_programs/,Required,Required,"To be admitted to the Master of Taxation (MTax) program, an applicant must have a bachelor's degree from an accredited institution. Applicants must submit the following materials to the Graduate School: Graduate School Application, Application fee, A current résumé, A one-page statement of goals, Official transcripts from ALL universities attended, Two letters of recommendation, Official GMAT/GRE score report. The GMAT or GRE is required for admission unless the applicant qualifies for a waiver.",Not Required,False,False,,True,False,False,,,program,
