Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
,Required,"The Clarkson University Department of Occupational Therapy participates in the Occupational Therapy Centralized Application Service, known as OTCAS. Applicants will apply online using the OTCAS application.

Prerequisite Courses
The following prerequisite courses must have been completed within the last ten years with a grade of C or better:
* Biology with lab (4 credits)
* Human Anatomy & Physiology I & II with labs (8 credits)
* General Psychology (3 credits)
* Abnormal Psychology (3 credits)
* Lifespan Development (or developmental psychology) (3 credits)
* Sociology or Anthropology (3 credits)
* Statistics (3 credits)
* Medical Terminology (1 credit or certificate of completion)

Admission Requirements
* Baccalaureate degree from an accredited institution.
* A minimum overall GPA of 3.2 is required. For applicants with multiple degrees, GPAs will be averaged to calculate the overall GPA. The GPA for prerequisite courses must also be 3.2 or above.
* Three letters of reference.
* The GRE is not required for admission to the OT program.
* A personal statement is required.
* TOEFL or IELTS scores for international applicants whose native language is not English.
* Observation/experience in at least two different OT settings is required. A total of 40 hours of observation/experience are required.
* Successful completion of a personal interview with OT faculty.",,True,False,False,False,False,False,,,program,Master of Science in Occupational Therapy,https://www.clarkson.edu/academics/graduate/programs,
,,,,,,,,,,,,error,Master of Science in Physician Assistant Studies,https://www.clarkson.edu/academics/graduate/programs,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Science in Physics,https://www.clarkson.edu/academics/majors-minors/physics-ms,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Science in Business Teacher Education,https://theorg.com/org/amphenol-corp/org-chart/john-d-craig,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"To be considered for admission, all applicants must submit:

Completed online application
Statement of purpose
Résumé or C.V.
Letters of recommendation
Transcripts
Standardized test scores (if applicable)
English proficiency test scores (if applicable)
Application fee",Not Required,True,False,False,True,False,False,,,program,"PhD in Bioscience and Biotechnology, Interdisciplinary",https://inform.ng/tulane-university-application-fee-waiver-2024/,
,,,,,,,,,,,,error,PhD in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,PhD in Chemistry,https://www.clarkson.edu/academics/graduate/programs,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,PhD in Civil & Environmental Engineering,https://www.clarkson.edu/academics/majors-minors/civil-environmental-engineering-phd,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"Online Application Form
Statement of purpose.
Résumé or curriculum vitae.
Three letters of recommendation.
Official transcripts from all institutions attended.
Official GRE scores (optional). Note that the GRE requirement may be waived for exceptional students with a proven research record.
Official TOEFL or IELTS scores, if applicable.",,False,True,False,True,False,False,,,program,PhD in Computer Science,https://www.clarkson.edu/academics/graduate/programs,
Required,Required,"In addition to the online application form and application fee, you will need to submit: A statement of purpose (approximately 500 words); A current résumé or curriculum vitae (CV); Letters of recommendation; Official transcripts from all post-secondary institutions (colleges and universities) attended. International applicants may have to provide additional materials.",,True,False,,True,False,False,,,program,PhD in Electrical and Computer Engineering,https://www.clarkson.edu/academics/graduate/programs,
Required,Required,"A completed online application form. A $50 application fee is required for all applicants. We offer fee waivers for participants in certain programs. Statement of Purpose: One- to two-page essay describing your reasons for pursuing graduate study, your academic and professional interests and your career goals. Resume or Curriculum Vitae (CV). Letters of Recommendation: Two or three letters of recommendation are required for most programs. Transcripts: An official transcript from every college or university you have attended is required. Standardized Test Scores (GRE/GMAT): For most programs, standardized test scores are optional for master's degree applicants and recommended for PhD applicants. Some programs require them. For Engineering Science (PhD), the GRE is recommended, but not required. English Proficiency: All applicants who are not citizens of a native English-speaking country must submit proof of English proficiency.",Not Required,True,True,,True,False,False,,,program,PhD in Engineering Science,https://www.clarkson.edu/academics/graduate/programs,
Required,Required,"The following items are required for application to this program: Online Application Form. Résumé. Statement of Purpose. Three Letters of Recommendation. Official Transcripts. Official GRE Scores: Optional for PhD applicants. For international applicants, an English proficiency test is required (TOEFL, IELTS, or Duolingo English Test).",,True,False,,True,False,False,,,program,PhD in Environmental Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,
,,,,,,,,,,,,error,PhD in Materials Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,PhD in Mathematics,https://www.clarkson.edu/academics/graduate/programs,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"All applicants must apply online. Required documents include a resume or curriculum vitae, a statement of purpose, official transcripts from all institutions attended, and three letters of recommendation. English proficiency test scores are required for international applicants. The GRE is not required for this program.",Not Required,True,False,True,True,False,False,,,program,PhD in Mechanical Engineering,https://www.clarkson.edu/academics/graduate/programs,
Required,Required,"To be considered for admission to the physics graduate program, applicants must meet the general requirements for admission to the Graduate School. In addition, they must: Have a bachelor's degree in physics or a related field with sufficient preparation to undertake graduate study in physics. Submit satisfactory scores on the Graduate Record Examination (GRE) general test. (This requirement is optional for Fall 2024 admissions.) Have three letters of recommendation. International students must demonstrate English proficiency.",Not Required,False,True,,True,False,False,,,program,PhD in Physics,https://www.clarkson.edu/academics/graduate/programs,
,Required,"All applicants must have the following:
- A bachelor's degree from an accredited institution. This must be completed before starting the DPT program.
- A minimum undergraduate GPA of 3.0. This includes all undergraduate coursework at all institutions attended.
- A minimum prerequisite GPA of 3.0. This includes all prerequisite coursework at all institutions attended.
- Completion of all prerequisite courses. All prerequisites must be completed within the last ten years with a grade of C or better. All prerequisite science courses must be for science majors.
- Observation hours: 40 hours of observation with a licensed physical therapist in at least two different settings are required. These hours must be completed before your application is submitted. This can include inpatient, outpatient, acute care, rehab/subacute, extended care, school/preschool, home health, industrial/occupational health and more. We will accept a letter from a physical therapist in lieu of observation hours if your experience was impacted by the COVID-19 pandemic.
- Three letters of recommendation are required: one from a physical therapist, one from a college professor and one from an individual of your choice (not a friend or family member).
- The Graduate Record Examination (GRE) is not required.
- TOEFL scores for non-native English speakers. For more information, please visit the International Graduate Students Admissions page.
- All applications are done through PTCAS and will include an essay portion.",Not Required,True,False,True,False,False,False,,,program,Doctor of Physical Therapy (DPT),https://www.clarkson.edu/academics/graduate/programs,
Required,Required,"Students can apply for graduate credit and complete one of our Advanced Business Certificates using the standard graduate business application. A GMAT or GRE is not required for the Advanced Business Certificates. General application requirements for graduate programs include: Online Application and Fee, Statement of Purpose, Resume or CV, Letters of Recommendation, and Official Transcripts.",Not Required,True,False,,False,False,False,,,program,Advanced Certificate in Business,https://www.clarkson.edu/academics/majors-minors/business-certificates,
Required,Required,"All applicants must submit the following: an online application and application fee, a current resume, a statement of purpose, official transcripts from all post-secondary institutions attended, and letters of recommendation. Clarkson has waived the GMAT/GRE requirement for most graduate programs.",,True,False,,False,False,False,,,program,Advanced Certificate in Business of Energy,"https://www.northcountrynow.com/stories/online-business-of-energy-graduate-certificate-program-offered-through-clarkson-university,49308",
Required,Required,A completed online application form. A bachelor’s degree from an accredited institution. Transcripts of all previous college coursework. Two letters of recommendation. A resume or curriculum vitae. A statement of purpose.,Not Required,True,False,,False,False,False,,,program,Advanced Certificate in Business Fundamentals,https://www.clarkson.edu/academics/graduate/programs,
,,,,,,,,,,,,error,Advanced Certificate in Construction Engineering Management,https://www.clarkson.edu/academics/majors-minors/construction-engineering-management-grad-cert,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Advanced Certificate in Environmental Management,https://www.clarkson.edu/academics/majors-minors/business-certificates,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"Applicants must have a bachelor’s degree with a minimum 3.0 GPA. Those with at least a 2.75 GPA may be considered for conditional admission. The GRE and GMAT are NOT required. A complete application consists of: Online Application, Transcripts, Resume/CV, Statement of Purpose, Two Letters of Recommendation, TOEFL/IELTS/Duolingo scores (for international students).",Not Required,True,False,,False,False,False,,,program,Advanced Certificate in Healthcare Management,https://www.clarkson.edu/academics/graduate/programs,
,,,,,,,,,,,,error,Advanced Certificate in Human Resource Management,https://www.clarkson.edu/academics/majors-minors/human-resources-management-graduate-certificate,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"Online Application, Official Transcripts, One Letter of Recommendation, GMAT/GRE Optional, Statement of Purpose, Resume.",Not Required,True,True,True,False,False,False,,,program,Advanced Certificate in Innovation & New Venture Management,https://www.clarkson.edu/academics/graduate/online,
Required,Required,"Ready to apply? You can complete an online application. You'll need to submit the following: Online Application Form, Current Résumé, Statement of Purpose, Official Transcripts, Two Letters of Recommendation.",,True,False,,False,False,False,,,program,Advanced Certificate in Management & Leadership,https://www.clarkson.edu/majors-minors/management-leadership-graduate-certificate,
Required,Required,A complete application consists of the following: Online Application Form; Statement of Purpose; Résumé; Three Letters of Recommendation; Official Transcripts. GRE General Test is recommended but not required. International Applicants: an official TOEFL or IELTS score is required.,,True,True,True,False,False,False,,,program,Advanced Certificate in Power Systems Engineering,https://www.clarkson.edu/academics/graduate/programs,
,,,,,,,,,,,,error,Advanced Certificate in Supply Chain Management,https://www.clarkson.edu/academics/majors-minors/global-supply-chain-management-grad-cert,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"All graduate applicants are required to submit the following: Online Application and Fee; Official Transcripts; Letters of Recommendation (usually two, but varies by program); Standardized Test Scores (GRE or GMAT - varies by program, some programs have waived this requirement); Resume or Curriculum Vitae (CV); Statement of Purpose; English Proficiency Test Scores (for international students).",,False,False,,False,False,False,,,program,Advanced Certificate in Accounting,https://www.clarkson.edu/academics/majors-minors/business-certificates,
