Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
,,,,,,,,,,,error,Bachelor of Science in Engineering Mechanics,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"All applicants to Columbia Engineering must submit either the Coalition Application or the Common Application, along with the Columbia-Specific Application Questions. Required documents include an official high school transcript, a recommendation from a high school counselor and a school profile, and three teacher recommendations (one from a math or science teacher is required for engineering applicants). A Mid-Year Report is also required. Standardized test scores (SAT or ACT) are optional. An $85 application fee or a fee waiver is necessary to apply.",Required,True,False,True,False,False,,,program,Bachelor of Science in Financial Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Bachelor of Science in Industrial Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"To apply, prospective students must submit either the Coalition Application or the Common Application, along with Columbia-Specific Application Questions. Required documents include an official high school transcript, a School Profile, a Counselor Recommendation, and a Mid-Year Report. Two teacher recommendations are also necessary; for applicants to Columbia Engineering, one recommendation must be from a math or science teacher. An application fee or a fee waiver is required. For the 2024-2025 application cycle, standardized test scores (SAT/ACT) are optional.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Materials Science and Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
Not Required,Not Required,"Prospective students must submit either the Common Application or the Coalition Application, which includes autobiographical information, lists of achievements and activities, and a personal essay. Applicants must also complete the Columbia-Specific Application Questions. Required documents include an official high school transcript, a School Profile, a Counselor Recommendation, two Teacher Recommendations, and a Mid-Year Report. As per the university's test-optional policy, submission of SAT or ACT scores is optional.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mechanical Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
Not Required,Required,"First-year applicants must submit either the Common Application or the Coalition Application, Powered by Scoir. The application includes Columbia-Specific Application Questions. A nonrefundable application fee of $85 or a fee waiver is required. Additional required documents include an official high school transcript, a School Profile, a Counselor Recommendation, two Teacher Recommendations, and a Mid-Year Report. Standardized test scores (SAT or ACT) are optional for the 2023-2024 and 2024-2025 application cycles.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Operations Research,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Aerospace Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The application for the Minor in Applied Mathematics is an internal process for currently enrolled Columbia students. The requirements are not for admission to the university, but for declaring the minor. Students interested in the minor in applied mathematics should meet with one of the applied mathematics faculty minor advisers. After consulting with an adviser, students should complete a Minor Application Form and submit it to the APAM Department office in 200 S. W. Mudd. The minor requires the completion of 18 points of coursework, including prerequisite courses in calculus and linear algebra.",Not Required,True,False,True,False,False,,,program,Minor in Applied Mathematics,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
Not Required,Not Required,"To declare a minor in applied physics, a student must develop a course of study with the minor program adviser. The student must then complete and submit an Application for a Minor, which can be found on the SEAS Student Affairs website. This form requires the student's personal information, a list of courses for the minor, and the signature of the faculty adviser.",Not Required,True,True,True,False,False,,,program,Minor in Applied Physics,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Artificial Intelligence,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Undergraduate students should submit a completed BME Minor application to the BME department undergraduate program coordinator. The application consists of the application form and an unofficial transcript. Students should apply to the minor program in the semester in which they are taking the last pre-requisite course(s).,Not Required,True,False,True,False,False,,,program,Minor in Biomedical Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Chemical Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,,Not Required,True,False,True,False,False,,,program,Minor in Civil Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Computer Science,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The minor in Earth and Environmental Engineering is open to all undergraduate students at Columbia. To declare a minor, students must complete the Application for Minor in Earth and Environmental Engineering form and have it approved and signed by one of the EEE minor program advisers. The minor requires a minimum of 15 points of coursework.",Not Required,True,False,True,False,False,,,program,Minor in Earth and Environmental Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Electrical Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,,Not Required,True,False,True,False,False,,,program,Minor in Engineering Mechanics,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,True,False,True,False,False,,,program,Minor in Entrepreneurship and Innovation,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Industrial Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Materials Science,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for the minor in Mechanical Engineering, current students must submit the Application for a Minor form, which is available on the SEAS Student Services website. The application requires the signature of the minor adviser. The academic requirement for the minor is the completion of 15 points of coursework, including specific required courses and technical electives.",Not Required,True,False,True,False,False,,,program,Minor in Mechanical Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
,,,,,,,,,,,error,Minor in Mining Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Operations Research,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,True,False,False,,,program,Minor in Sustainable Engineering,https://undergrad.admissions.columbia.edu/academics/engineering/majors,,
