Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"A completed Application and an official high school transcript with the grade point average computed on a 4.0 scale are required. For students with 0-11 hours of college credit, the official high school transcript must show a cumulative GPA of at least 2.0 on a 4.0 scale. High school transcripts are not required for students who have obtained 12+ hours of college credit after graduating high school. GED students must provide official scores from the General Education Development Test (GED). Official transcripts from relevant colleges/universities attended are also required. [1]",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Special Education LBD P-12,https://www.ucumberlands.edu/academics/undergraduate,,
,,,,False,False,False,False,False,,,none,Bachelor of Science in Theatre,https://www.ucumberlands.edu/academics/undergraduate,False,
Not Required,Not Required,"To apply for undergraduate admission, students will need to create a Patriot Portal account to complete the application. The university will consider high school GPA, course load, and similar academic indicators. [2]",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Youth and Family Ministry,https://www.ucumberlands.edu/academics/undergraduate,,
,,,,,,,,,,,institute,"Bachelor of Science in Health, Physical Education, and Coaching P-12",https://www.ucumberlands.edu/academics/undergraduate,,
,,,,,,,,,,,error,Bachelor of Science in History and Political Science - Education,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,A completed Application. [1] An official high school transcript with the grade point average computed on a 4.0 scale. GED students must provide official scores from the General Education Development Test (GED). [1] Official transcripts from relevant colleges/universities attended. [1],Not Required,False,True,True,False,False,17.0,920.0,program,Bachelor of Science in Mathematics - Education,https://www.ucumberlands.edu/academics/undergraduate,,
,,,,,,,,,,,error,Bachelor of Science in Biology - Education,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Chemistry - Education,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,,,none,RN to Bachelor of Science in Nursing,https://www.ucumberlands.edu/academics/undergraduate,False,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Accounting,https://www.ucumberlands.edu/academics/undergraduate,,
,,,,,,,,,,,error,Minor in Art,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Biology,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Business,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Chemistry,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,institute,Minor in Christian Ministry,https://www.ucumberlands.edu/academics/undergraduate,,
,,,,,,,,,,,error,Minor in Communication Arts,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Creative Writing,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Criminal Justice,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in English,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in General Music,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Health,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in History,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Information Technology,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Journalism,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Legal Studies,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Mathematics,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Media Production,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Physics,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Political Science,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Psychology,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Public Health,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Religion,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Spanish,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Strategic Communication,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Theatre,https://www.ucumberlands.edu/academics/undergraduate,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Youth and Family Ministry,https://www.ucumberlands.edu/academics/undergraduate,,
