Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Required,Required,"Applicants to the School of Dramatic Arts must apply through the Common Application. The required Application Supplement (via SlideRoom) is included within the Common Application. Once you have initiated your Common Application, you will receive information on how to access the SlideRoom Supplement, including instructions, requirements and deadlines. Applications are reviewed holistically, with emphasis placed on auditions, academic history, essays, letters of recommendation, and overall potential. All applicants must submit official transcripts. All applicants are highly encouraged to submit official standardized test scores (SAT/ACT) as part of their application. You will submit two letters of recommendation: one academic and one artistic. Required: Headshot, theatre resume (or resume of experience). Audition: Applicants will be considered for a live audition after the submission of the application. More details are available in the SlideRoom application. All applicants invited to audition will receive an email with specific audition requirements, date and time slots.",Not Required,True,True,False,False,False,,,program,"Bachelor of Fine Arts in Acting, Stage and Screen",https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"To apply as a first-year student, applicants must submit the Common Application and USC Writing Supplement (which includes a personal essay and USC-specific short answer questions), Official High School Transcripts, and two Letters of Recommendation (one from a school counselor and one from a teacher in a core academic subject). Submission of SAT or ACT scores is optional for Fall 2024 first-year applicants. Portfolios are only required for specific majors and are not required for Aerospace Engineering.",Required,True,True,True,False,False,,,program,Bachelor of Science in Aerospace Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,,,False,False,False,,,program,Bachelor of Arts in American Popular Culture,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Submit the Common Application (including the USC Writing Supplement), official transcripts, the School Report and Counselor Recommendation, and one Teacher Recommendation (optional for Fall 2024, not needed for Spring 2025). SAT or ACT scores are optional for Fall 2025 applicants.",Required,True,False,False,False,False,,,program,Bachelor of Science in Medical Laboratory Science,https://catalogue.usc.edu/content.php?catoid=12&navoid=4086,,
Not Required,Required,"First-year applicants submit: Common Application with USC Writing Supplement, Transcripts, Letters of Recommendation, and Standardized Test Scores (optional for Fall 2023 & Fall 2024).",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Narrative Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"To apply to USC, you must submit the following items:
*   Common Application
*   USC Writing Supplement (part of the Common App)
    *   One 250-word short answer question
    *   Two 250-word short answer questions specific to USC
*   High School Transcript
*   Counselor Recommendation
*   Teacher Recommendation
*   Mid-Year Report (if available)",Required,True,True,True,False,False,,,program,Bachelor of Science in Neuroscience,https://dornsife.usc.edu/usc-neuroscience/undergraduate-curriculum/,,
Not Required,Required,"Your application consists of the following components:
*   Common Application with USC Writing Supplement
*   Counselor Recommendation (via Common Application)
*   Teacher Recommendation (via Common Application)
*   High School Transcript(s)
*   Mid-Year Grades (required for Regular Decision, optional for Early Action)
*   Test Scores (SAT or ACT) – optional for Fall 2024 and Fall 2025
*   School Report (via Common Application)

To be eligible for admission to USC, you must meet the following minimum requirements:
*   Graduate from an accredited high school or obtain a GED.
*   Complete 16 academic core subjects with a grade of C or better in all courses:
    *   4 years of English
    *   3 years of mathematics (Algebra I, Geometry, Algebra II)
    *   2 years of a laboratory science
    *   2 years of a foreign language (of the same language)
    *   1 year of visual or performing arts
    *   1 year of world history
    *   2 years of academic electives",Required,True,True,False,False,False,,,program,Bachelor of Arts in Public Policy,https://catalogue.usc.edu/content.php?catoid=8&navoid=2164,,
Not Required,Required,"Applicants must submit the Common Application, USC Writing Supplement (including essays), Official Transcripts, School Report and Counselor Recommendation, and a Mid-Year Report. SAT or ACT scores are optional.",Required,True,False,True,False,False,,,program,Bachelor of Science in Quantitative Biology,https://www.qcb-dornsife.usc.edu/major,,
Not Required,Not Required,"Application Requirements for First-Year Students:
*   Common Application
*   USC Writing Supplement
*   Official high school transcripts
*   SAT or ACT scores (optional for 2024-2025)
*   Letters of Recommendation (optional)",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Real Estate Development,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"The Common Application or Coalition Application, including the USC Writing Supplement with two required essays, official high school transcripts, and letter(s) of recommendation (one required). Standardized test scores (SAT/ACT) are optional.",Required,True,True,True,False,False,,,program,Bachelor of Arts in Spatial Sciences,https://dornsife.usc.edu/spatial/undergraduate/,,
,,"Common Application, USC Writing Supplement, Counselor Recommendation, Teacher Recommendation, High School Transcript, SAT or ACT Scores (Optional for 2024 and 2025 Applicants), Portfolio, SlideRoom, or Audition (if applicable), Mid-Year Grades (if applicable), TOEFL, IELTS, PTE Academic or Duolingo English Test Scores (if applicable)",Required,True,True,False,False,False,,,program,Bachelor of Science in Spatial Sciences,https://dornsife.usc.edu/spatial/undergraduate/,,
,,,,True,False,False,False,False,,,program,Bachelor of Arts in Theatre,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"Applicants must submit the Common Application (including essays), USC Writing Supplement (including essays and short answer questions), official high school transcripts, school report and counselor recommendation, mid-year school report (if applicable), and final school report (if applicable). Optional materials include a resume and portfolio. Applicants to all undergraduate programs at USC Dornsife apply through the USC Office of Admission.",Required,True,True,False,False,False,,,program,Bachelor of Arts in Writing,https://dornsife.usc.edu/engl/undergraduate/english-major/,,
,,,,True,False,False,False,False,,,program,"Bachelor in Adult Development, Gerontology, and Aging",https://catalogue.usc.edu/preview_program.php?catoid=8&poid=7817,,
Not Required,Required,"Applying to USC as a first-year undergraduate applicant involves submitting the Common Application, including essays. Other required documents include Official Transcripts, a School Report, a Mid-Year Report, and an academic Letter of Recommendation. Submission of SAT or ACT test scores is optional for Fall 2024 and Fall 2025 applicants.",Not Required,True,False,False,False,False,,,program,Bachelor in African American Studies,https://dornsife.usc.edu/ase/undergraduate/,,
Not Required,Required,"First-Year applicants apply to USC through the USC Undergraduate Admission office, not directly to the department. General application requirements for first-year students include the Common Application (which includes essays and activities list), the USC Writing Supplement (which includes additional short answer questions), and official high school transcripts. Letter(s) of Recommendation are optional. SAT or ACT scores are optional. Portfolio, slide room, or other creative samples are required if applicable to the student's application.",Required,True,True,False,False,False,,,program,Bachelor in Anthropology,https://dornsife.usc.edu/anth/undergraduate/anthropology-ba/,,
Not Required,Not Required,"First-Year Application Checklist: Common App or Coalition App, USC Writing Supplement, Counselor Recommendation, Teacher Recommendation, Official High School Transcripts, School Report, Mid-Year Report (if applicable). Optional materials include SAT/ACT Scores and a Resume. Portfolio, Audition, or Interview are optional for specific majors.",Required,True,True,False,False,False,,,program,Bachelor in Archaeology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"First-Year Applicants must submit the Common Application with the USC Writing Supplement. Transfer Applicants must submit the Common Application with the USC Writing Supplement. The Common Application asks for a personal essay and for your academic record including a list of courses and grades achieved, and scores on standardized tests (SAT/ACT). The USC Writing Supplement asks for short answers and additional essays. All applicants to the Bachelor of Architecture program are required to submit a portfolio.",Required,True,False,False,False,False,,,program,Bachelor in Architecture,https://catalogue.usc.edu/preview_program.php?catoid=14&poid=16651,,
Not Required,Required,"All first-year applicants must submit the following: Common Application, USC Writing Supplement (includes one long essay and two short answer questions), Official high school transcripts, Mid-year senior year grades, Letters of recommendation (at least one from a counselor or teacher, up to two), SAT or ACT scores (optional).",Not Required,True,True,False,False,False,,,program,Bachelor in Art History,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQH973BtrakX3WxEoHyx7qOgYF3ywigugyk4bvs2LuTU-Vfrl56Ix0dQ6mKHhAnA9IrRZvpblGVrhe3cn8AJxLN-kRtakk7vlFKv6EZ7Qnu1UxeVhz0YhlbptC7R2v3awj12o3HvLHGYn50c1nzleeqpWkKSN-6C_kcCdcqWvI_5XGcA,,
Not Required,Required,"Required Application Components: Common Application or Coalition Application, USC Writing Supplement, High school transcript(s), SAT or ACT scores (Optional for Fall 2024, 2025, 2026 applicants), Portfolio, slide room, or audition, if applicable. Not Required, but Considered: Letters of Recommendation, Interviews. Other Requirements: English Proficiency (if applicable), Financial Aid Application.",Required,True,True,False,False,False,,,program,Bachelor in Arts,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Common App with USC Supplement, High school transcript(s), Letter(s) of recommendation (one counselor, one teacher), Essays (short answers + one longer essay required on Common App), English Proficiency (for international students). Standardized test scores (SAT or ACT) are not required for Fall 2024 applicants; students may choose to submit them, but will not be disadvantaged if they do not.",Not Required,True,True,False,False,False,,,program,Bachelor in Asian Studies,https://dornsife.usc.edu/eascenter/academics/easc-undergraduate-programs/,,
,,"First-year applicants must submit the following application materials: Official High School Transcripts; SAT/ACT Scores (Optional for 2024); Letters of Recommendation; Essays; Portfolio, Audition, and/or Interview (for some majors); English Proficiency (International Applicants Only).",,True,True,True,False,False,,,program,Bachelor in Astronomy and Astrophysics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,True,False,False,,,program,Bachelor in Astronautical Engineering,https://catalogue.usc.edu/preview_program.php?catoid=8&poid=7720&returnto=3397,,
Required,Required,"General application requirements at USC typically include official academic transcripts, letters of recommendation (e.g., from a counselor and teacher for first-year applicants, or academic/professional recommenders for graduate applicants), and written components such as essays/writing supplements for undergraduate applicants or a Statement of Purpose for graduate applicants. Undergraduate applicants provide an activities list via the Common Application, while graduate applicants generally submit a CV/Resume. Standardized test scores, such as SAT/ACT for undergraduates or GRE/GMAT/TOEFL/IELTS for graduates, may also be part of the application, often as an optional component for undergraduates.",Not Required,True,True,,False,False,,,institute,Bachelor in Behavioral Sciences,https://dornsife.usc.edu/psyc/academic-programs-and-course-syllabi/,,
