Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"Admission to UB is based on a holistic review of each student. We consider both academic and non-academic factors, including your high school GPA and the overall strength of your academic coursework. We're looking to get a full picture of your accomplishments and potential, both in and out of the classroom.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biological Sciences,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,,Not Required,True,True,,False,False,,,institute,Bachelor of Science in Biomedical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Required,"Application to the Bachelor of Science in Biomedical Sciences is through the general first-year undergraduate admissions process at the University at Buffalo. Applicants must submit a completed application, an official high school transcript, and at least one letter of recommendation. An essay is also a required part of the application.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biomedical Sciences,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,"While the State University of New York at Buffalo does not offer a specific major named 'Bachelor of Science in Biotechnology', it is available as a concentration within the Biological Sciences BA/BS program. General admission for undergraduate programs requires the submission of an application, a nonrefundable application fee, and academic transcripts. For first-year applicants, this includes a high school transcript. The university conducts a holistic review of applications, considering academic performance, the rigor of the curriculum, and other factors.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biotechnology,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Required,"Application requirements for first-year students include the SUNY Application or Common Application, a $50 application fee, an essay, and official high school transcripts. A letter of recommendation is also strongly recommended.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Business Administration,https://www.buffalo.edu/admissions/academics/programs.html,,
,,"To be eligible for graduate study at the University at Buffalo, applicants are expected to have a bachelor's degree (or its equivalent) from an accredited or government-recognized college or university, with a B-grade (GPA of 3.0) or higher. Transcripts from all attended colleges and universities are required. Letters of recommendation are also generally required. [5] While many individual graduate programs require a resume/CV and a statement of purpose, the central Graduate School website does not explicitly state these as a university-wide general requirement. [20, 23, 24, 25]",Not Required,False,True,,False,False,,,institute,Bachelor of Science in Chemical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,False,False,False,False,False,,,none,Bachelor of Arts in Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,False,
,,,,,,,,,,,error,Bachelor of Science in Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Chinese,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Civil Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Classics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Communication,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Computer Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Computer Science,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Criminology,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Fine Arts in Dance,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Economics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Electrical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Engineering Physics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in English,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,,,,,program,Bachelor of Science in Environmental Design,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,,,,,,,,error,Bachelor of Science in Environmental Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Environmental Geosciences,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Exercise Science,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Film Studies,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in French,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Gender Studies,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Geography,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Geography,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,,,none,Bachelor of Arts in Geology,https://www.buffalo.edu/admissions/academics/programs.html,False,
Not Required,Not Required,Applicants must submit the Common Application and a non-refundable $50 application fee. Applicants need to self-report their high school coursework and grades through the Common App. An essay and letters of recommendation are not required for general admission.,Not Required,True,False,True,False,False,,,program,Bachelor of Science in Geology,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,,,,,,,,institute,Bachelor of Arts in German,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,False,False,False,False,False,,,none,Bachelor of Arts in Global Affairs,https://www.buffalo.edu/admissions/academics/programs.html,False,
,,,,,,,,,,,error,Bachelor of Arts in History,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Industrial Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,,,,,program,Bachelor of Science in Industrial Technology,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,,,,,,,,institute,Bachelor of Arts in Interdisciplinary Arts,https://arts-sciences.buffalo.edu/media-study.html,,
Not Required,Not Required,"The International Studies BA program at the State University of New York at Buffalo offers a unique mix of social science and humanities classes with an emphasis on history, political science, economics, and geography. Students will study key topics such as international law, global economic theories, and different types of political systems. A key component of the program is gaining proficiency in at least one foreign language and taking a series of courses focused on a specific region of the world to gain in-depth knowledge of its people and culture. [11]",Not Required,True,False,False,,,,,program,Bachelor of Arts in International Studies,https://www.buffalo.edu/admissions/academics/programs.html,,
Optional,Optional,"The State University of New York at Buffalo utilizes a holistic review process for undergraduate admissions. While not explicitly stated as required for all programs, documents such as a resume and a personal statement (statement of purpose) are common components of a holistic review and are likely considered if submitted.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in International Trade,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Required,Application for undergraduate admission can be submitted via the Common Application or the SUNY Application. Applicants must submit their high school transcripts. Standardized test scores are not required.,Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Italian,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,,,,,,,,error,Bachelor of Arts in Jewish Studies,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Korean,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Law,https://www.buffalo.edu/admissions/academics/programs.html,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The service is currently unavailable.', 'status': 'UNAVAILABLE'}}"
,,,,,,,,,,,error,Bachelor of Arts in Linguistics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Management Information Systems,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Mathematics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Mathematics,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Mechanical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Media Study,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Medicinal Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Music,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,institute,Bachelor of Music in Music Performance,https://www.buffalo.edu/admissions/academics/programs.html,,
Required,Required,"In addition to applying to the University at Buffalo, prospective students must also audition for the Department of Theatre and Dance. The Music Theatre BFA requires an audition for admission, and all students must successfully pass this audition to register for Music Theatre courses. [4] Application materials, including a resume, career statement, headshots, and references, should be submitted with the online audition registration form. [13] There is a $30 audition fee. [13]",Not Required,True,False,False,False,False,,,program,Bachelor of Music in Music Theatre,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,False,False,False,False,False,,,none,Bachelor of Science in Nuclear Medicine Technology,https://www.buffalo.edu/admissions/academics/programs.html,False,
,,,,,,,,,,,error,Bachelor of Science in Nursing,https://www.buffalo.edu/admissions/academics/programs.html,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,,,none,Bachelor of Science in Occupational Science,https://www.buffalo.edu/admissions/academics/programs.html,False,
Not Required,Not Required,"To be eligible for promotion to the junior-level pharmaceutical sciences major courses, students must satisfactorily complete the required courses for the first two years of the program. [1]",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Pharmaceutical Sciences,https://www.buffalo.edu/admissions/academics/programs.html,,
,,,,False,False,False,False,False,,,none,Bachelor of Arts in Pharmacology and Toxicology,https://www.buffalo.edu/admissions/academics/programs.html,False,
,,,,False,False,False,,,,,program,Bachelor of Science in Pharmacology and Toxicology,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,"To be admitted as a philosophy major, a student must have at least a 2.0 grade-point average. [14]",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Philosophy,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,"The UB Teach physics-chemistry education program is an accelerated, combined degree program that allows you to earn a physics BA (teaching of science, physics and chemistry education), a physics education EdM, and chemistry education CAS in five years. The program focuses on providing you with content expertise in physics and chemistry while preparing you to teach physics and chemistry at the adolescence level. [15]",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Physics,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,"Incoming freshman or undergraduate transfer applicants who are interested in pursuing physics study must first apply and be accepted to the University at Buffalo. When applying, you should indicate your intended major on the application form. [2]",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Physics,https://www.buffalo.edu/admissions/academics/programs.html,,
Not Required,Not Required,"Admission to the BA in Political Science is based on UB's comprehensive review of your UB application or Common Application. This holistic review considers a variety of factors, including academic performance and any supplemental information you choose to submit.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Political Science,https://www.buffalo.edu/admissions/academics/programs.html,,
