Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,PhD in Biostatistics,,,,,Doctoral,Fall 2026,,,,Optional,Required,Optional,REQUIRED,"Applicants to the Biostatistics PhD are expected to have strong quantitative preparation and a demonstrated interest in methodological research in biostatistics. Competitive candidates will have completed the following coursework before enrollment: Multivariate calculus, at least one semester of linear algebra, probability and statistical inference at the level of an advanced undergraduate statistics curriculum, and knowledge of a programming language such as R, Python, or SAS. [2] Application materials include transcripts from all undergraduate and graduate institutions, three letters of recommendation, and a statement of purpose. [2] TOEFL, IELTS, or Duolingo English Test scores are required for applicants whose first language is not English, though this may be waived for some. [2]",Not Required,,False,True,True,True,False,False,,True,False,False,False,False,True,True,False,False,,,,"Department of Biostatistics and Bioinformatics, The Graduate School",,,,,,,,,,,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,90,,,,,,,,,,,,,"Fellowships, Assistantships",FALSE,,,FALSE,FALSE,,,
,PhD in Business Administration,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"All applicants must have a bachelor's degree from a 4-year college or university, or the international equivalent. A master's degree is not required. The GMAT or GRE is required for all applicants. The TOEFL or IELTS is required for all international applicants whose native language is not English, unless they have studied full-time for two years or more at a college or university where the sole language of instruction is English, in a country where English is the primary language. A minimum of three recommendations are required. A Statement of Purpose, resume, and transcripts are also required.",Not Required,,False,False,True,True,False,False,,True,False,False,False,False,True,True,False,False,,,,Fuqua School of Business,"Fuqua offers fellowships to all doctoral students, including international students. This fellowship pays for tuition, a competitive stipend for living expenses, and single person health fees. [2]",0,,,,,,,,,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,90,,,,,,,,,,,"The fellowship is renewable for up to five years of doctoral education, conditional on good academic standing in the program. Additional funding in the form of research and teaching assistantships is also available to PhD students.",100%,Fellowship,FALSE,,,FALSE,FALSE,,,
,PhD in Cell Biology,,,,,Doctoral,Fall 2026,,,,Required,Required,Optional,REQUIRED,"See the Application Instructions page for important details about each Graduate School requirement.

Transcripts: Unofficial transcripts required with application submission; official transcripts required upon admission
Letters of Recommendation: 3 Required
Statement of Purpose: Required (see departmental guidance below)
Résumé: Required
GRE Scores: GRE General: Optional
English Language Exam: TOEFL or IELTS scores are required for applicants whose native language is not English, and who have not received a degree from an English-speaking institution. (See our Application Instructions for more information.)",Not Required,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The Department of Cell Biology offers a program of study leading to the degree of Doctor of Philosophy in the Graduate School at Duke University. Research in the department is multidisciplinary with particular strengths in cytoskeletal, cell, developmental, epithelial and stem cell biology. Investigators use state of the art techniques including confocal, live video and electron microscopy, molecular biology, biochemistry, biophysics, genetics, and gene targeting. [3]",,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,90,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,PhD in Chemistry,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor’s degree (or the equivalent) from an accredited institution. A complete application includes the online application form, a nonrefundable application fee, and uploaded unofficial transcripts from all post-secondary institutions attended. Three letters of recommendation are also required. International applicants must also submit TOEFL or IELTS scores.",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,"['analytical', 'biological', 'inorganic', 'physical', 'theoretical', 'organic']","The PhD program in chemistry at Duke University emphasizes research, with most of a student's time dedicated to original research projects. This research is often published in peer-reviewed journals and culminates in a PhD dissertation that is formally presented and defended. The program aims to equip doctoral students to address significant molecular challenges in a supportive and challenging environment. Students receive one-on-one research training with faculty mentors from the chemistry department and eight other affiliated departments. The curriculum is designed to be collaborative, integrating modern theory, modeling, and experimentation. The doctoral program features research programs that cover traditional chemistry sub-disciplines, including analytical, biological, inorganic, organic, physical, and theoretical chemistry. Many of these research programs are interdisciplinary, bridging gaps between chemistry and other sciences like biology, materials, and environmental sciences. [2, 11] The department offers graduate courses in analytical, biological, inorganic, organic, physical, and theoretical chemistry, with active research programs in each of these fields. [3]",,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,61.0,,90,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Christian Practice,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"General application requirements include the online application, unofficial transcripts from the bachelor's-granting institution, a resume or CV, and a statement of purpose. For the M.A. in Christian Practice, specifically, three letters of recommendation are required (1 academic, 1 church, and 1 personal/character or additional academic or church). [2]",Not Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Divinity School,"$29,200/year","$29,200/year",,,,,,The M.A. offers a hybrid pedagogy of intensive residencies and online synchronous and asynchronous engagements via two tracks: Track One (Foundations) and Track Two (Congregations).,"Grounded in central elements of Christian thought and practice, the Master of Arts in Christian Practice (MA) degree is designed to introduce students to disciplined theological reflection as a means for enriching their Christian service in both the church and world. [3] The degree offers students the opportunity to reflect theologically upon practices of ministry or other Christian service. [3, 4] The degree is provided primarily for those seeking to enhance vocations while remaining in a full-time ministry context or other professional position. [3] The M.A. program operates with a hybrid pedagogy of intensive residencies and online synchronous and asynchronous engagements, allowing for the integration of theoretical learning with contextual ministry formation. [3] While synchronous online activities typically involve weekly zoom meetings, asynchronous online activities include self-paced learning in the form of pre-recorded lectures, discussion forums, and group study and presentations. [3]",,https://gradschool.duke.edu/academics/programs-and-degrees/,"One of 13 seminaries founded and supported by the United Methodist Church, the school has from its beginnings been ecumenical in aspiration, teaching, and practice. [4]",,,FALSE,False,,,2.75,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,93,,,,,,,,,,,,99%,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Christian Studies,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Divinity School,"$29,200/Year","$29,200/Year",,,,,,,,,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,False,,4.0,2.75,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,25%,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Divinity,,,,,Graduate,Fall 2026,,,,Required,Required,Optional,REQUIRED,"All applicants are required to submit a copy of a current resume or CV. For the Master of Divinity (M.Div.), three letters of recommendation are required: 1 academic, 1 church, and 1 personal/character or additional academic or church. [6] A 1500-word essay is also required for the Statement of Purpose. [6]",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Duke Divinity School,,,,,,,,"['Certificate in Anglican Studies', 'Certificate in Baptist Studies', 'Certificate in Black Church Studies', 'Certificate in Catholic Studies', 'Certificate in Chaplaincy', 'Certificate in Faith, Food, and Environmental Justice', 'Certificate in Faith-Rooted Advocacy and Conflict Transformation', 'Certificate in Gender, Sexuality, Theology, and Ministry', 'Certificate in Preaching', 'Certificate in Prison Studies', 'Certificate in Theology, Medicine, and Culture', 'Certificate in Worship']","The Master of Divinity (M.Div.) at Duke Divinity School is a three-year program designed to prepare students for ministry and leadership roles. The curriculum provides a strong foundation in various theological disciplines, including Old and New Testament, church history, Christian theology, world Christianity, ministry, worship, preaching, and biblical languages. [16] The program emphasizes both academic scholarship and practical ministry experience, incorporating field education and spiritual formation components. [16] It aims to equip graduates for service in the church, academy, and the wider world, preparing them for ordination, lay ministry, nonprofit work, or teaching careers. [16] Students have the option to customize their studies through various certificate programs that focus on specific areas of ministry and study. [12, 16]",,https://gradschool.duke.edu/academics/programs-and-degrees/,Duke University is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC). The Divinity School is also accredited by the Commission on Accrediting of the Association of Theological Schools in the United States and Canada (ATS).,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,Awards range from 25% to 100% of tuition. [41],25% - 100% of tuition. [41],Merit-based. [41],FALSE,,,FALSE,FALSE,,,
,Master of Theological Studies,,,,,Graduate,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"M.T.S. Application Requirements
Recommendation Letters
Three (3) letters of recommendation submitted through the online application system are required: 2 academic, 1 personal/character or church.
Statement of Purpose
A 1500-word essay addressing the following questions: (1) Please describe your goals for pursuing a Master of Theological Studies degree. (2) Please describe how your academic and other life experiences have prepared you for this course of study. (3) What are your particular reasons for applying to Duke Divinity School?
Writing Sample
All applicants must submit a sample of academic writing.",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Divinity School,"$30,000/Year","$30,000 per year",,,,,,"['M.T.S. Core', 'M.T.S. Focus (requires a concentration in Bible, History, or Theology & Ethics)']","The Master of Theological Studies (M.T.S.) degree is tailored to fit the needs of students pursuing advanced doctoral studies or seeking careers in teaching or research. [2] It also provides a strong foundation for students called to serve in lay ministry roles throughout the church, academy, and world. [2] There are two curricular tracks available to students. [2] M.T.S. Core is for those considering a wide variety of applications for their degree (including lay ministry, deacon's orders, nonprofit work, and secondary teaching) and who are seeking an all-around theological education in church history, biblical studies, and theology. [2] M.T.S Focus, which creates greater curricular flexibility, is for students who have already had extensive theological preparation in their undergraduate coursework and who intend to apply for further academic study after completion of the M.T.S. [2] Through study and engagement within this program, students will be able to: Read and exegete Scripture and the great texts of the Christian tradition for the purpose of preaching and teaching the gospel with clarity, power, and reverence; Think theologically and critically about the doctrines and practices of the church and about the world in which the church finds itself, in ways that are both faithful to the historic ecclesial tradition and responsive to the contemporary context. [8]",,https://gradschool.duke.edu/academics/programs-and-degrees/,"Duke Divinity School is accredited by the Commission on Accrediting of the Association of Theological Schools in the United States and Canada, and the Master of Theological Studies (M.T.S.) is an approved degree program. [7]",,,FALSE,False,,4.0,3.25,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,,,90,,,,,,,,,,,Awards for M.T.S. students range from 25% of tuition to full tuition scholarships.,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Theology,,,,,Graduate,Fall 2026,,,,Not Required,,Optional,REQUIRED,"To qualify for admission, you need to have: An undergraduate degree (typically a BA or BS) from a school accredited by one of the accrediting agencies recognized by our faculty. A Master of Divinity degree or first graduate theological degree providing equivalent theological background, such as the MTS from an approved institution, and evidence of aptitude for advanced theological study (the MDiv degree is required for admission to the specialization in Practical Theology). [1]",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Duke Divinity School,"$36,000/Year","$36,000/Year",,,,,,"['Biblical Studies', 'Historical Studies', 'Theological Studies', 'Ministerial Studies', 'Pastoral Care']","The course of study leading to the degree of Master of Theology (ThM) is designed for graduates of accredited theological schools who desire to continue or resume their theological education for the enhancement of professional competence in selected areas of study. [4] Through this degree program, students can pursue advanced training—with opportunities to take doctoral seminars and engage closely with professors on a written thesis—to enhance their ministry or prepare for a doctoral program. [8] Enrollment in the ThM degree program is open to a limited number of students who have received the MDiv (or the equivalent) with superior academic records. [4]",,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,130.0,,,,7.0,,,,,108,,,,,,,,,,,A full-tuition scholarship is available for one international student in the Th.M. program annually.,Up to 100%,Merit-based,FALSE,,,FALSE,FALSE,,,
,Doctor of Ministry,,,,,Doctoral,Fall 2026,,,,Not Required,Required,Not Required,,"For admission, applicants must have at least five years in full-time ministry and a minimum GPA of 3.3 in a Master of Divinity (M.Div.) or a comparable master's degree from an ATS-accredited school. [11] All applicants are required to submit supplemental documentation, which includes four letters of recommendation (2 academic, 2 church), a two-page statement of academic purpose, and a 4-8 page academic writing sample. [7] A non-refundable application fee of $55 is also required.",Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Duke Divinity School,,,,,,,,,"The Doctor of Ministry (D.Min.) program at Duke Divinity School is designed for pastors and leaders of Christian institutions who wish to deepen their knowledge and strengthen their leadership skills while continuing their ministry work. [2] The program combines intensive on-campus immersion weeks with live online learning, offering flexibility for Christian leaders to earn a doctorate without leaving their positions. [2] It aims to integrate practical ministerial experience with structured theological reflection, pairing the study of the church's scriptures and traditions with contemporary leadership theory and practice. [2] The objective is to enhance the understanding of authentic Christian leadership and the critical skills needed for directing congregations or church-related institutions. [2] The D.Min. program operates on a cohort model, fostering a robust peer community. [2, 3] Students will learn to exegete Scripture and Christian texts for preaching and teaching, think critically about church doctrines and practices, and act effectively in leading Christian ministries. [3] The curriculum includes coursework over five terms, a thesis, and a student portfolio, and is typically completed in three years. [6]",,https://gradschool.duke.edu/academics/programs-and-degrees/,"Duke Divinity School is accredited by the Commission on Accrediting of the Association of Theological Schools in the United States and Canada, and the Doctor of Ministry (D. Min.) degree program is approved. [13]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Doctor of Theology,,,,,Doctoral,Fall 2026,,,,,Required,Optional,REQUIRED,"For admission, applicants must have earned or be a candidate for earning a Master of Divinity (M.Div.), Master of Theological Studies (M.T.S.), or comparable master's degree from an ATS-accredited school prior to the intended date of enrollment. [2]",Required,,False,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Duke Divinity School,Students admitted to the Th.D. program are awarded scholarships that cover tuition and fees for full-time enrollment for five years.,The Divinity School pays tuition and most student fees for Th.D. students in years 1-5. [20],,,,,,,The Doctor of Theology (Th.D.) is a post-Ph.D. research degree that enables a candidate to pursue advanced theological reflection in a specific area of study. It is designed for those who already have a Ph.D. in a related field and wish to engage in theological inquiry that is both academically rigorous and relevant to the life of the church. The program is tailored to the individual student's interests and is conducted under the guidance of a faculty mentor.,,https://gradschool.duke.edu/academics/programs-and-degrees/,,,,FALSE,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,,,90 for internet-based (iBT) and 577 for paper-based (PBT),,,,,,,,,,,"Full tuition and fees are covered by scholarships for the first five years, and students also receive a stipend. [5, 20]",,Scholarships and fellowships,FALSE,,,FALSE,FALSE,,,
