Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Master of Public Policy,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants are considered on an individual basis. In addition to the Graduate College admission requirements, applicants must meet the following program requirements:

- Prior Degrees: Baccalaureate degree or its equivalent in any field from an accredited college or university.
- Grade Point Average: At least 3.00/4.00 for the final 60 semester (90 quarter) hours of undergraduate study.
- Transcripts: Transcripts from all colleges and universities attended are required.
- Letters of Recommendation: Three are required.
- Personal Statement: A personal statement of 500 to 750 words explaining the applicant's reasons for wanting to pursue the MPP degree and his or her professional goals.
- Resume: A current resume.
- GRE Scores: The GRE is not required.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Urban Planning and Public Affairs,,,,,,,,,"The Master of Public Policy (MPP) is a professional degree program designed to develop leaders who can put evidence-first. In course work, students build critical thinking and analytical skills in the core curriculum and learn to make data-driven decisions. Through applied experiences in Chicago and beyond, they will meet face-to-face with professionals in the field to analyze urgent policy problems and design solutions that work, using the latest science and technology. The core curriculum draws on a variety of disciplines and fields, including economics, sociology, political science, statistics, econometrics, political economy, organizational theory, and program evaluation. This is an ideal fit for students seeking a multidisciplinary approach to the study of public policy.",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science,,,,,Graduate,Fall 2026,,,,Not Required,Not Required,,REQUIRED,The minimum requirements for graduate admission at the University of Illinois Chicago include a baccalaureate degree or its equivalent from an accredited college or university and a minimum grade point average of at least 2.75 (on a 4.00 scale) for the final 60 semester hours of undergraduate study. [6] Transcripts from all institutions where the applicant earned the last 60 semester hours of credit are required. [6] Individual academic programs may have higher admission requirements. [6] Applicants whose native language is not English are required to take the Test of English as a Foreign Language (TOEFL) or the International English Language Testing System (IELTS). [6],Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,"['professional accounting', 'tax', 'internal audit', 'accounting analytics', 'research']","Prepare to pass the CPA with our STEM-designated*, AACSB-accredited degree that is steps from Chicago's business district. Whether you picture yourself as a CPA, Controller, Managerial Accountant or a different career in business, UIC Business's Master of Science in Accounting degree helps you get there. As of January 2025, the MS in Accounting is a STEM-designated degree. [13] The Accounting program prepares leaders to develop the professional skills identified by the Institute of Certified Public Accountants deemed essential for providing the core accounting services across various fields, including corporate accounting, assurance services, taxation, internal audit, government/nonprofit, and ERP/SAP systems. [1] Upon completion of the program, students may be eligible to sit for the Uniform CPA Exam, provided they meet the requirements of each state's board of public accountancy. [1]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,AACSB-accredited. [13],,,FALSE,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Teaching (Mathematics),,,,,Graduate,Fall 2026,,,,Optional,Optional,Not Required,REQUIRED,"All inquiries about Program-Required Materials (GRE/GMAT scores, personal statement, letters of recommendation, writing samples, resume/cv, portfolio, application for graduate appointment) should be sent to your desired academic program. [5] The Office of Admissions is unable to provide advice regarding the submission or waiver of these materials. [5]",Optional,,False,True,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts and Sciences,,,,,,,,Teaching Elementary School Mathematics,The purpose of the Master of Science in Teaching Mathematics (MST) option for elementary school teachers is to prepare mathematics specialists for work in elementary schools and school districts. It is designed for teachers who wish to improve their mathematical background as well as their understanding of the learning and teaching of mathematics in grades K-8. Courses are specifically designed to meet the needs of elementary and middle school teachers. Students in this master's program are typically full-time elementary and middle school teachers. Courses are offered in the late afternoon and early evening. Some courses are also offered during the summer. Students complete a final practicum designed to improve the mathematics education in their home school.,,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Accounting,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,"['professional accounting', 'tax', 'internal audit', 'accounting analytics', 'research']","The Master of Science in Accounting degree program, taught by world-class faculty, offers a customized educational experience that fosters a global, interdisciplinary focus and a balanced conceptual and pragmatic approach. It aims to develop students' written and oral communication skills, refine their research and analytical abilities for better decision-making, and instill a commitment to lifelong learning. The program prepares leaders with the professional skills identified by the Institute of Certified Public Accountants, which are essential for core accounting services in fields like corporate accounting, assurance services, taxation, internal audit, government/nonprofit, and ERP/SAP systems. Graduates may be eligible to sit for the Uniform CPA Exam, depending on state board requirements. The program has two options: MS Accounting Flex, which allows students to customize their degree with tracks in professional accounting, tax, internal audit, accounting analytics, and research, with courses available in various formats; and MS Accounting Cohort, a two-year program where students learn together and can opt for a second Master of Science degree in Business Analytics. [1]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,AACSB-accredited. [11],,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Biomedical Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants are considered on an individual basis. In addition to the Graduate College minimum requirements, applicants must meet the following program requirements:

*   Baccalaureate Field: Physical sciences, engineering, computer science, mathematics, biology, or medicine. Students must have completed math through Calculus I (MATH 180), Calculus II (MATH 181), Calculus III (MATH 210), Differential Equations (MATH 220), and Applied Linear Algebra (MATH 218) prior to entering the program. Linear algebra can be waived upon request and appropriate justification.
*   Grade Point Average: At least 3.00/4.00 for the final 60 semester (90 quarter) hours of undergraduate study. Lower GPA will be considered for admission on a case-by-case basis.
*   Tests Required: The GRE is waived for applicants. However, strong GRE scores (Quantitative >80th percentile, Verbal > 70th percentile, Analytical writing >4) can enhance the student's application. Thus, GRE scores will be accepted and, if provided, evaluated as part of the application.
*   Letters of Recommendation: Three required.
*   Personal Statement: Required.",Not Required,,False,True,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,"['Cellular Technologies', 'Medical Imaging', 'Rehabilitation & Augmentics']","The Master of Science in Biomedical Engineering is designed to prepare students for careers in industry, business, academia, and research lab environments by offering a flexible program of coursework and mentoring that enables them to engage in creative and independent research on a cutting-edge topic. [2] The program is strongly interdisciplinary, with areas of study including Cell and Tissue Engineering, Diagnostics, Neural Engineering and Rehabilitation, Bioinformatics and Genomics, Medical Imaging, Bio- and Cellular Mechanics, Biomaterials, and Nanobiomolecular Engineering. [15] Students can choose between a thesis track, which is ideal for those considering a PhD, and a non-thesis track. [10] The thesis track involves research with a faculty advisor and results in a paper suitable for conference presentation or journal submission. [3] The non-thesis track consists entirely of coursework. [3] A master's degree in biomedical engineering from UIC prepares students for a variety of careers, including as researchers in academic, industry, or government laboratories; researchers in medical schools and hospitals; and in research and development positions at companies. [14, 10]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,Information regarding the accreditation of the Master of Science in Biomedical Engineering program is not available on the University of Illinois at Chicago's website. The website does state that the undergraduate biomedical engineering major is accredited by the Engineering Accreditation Commission of ABET. [16],,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Bioinformatics,,,,,Graduate,Fall 2026,,,,Required,Required,GRE,REQUIRED,"Applicants must have a baccalaureate degree in Physical sciences, engineering, computer science, mathematics, or biology. Students from other areas are also encouraged to apply if their backgrounds indicate a reasonable chance of success in the program. A Grade Point Average of at least 3.00/4.00 for the final 60 semester hours (90 quarter hours) of undergraduate study is required. [2]",Not Required,,True,False,False,False,True,False,,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,"150 quantitative, 150 verbal, and 3.0 analytical writing",6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Chemical Engineering,,,,,Graduate,Fall 2026,,,,Optional,Required,,REQUIRED,"In addition to the Graduate College minimum requirements, applicants must meet the following program requirements: Baccalaureate Field: An undergraduate degree in chemical engineering is required. Applicants with a degree in other fields of engineering or in the sciences will be considered for admission on an individual basis. Such students may be required to take a specified sequence of undergraduate chemical engineering courses to make up for deficiencies. Grade Point Average: At least 3.00/4.00 for the final 60 semester (90 quarter) hours of undergraduate study. Tests Required: The GRE General Test is optional for all applicants. All international students are required to submit Test of English as a Foreign Language (TOEFL), IELTS, or PTE-Academic scores. Minimum English Competency Test Score: TOEFL 80, with subscores of Reading 19, Listening 17, Speaking 20, and Writing 21 (iBT Test); 60, with subscores of Reading 19, Listening 17, Writing 21 (revised Paper-Delivered Test), OR, IELTS 6.5, with subscores of 6.0 for all four subscores, OR, PTE-Academic 54, with subscores of Reading 51, Listening 47, Speaking 53, and Writing 56. Letters of Recommendation: Not required for MS applicants; required for PhD applicants. Personal Statement: Required. A one-to-three page statement of the applicant’s professional goals and reasons for wishing to pursue graduate study in chemical engineering at UIC.",Not Required,,False,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,," The Master's of Science program in Chemical Engineering is intended for students who wish to pursue advanced studies and research in chemical engineering. A thesis is required for the degree. The program is designed to provide excellent preparation for a career in research and development in industry or academia. The program is specifically designed to achieve a number of objectives and to provide students with a set of learning outcomes. Program Objectives To graduate master-level chemical engineers who are highly qualified for rewarding professional experiences. To provide graduates with a high level of competence in fundamental and applied concepts of chemical engineering. To provide graduates with an environment in which they can embrace social and personal development. To motivate graduates to seek life-long learning and professional development. To enhance graduates' recognition and understanding of their professional and societal responsibilities. To help graduates develop their computational techniques and written and oral communication skills. To cultivate innovation and entrepreneurship through deeper understanding and advanced knowledge of chemical engineering principles and operations. Program Learning Outcomes Upon graduation, students will be able to: Apply advanced concepts of fundamental sciences and engineering to solve complex chemical engineering problems. Demonstrate the ability to work effectively both independently and in teams of various backgrounds. Apply innovative and practical solutions to existing or novel processes in research. Search, evaluate, and acquire information from relevant chemical engineering literature. Design advanced approaches to conduct chemical engineering experiments. Use advanced quantitative and qualitative methods to interpret research experimental results. Disseminate and discuss their professional and scientific work with the general public as well as with experts in both written and oral formats. Observe and apply ethical and professional codes and responsibilities. ",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Civil Engineering,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering,,,,,,,,"['Environmental engineering', 'Geotechnical Engineering', 'Structural engineering and structural mechanics', 'Transportation engineering']","Civil engineering is a broad-based discipline that encompasses many specialties in the areas of structural engineering and mechanics, environmental engineering, geotechnical engineering, and transportation engineering. Through the careful selection of courses, you can tailor the UIC MS in Civil Engineering program to meet your interests and needs. This option is available for part-time as well as full-time students. MS in Civil Engineering students also have the opportunity to focus their study in a specific area of concentration, which helps to target their master’s degree experience toward a particular professional goal.",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,"The civil engineering program at UIC is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org. [6]",,,FALSE,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,54,,80,,,,,,,,,,,,,merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Science in Construction Engineering and Management,,,,,Graduate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,"Applicants are considered on an individual basis. Complete transcripts for all undergraduate and any graduate work must be submitted. In addition to the Graduate College minimum requirements, applicants must meet the following program requirements: Baccalaureate Field: a baccalaureate degree in Civil engineering, Construction Engineering or other engineering fields such as Mechanical and Aerospace Engineering, Industrial Engineering, Applied Mechanics or a Bachelor of Science degree in Mathematics or Physics. Grade Point Average: At least 2.75/4.00 for the final 60 semester hours (90 quarter hours) of undergraduate study. [2]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,"The curriculum is comprehensively developed and specifically designed to encompass the knowledge base and skill set required in the present-day construction engineering and management profession. The program is geared for students who plan to rise into higher roles in construction management—those who not only execute the required work, but who have the capacity to lead teams and oversee projects.",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Disability Access and Inclusion,,,,,Graduate,Fall 2026,,,,Required,Required,Optional,REQUIRED,"Applicants are considered on an individual basis. In addition to the Graduate College minimum requirements, applicants must meet the following program requirements:

*   Baccalaureate Field: No restrictions.
*   Grade Point Average: At least 3.00/4.00 for the final 60 semester (90 quarter) hours of undergraduate study. In exceptional cases applicants having a lower GPA may be admitted if they can demonstrate substantial evidence of their ability to complete the program successfully.
*   Tests Required: None.
*   Letters of Recommendation: Two reference surveys required.
*   Personal Statement: Required.",Not Required,,True,False,False,False,False,False,,True,,,,True,True,True,False,False,,,,,,,,,,,,"['Disability Accessibility', 'Assistive Technology', ""Gender and Women's Studies (Interdepartmental)""]","The Department of Disability and Human Development (DHD) offers work leading to the Master of Science in Disability Access and Inclusion. [1] Study and research are available in the concentrations of: Disability Accessibility; Assistive Technology. [1] An interdepartmental concentration in Gender and Women's Studies is available to students in this program. [1] The program articulates closely with the PhD program in Disability Studies. [1] The MS in Disability and Human Development is being renamed and revised as the MS in Disability Access and Inclusion, reflecting changes in the field and the profile of prospective students who seek to work in a variety of professions and fields related to disability accessibility and assistive technology. [2] Instead of offering disability studies as a specific concentration, its principles are embedded throughout the revised degree program and students learn to apply these principles to a wider range of practical settings. [2]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Health Information Management,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to Graduate College minimum requirements, applicants must meet the following program requirements: a baccalaureate field from an accredited institution that is equivalent to a U.S. bachelor's degree; a Grade Point Average of at least 3.00/4.00 for the final 60 semester (90 quarter) hours of undergraduate study or for all terminal graduate degrees. Students with a GPA of 2.75 to 2.99 may be considered for conditional admission on limited standing. The cumulative GPA for any graduate-level coursework must be at least 3.00/4.00. Prior academic work must include a one- or two-course sequence in human anatomy and physiology, medical terminology and pathophysiology taken within the last five years, or evidence of equivalent knowledge through education and experience, or demonstration of proficiency through exam. The courses may also be taken upon matriculation. [4]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Applied Health Sciences,,,,,,,,,"The 100% online asynchronous Master of Science in Health Information Management (MSHIM) program curriculum encompasses medical records, use and storage of patient data, coding, and leadership. [1] Learn how to manage healthcare data and information resources. [1] Acquire the expertise necessary to take and pass the prestigious Registered Health Information Administrator (RHIA) certification exam. [1] Examine the social, ethical, organizational, and legal issues associated with health information systems and electronic health records. [1] Explore a detailed analysis of various health information systems and study the pressing legal, security and privacy issues associated with the management of electronic medical records. [1] The 39-credit hour program is housed within University of Illinois Chicago (UIC) College of Applied Health Sciences and can be completed in 20 months. [1] The Master of Science in Health Information Management degree is designed to impart the knowledge and critical skills important for helping organizations develop and implement effective health information management strategies, advance the quality of patient care and safeguard the integrity of electronic health records. [1] Many areas of study are covered in this 100% online program to help prepare students for the various roles defined by health information management. [1]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,The Health Information Management accreditor of University of Illinois Chicago is the Commission on Accreditation for Health Informatics and Information Management Education (CAHIIM). The College's accreditation for Master of Science degree in Health Information Management has been reaffirmed through 2030. [1],,$750 per credit hour,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,54,,95,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Industrial Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Optional,REQUIRED,"In addition to the Graduate College minimum requirements, applicants must meet the following program requirements:

*   Baccalaureate Field: Industrial engineering or a related curriculum. The degree must be from an American Board of Engineering Technology (ABET) accredited college or university or the equivalent.
*   Grade Point Average: At least 3.00/4.00 for the final 60 semester hours (90 quarter hours) of undergraduate study. [1]
*   Letters of Recommendation: Three required. [1]
*   Personal Statement: Required. [1]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering,,,,,,,,," The primary emphasis program is on modeling, analysis, and solution of problems arising in the traditional domains of manufacturing, warehousing, and supply chain systems. The Master of Science in Industrial Engineering (MSIE) degree program provides a graduate-level introduction to the broad field of industrial engineering. [1] The program consists of graduate-level coursework in operations research, statistics, and applied industrial engineering. [1] Students in the program study under faculty actively engaged in research and prepared to teach the latest developments in industrial engineering. [1] Students interested in a follow-on doctor al a study should find that the program provides an excellent introduction to graduate study and outstanding preparation for in-depth study. [1] The MSIE program consists of 30 credit hours with core courses in manufacturing, warehousing, and supply chain systems, as well as methodology courses such as simulation, optimization, and probabilistic models. [1]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Materials Engineering,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,54,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Medical Biotechnology,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to the Graduate College minimum requirements, applicants must meet the following admissions requirements: A baccalaureate degree or its equivalent in a science- or engineering-related field from an accredited college or university. Prior academic work should include college mathematics, general biology and biochemistry, general and organic chemistry, or the equivalent engineering courses. A minimum undergraduate GPA of 3.00/4.00 for the final 60 semester hours of study. Transcripts are required from all institutions where the applicant earned the last 60 semester hours of credit toward the baccalaureate degree and from all institutions where postbaccalaureate work has been done. Three letters of recommendation are required. A personal statement of career goals is also required. [1, 10]",Not Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Medicine Rockford,,,,,,,,," The Master of Science in Medical Biotechnology will train students in the major techniques and disciplines commonly used in biotechnology. Course subjects may include recombinant DNA and molecular biology techniques, immunotechnology, protein chemistry and proteomics, drug design and drug development processes, medical implants, stem cell therapy, and nanotechnology. In addition, students will receive direct experience with many of the analytical and testing techniques used in the biotechnology and healthcare industries. Workplace-related training will include an introduction to pertinent regulatory issues and practices, basic training in grant proposal preparation and public presentation of a technical topic, and training in program management systems and product development processes.",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,True,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Social Work,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must have a baccalaureate degree from an accredited college/university with a grade point average (GPA) of at least 2.75 (A=4.0) for the final 60 semester/90 quarter hours of undergraduate study. A liberal arts background is required, consisting of at least 20 semester/30 quarter hours of credit in Social and Behavioral Sciences. A statistics course must also have been passed with a minimum grade of “C”. [2]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Jane Addams College of Social Work,,,,,,,,,,,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.0,,,68,,95,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Urban Planning and Policy,,,,,Graduate,Fall 2026,,,,Optional,Required,Not Required,REQUIRED,"Admission Requirements:

*   Baccalaureate Field: No restrictions. [3, 5]
*   Grade Point Average: At least 3.00/4.00 for the final 60 semester hours (90 quarter hours) of undergraduate study. [3, 5]
*   Tests Required: None required for admission. [3, 5]
*   Letters of Recommendation: Three required. [5]
*   Personal Statement: Required. The statement must address the applicant's educational and career goals and previous pertinent work, volunteer, and/or academic experience. [5]
*   Other Requirements: Applicants must submit a recent paper, essay, or project of which they are the sole author or designer. This material may be of an academic, professional, or personal nature, and must be at least 1000 words in length. Applicants for research assistantship positions must submit a resume. [3, 5]",Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Urban Planning and Public Affairs,,,,,,,,"['Community Development', 'Urban Transportation', 'Environmental Planning & Policy', 'Economic Development', 'Spatial Planning']","The Master of Urban Planning & Policy (MUPP) program at UIC is the only professional planning program in the Chicago metropolitan area that is fully accredited by the Planning Accreditation Board. [1] With a large and diverse faculty and student body, the MUPP program offers a comprehensive range of courses, including many specialized electives and studios. [1] Class sizes are typically small, with multiple sections of required courses offered in both day and evening. Graduates can connect to a large network of alumni, both locally and across the region, country, and world. [1]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,The Master of Urban Planning & Policy (MUPP) program at UIC is the only professional planning program in the Chicago metropolitan area that is fully accredited by the Planning Accreditation Board. [1],,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,,,,,,,,,,,,,,Merit-based assistantships and scholarships,FALSE,,,FALSE,FALSE,,,
,MDes in Industrial Design,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to the Graduate College minimum requirements, applicants must meet the following program requirements for the School of Design: Baccalaureate Field No restrictions; however, individuals who apply must demonstrate an advanced level of competence in industrial design through their portfolio submission. Grade Point Average At least 3.00/4.00 for the final 60 semester hours (90 quarter hours) of undergraduate study. Tests Required None. [2]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,True,False,False,,,,School of Design,,,,,,,,,"The Master of Design (MDes) in Industrial Design is a two-year degree program focused on an independent master's research project that offers students the opportunity to identify and explore a topic of inquiry with the potential to contribute to broader disciplinary knowledge. [10] The program's mission is to create dynamic thinkers/makers who view design holistically in terms of objects, systems and services and can simultaneously bridge the gap between each speculative outcome and its broader context. [10] In this era, Industrial Design transcends the notion of object; an object is no longer a singular embodiment, but an essential part of a larger, complex system of meaning. [5] Every aspect of design now influences a larger ecosystem impacting the economy, environment, technology, manufacturing, and society as a whole. [5] Designers work today within cross-functional teams solving complex issues and UIC Design education reflects this new reality. [5] Advanced technologies are integrated into the curriculum as tools to enable and facilitate outcomes. [5] The substantive advancement in design education is in the process of creating designers who think dynamically and holistically in terms of objects, systems and services and can simultaneously bridge the gap between each speculative outcome and its broader context. [5] Extensive multidisciplinary research is brought into the classroom by way of coursework, sponsored research, lectures, and critiques, challenging students to understand how their design may be viewed and understood through a range of lenses. [5] The UIC School of Design continues to be a leader in strengthening the synthesis of thinking and making across objects and communications serving as the catalyst for innovative development and the future of design practice. The program culminates in a public exhibition of the master's research project. [5]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,92,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy (PhD),,,,,Doctoral,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,False,False,False,False,,True,False,False,False,True,True,True,False,False,,,,"The Doctor of Philosophy (PhD) is a degree type offered by numerous colleges within the university, including but not limited to the College of Applied Health Sciences, College of Architecture, Design, and the Arts, College of Business Administration, College of Education, College of Engineering, and College of Liberal Arts and Sciences, all under the administrative oversight of the Graduate College.",,,,,,,,,"The Doctor of Philosophy (PhD) is a doctoral degree offered across numerous fields of study at the University of Illinois Chicago. General university requirements for doctoral degrees stipulate that a minimum of 96 semester hours from the baccalaureate or at least 64 from the master's degree are required; however, some degree programs may require more. [4] Candidates who hold a prior master's degree may be granted 32 semester hours of credit toward their doctoral degree. [4] At least 48 semester hours beyond the master's level must be taken at UIC, and only 400- and 500-level courses can be applied to the degree. [4] Students admitted with a master's degree must complete their doctoral degree requirements within seven consecutive years, while those proceeding directly from a bachelor's degree must complete the requirements within nine years. [4] The PhD program develops scholars capable of conducting original research and teaching in their respective fields. [9] While specific curricula are designed by the individual programs to meet the interests and goals of the student, all PhD programs culminate in a dissertation that represents an original contribution to the field. [9, 4]",,https://catalog.uic.edu/gcat/degree-programs/grad-prof-degree-programs/,,,,FALSE,False,"The university does not specify a maximum number of failing grades. Instead, graduate students are required to maintain a minimum cumulative GPA of 3.00. Failure to maintain this GPA or make satisfactory progress can result in an 'academic warning' and subsequent dismissal ('dropped' status) if the requirements are not met within a specified timeframe. [1]",4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,54,,80,,,,,,,,,,,,,The official university catalog implies the availability of 'assistantships' and 'fellowships' as forms of financial support for graduate students. [1],FALSE,,,FALSE,FALSE,,,
