Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Concentration in Business Intelligence and Data Analytics,,,,,,,,,,,,Not Required,True,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Reh School of Business,,,,,,,Business Intelligence & Data Analytics Concentration,"With a concentration in business intelligence and data analytics, you will be prepared to tackle the burgeoning field of information management, an area of high demand across all industries. You will become fluent in the techniques and technologies necessary to collect, organize, analyze, visualize and interpret complex data and extract meaningful insights.",,https://www.clarkson.edu/academics/majors-minors/information-systems,,,1978,,,,4.0,2.0,67.8%,,,,,,,,,,59334,,,,,,,,,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$20,000 to full tuition",,Merit-based,,,,,,,
,Bachelor of Science in Chemical Engineering,,,,,,,,,,,,Not Required,True,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Wallace H. Coulter School of Engineering,"$59,334/Year",,,,,,,"Chemical engineering is a diverse and dynamic field that applies principles from chemistry, biology, physics and math to design, develop and operate processes that transform raw materials into valuable products. From energy and environmental solutions to pharmaceuticals and advanced materials, chemical engineers are at the forefront of innovation, tackling some of the world’s most pressing challenges. As a chemical engineering student at Clarkson University, you will delve into topics such as thermodynamics, fluid mechanics, heat and mass transfer, reaction kinetics, and process control. You will gain expertise in problem-solving, critical thinking and design through hands-on laboratory experiences, computational modeling and real-world projects. Our curriculum is designed to provide you with a strong theoretical foundation and practical skills, preparing you for a wide range of career opportunities or for graduate studies.",,https://www.clarkson.edu/academics/majors-minors,"The undergraduate engineering programs in aerospace engineering, chemical engineering, civil engineering, computer engineering, electrical engineering, environmental engineering, mechanical engineering, and software engineering at Clarkson University are accredited by the Engineering Accreditation Commission of ABET, www.abet.org.",,"$1,978 per credit hour",,,,4.0,2.0,74.3%,,,,,,,,,,"$59,334/Year",,,,,,,,,,,115.0,,,,6.5,,,56.0,,80.0,,,,,,,,,,,"Up to $31,000 per year",,Merit-based,,,,,,,
,Bachelor of Science in Chemistry,,,,,,Fall 2026,,,,Not Required,Required,Not Required,True,A completed application using the Common Application or Clarkson Application. An official high school transcript. One letter of recommendation from a school counselor or teacher. Self-reported or official SAT or ACT scores (optional for most applicants). A personal essay (required).,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$60,290/Year",,,,,,,"As an undergraduate chemistry major at Clarkson, you will engage in a hands-on, research-driven program that blends theoretical knowledge with practical application. You will have the opportunity to work closely with faculty mentors, utilizing state-of-the-art instrumentation to explore chemical phenomena and contribute to cutting-edge research. Our curriculum emphasizes a strong foundation in all areas of chemistry, preparing you for diverse career paths in industry, academia and government, as well as for further graduate or professional studies. Our chemistry curriculum offers a rigorous, hands-on experience covering the main fields of chemistry, including analytical, inorganic, organic and physical chemistry. As you progress, you will have the opportunity to delve deeper into these subjects, exploring advanced topics like spectroscopy, quantum chemistry, computational chemistry, environmental chemistry, polymer chemistry and biochemistry. You can also specialize through elective courses in areas such as forensic chemistry and materials chemistry.",,https://www.clarkson.edu/academics/majors-minors,,,"$2,010",,True,,,,71%,751-800,,,,,,,,,"$60,290/Year",,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$20,000 to $40,000 annually",,Merit-based,,,,,,,
,Minor in Chemistry,,,,,,,,,,Not Required,Not Required,Not Required,True,A minimum of 15 credits of chemistry is required in courses numbered CM200 or above. Course selection for the minor is to be approved by the Department Chair.,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$59,340/Year",,,,,,,,,https://clarkson.edu/sites/default/files/2025-10/Master%2025-26%20UGrad%20Catalog.pdf,,27018,1978,,True,,4.0,2.0,75.7%,751-800,,,,,,,,,"$59,340/Year",,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,"$20,000 - $38,000 per year",,"Merit-based, Need-based",,,,,,,
,Bachelor of Science in Civil Engineering,,,,,,,,,,Not Required,Optional,Not Required,True,"A completed Common Application or Clarkson Application; Official high school transcript(s); One letter of recommendation from a school counselor, teacher or advisor.",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Wallace H. Coulter School of Engineering,59384,,,,,,,"Civil engineers play a vital role in our society. They design, construct, manage and maintain essential infrastructure and services, including roads, bridges, buildings, water supply systems, waste treatment facilities and more. At Clarkson, our civil engineering curriculum provides a strong foundation in a variety of areas. We combine classroom learning with hands-on experience, including laboratory work, fieldwork and senior design projects. Our program is structured to prepare you for diverse career paths, whether you plan to work in consulting, government, construction or research. You’ll develop strong analytical skills, problem-solving abilities and an understanding of the ethical and societal responsibilities of a civil engineer. Clarkson’s civil engineering program offers a rich and rewarding educational experience, equipping you with the skills and knowledge to address complex challenges and make a positive impact on the world.",,https://www.clarkson.edu/academics/majors-minors/civil-engineering,Accredited by the Engineering Accreditation Commission of ABET,"$49,067","$1,979",,True,,4.0,2.0,77.6%,,,,,,,,,,"$59,384/Year",,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"Up to $46,000",,Merit-based,,,,,,,
,Minor in Cognitive Neuroscience,,,,,,Fall 2026,,,,,,Not Required,False,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$61,014/Year",,,,,,,"The cognitive neuroscience minor is intended for students who wish to pursue careers or graduate work in cognitive neuroscience or related fields. The minor combines the fields of psychology, biology, and computational science to investigate the neural mechanisms underlying thought, emotion, and behavior.",,https://www.clarkson.edu/academics/majors-minors,,44700,"$2,034/credit hour",,,,4.0,2.0,,,,,,,,,,,"$1,970/Year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000 - $30,000 per year",,Merit-based,,,,,,,
,Major in Communication,,,,,,Fall 2026,,,,Not Required,Required,Not Required,True,"Clarkson accepts the Common Application or the Clarkson Application. To complete your application for admission, you will need to submit the following: 1. A completed application; 2. Official high school transcript(s); 3. One letter of recommendation from a school counselor or teacher; 4. Standardized test scores (optional).",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$58,390/Year",,,,,,,,,https://www.youtube.com/watch?v=PKiuuT7LGwQ,,,"$1,946 per credit hour",,False,,4.0,,73% (Fall 2022),,,,,,,,,,58390,,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$20,000 - $45,000 annually",,Merit-based,,,,,,,
,Minor in Communication,,,,,,Fall 2026,,,,,,Not Required,True,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$59,570/Year",,,,,,,"A minor in communication provides students with the critical thinking, communication and problem-solving skills necessary to be effective and responsible communicators. Students will gain a better understanding of how people communicate with one another through various forms of media, as well as the societal implications of different types of communication. This minor is ideal for any student who desires to improve their understanding and ability to communicate clearly and persuasively within an increasingly complex and interconnected world.",,https://www.clarkson.edu/academics/majors-minors,,"over $42,000","$1,986 per credit hour",,,,4.0,2.0,75% (Fall 2023),,,,,,,,,,,,,,,,,,,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,"$15,000 to $35,000 annually",,Merit-based,,,,,,,
,Bachelor of Science in Accounting,,,,,,Fall 2026,,,,Not Required,Required,Not Required,True,"A completed application — either the Common Application or the Clarkson Application. Official high school transcript(s). Letter of recommendation from a school counselor or a teacher. We suggest you submit one to two letters. Standardized test scores (optional) — SAT I or ACT scores. Clarkson's CEEB code for the SAT is 2084. Our ACT code is 2704. Learn more about our test-optional policy. If you are a non-native English speaker, you are required to demonstrate English proficiency.",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,David D. Reh School of Business,"$59,186/Year",,,,,,Accounting,"The Financial Information & Analysis (FIA) major is offered within Clarkson's Reh School of Business. It provides a strong foundation for a variety of careers in financial services, financial advising, and corporate financial management functions. It also provides the foundation for those students wishing to pursue their CPA. FIA students take a common core of business courses and then complete an advanced sequence of courses in their chosen concentration in Accounting, Financial Management, or Investment Management. Our graduates find careers in a wide range of industries and positions related to finance or accounting.",,https://www.clarkson.edu/academics/majors-minors/financial-information-analysis,"Clarkson's Reh School of Business is accredited by AACSB International – the Association to Advance Collegiate Schools of Business. AACSB accreditation is the hallmark of excellence in business education, and has been earned by less than five percent of the world's business programs.","$51,130","$1,973",,False,,4.0,2.0,76%,,,,,,,,,,59186,,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$20,000 to $46,000 annually",,Merit-based,,,,,,,
,Bachelor of Arts in American/United States Studies/Civilization,,,,,,Fall 2026,,,,Optional,Required,Not Required,True,"First-year applicants must submit either the Common Application or the Clarkson Application, an official high school transcript, a personal statement, and at least one letter of recommendation. Standardized test scores (SAT/ACT) are optional.",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$61,044/Year",,,,,,,"The American Studies Program is an interdisciplinary undergraduate major that allows students to study the United States and its cultures from multiple perspectives, including anthropology, economics, history, literature, philosophy, political science, and sociology. As an interdisciplinary field, American Studies focuses on the intersections of various perspectives on American culture and society, rather than on the isolated study of particular disciplines. Students are encouraged to pursue their own interests and to fashion their own area of concentration within American studies, whether that is the study of a particular social issue, a historical period, or a cultural topic. The program allows students to combine a broad liberal arts education with skills that are highly valued by employers, including critical thinking, research, and communication. Graduates of the American Studies program are prepared for a wide variety of career options, including law, education, public service, journalism, marketing, and the arts, as well as for graduate study in fields such as law, history, literature, and American studies.",,https://clarkson.edu/sites/default/files/2024-10/ClarksonUniversity2024-2025UndergraduateCatalog.pdf,,43732,"$2,035/credit hour",,False,,4.0,2.0,74%,,,,,,,,,,61044,,,,,,,False,False,,,115.0,,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$20,000 to $40,000 per year",Up to 100% (Full Tuition),Merit-based,,,,,,,
,"Bachelor of Arts in Animation, Video Graphics and Special Effects",,,,,,,,,,,,Not Required,True,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$60,290/Year",,,,,,,,,https://www.youtube.com/watch?v=ENpulER4964,,"over $49,000","$2,010 per credit hour",,,,4.0,,76.8%,,,,,,,,,,"$60,290/Year",,,,,,,,,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$15,000 to $45,000 annually",,"Merit-based, Need-based",,,,,,,
,Bachelor of Science in Anthropology,,,,,,Fall 2026,,,,Optional,Required,Not Required,True,"A completed application, including an essay or personal statement. Clarkson accepts the Common Application and the Clarkson Application, with no preference for either. Official high school transcript. We need your official transcript from all high schools you have attended. One letter of recommendation from a school counselor or teacher.",Not Required,,True,True,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Arts & Sciences,"$58,590/Year",,,,,,,,,https://www.clarkson.edu/academics/majors-minors/humanities-social-science,,,"$1,748",,False,,4.0,2.0,74%,,,,,,,,,,"$58,590/Year",,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"$15,000 to $30,000 per year",,Merit-based,,,,,,,
,Bachelor of Science in Architectural and Facilities Engineering,,,,,BS,Fall 2026,,,,Not Required,Required,Not Required,True,"To be considered for admission, first-year applicants must submit the following: A completed Common Application or Clarkson Application, including the essay and a list of your activities; Official high school transcript; One letter of recommendation from a school counselor or teacher.",Not Required,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Coulter School of Engineering,"$59,290/Year",,,,,,,"The Bachelor of Science in Architectural and Facilities Engineering (AFE) degree is offered through the Wallace H. Coulter School of Engineering. This interdisciplinary program is designed to create engineers who understand the entire building life cycle, including design, construction, operation and renewal of high-performance buildings and facilities. Architectural and facilities engineers are involved in the planning, design, construction, operation, maintenance and decommissioning of systems for both new and existing buildings. At Clarkson, students are exposed to all phases of building development as they learn to address challenges such as energy efficiency, sustainability and smart infrastructure. Our graduates are equipped to work in consulting engineering firms, architectural firms, construction companies, manufacturing companies and governmental agencies. Many go on to work as facilities managers for large corporations, institutions and governments.",,https://www.clarkson.edu/academics/majors-minors/architectural-facilities-engineering,"The Bachelor of Science in Architectural and Facilities Engineering (AFE) program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.","$49,000","$1,976/Credit Hour",,True,,4.0,2.0,,741-750,,,,,,,,,"$59,290/Year",,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,Up to full tuition,,"Merit-based, Need-based",,,,,,,
,Bachelor of Science in Biochemistry and Molecular Biology,,,,,,Fall 2026,,,,Optional,Optional,Not Required,True,"To be considered for admission as a first-year student, applicants must submit either the Common Application or the Clarkson Application, an official high school transcript, and one letter of recommendation from a school counselor or teacher. Optional items include a personal essay, a list of extracurricular activities, and standardized test scores (SAT/ACT). An interview is also highly recommended but not required.",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$58,934/Year",,,,,,,"The BMB program at Clarkson emphasizes interdisciplinary training and research experiences in both biochemistry and molecular biology. Students gain a fundamental understanding of chemical and physical principles underlying life processes, as well as the application of experimental and computational approaches to studying biological systems at the molecular and cellular levels. Our curriculum provides students with a strong foundation in chemistry, biology, mathematics, and physics, along with advanced coursework in areas such as biochemistry, molecular genetics, cell biology, bioinformatics, and structural biology. Students have opportunities to participate in cutting-edge research alongside faculty mentors, both during the academic year and through summer research programs. The BMB program prepares graduates for a wide range of career paths, including research and development in biotechnology and pharmaceutical industries, healthcare professions, academic research, and graduate studies in biochemistry, molecular biology, genetics, or related fields.",,https://www.clarkson.edu/academics/majors-minors,,"$49,100","$1,965/Credit",,True,,4.0,2.0,77.7%,751-800,,,,,,,,,"$58,934/Year",,,,,,,False,False,,,115.0,112.0,,,6.5,,,56.0,,80.0,,,,,,,,,,,"Up to $30,000 annually",,Merit-based,,,,,,,
