Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Optional,Required,"The post-bachelor’s Graduate Certificate in Addictions Counseling requires candidates to have a bachelor’s degree from an accredited institution. Applicants must meet the admission criteria for the School of Lifespan Development and Educational Sciences.

Application Materials:

Statement of purpose/letter of interest (one-to-two pages)
Official transcripts (all undergraduate and graduate work)
3 letters of recommendation
Official GRE scores (GRE is not required)
Resume/CV (optional)
Application for Graduate Admission",Not Required,True,False,,False,False,False,,,program,Graduate Certificate in Addictions Counseling,https://www.kent.edu/ehhs/ldes/ces/addictions-counseling-certificates
Required,Required,"Applicants must meet the requirements for admission to the College of Nursing. Official transcript(s), a minimum 3.000 cumulative GPA on a 4.000 point scale in the master’s degree, Master’s degree in Nursing from an accredited institution, current, unrestricted R.N. license in the United States, including current active Registered Nurse license in the state where practice will occur during the clinical experience, proof of national certification in an advanced practice registered nurse (APRN) specialty (e.g., Clinical Nurse Specialist (CNS), Nurse Practitioner (NP), Certified Registered Nurse Anesthetist (CRNA) or Certified Nurse-Midwife (CNM)), current CPR for healthcare providers, a personal statement that includes the following: Reasons for seeking certification, Area of specialization/population focus being sought, Experience to date related to the specialty, Future goals, Professional accomplishments, Resume or curriculum vitae, three professional letters of recommendation submitted directly from the evaluator, for international applicants, a TOEFL or IELTS score for whom English is not their native language, satisfy the College of Nursing graduate technology requirements. Interviews are conducted at the discretion of the College of Nursing.",,True,False,,False,False,False,,,program,Graduate Certificate in Adult Gerontology Acute Care Nurse Practitioner,https://catalog.kent.edu/programs/
Required,Required,"Baccalaureate in Nursing (BSN) from an ACEN or CCNE accredited program. Minimum 3.000 undergraduate GPA on a 4.000 point scale. An unencumbered RN license in at least one state. One year (2,000 hours) of full-time work experience as a registered nurse prior to application is preferred, not required. Successful completion of a college-level statistics course within the last five years with a grade of C or better. Resume (listing education and work experience). Statement of goals, including area of clinical interest and a description of previous experience. Two letters of recommendation (academic and/or professional). Official transcripts from all colleges and universities attended. Application (complete the online application with payment of non-refundable application fee). International applicants have additional admission requirements.",,True,False,False,False,False,False,,,program,Graduate Certificate in Adult Gerontology Clinical Nurse Specialist,https://onlinedegrees.kent.edu/blog/graduate-degree-nursing
Required,Required,"Admission to the post-master’s certificate in Adult Gerontology Primary Care Nurse Practitioner requires applicants to meet the following criteria: Master's degree with a major in nursing from an accredited college or university, minimum 3.000 undergraduate GPA, official transcripts, current, unencumbered RN license from the state in which clinical experiences will occur, three letters of recommendation, goal statement, Curriculum Vitae (CV), personal interview with the program coordinator. International students must meet Kent State University requirements for admission to graduate study.",,True,False,,False,False,False,,,program,Graduate Certificate in Adult Gerontology Primary Care Nurse Practitioner,https://catalog.kent.edu/programs/
,,"Official transcripts from all universities and colleges attended; Minimum 3.0 overall undergraduate GPA; Current, unencumbered RN license from any state in the United States. Must be valid at the time of application; Completion of an undergraduate statistics course with a minimum C grade, or its equivalent. Statistics must be completed prior to beginning coursework; Baccalaureate of Science in Nursing (B.S.N.) degree from an accredited program (ACEN, CCNE or CNEA); A personal interview with a faculty member. Applicants will be contacted to schedule an interview upon successful submission and review of all application materials.",,True,False,,False,False,False,,,program,Graduate Certificate in Adult/Adolescent Sexual Assault Nurse Examiner,https://newsroom.clevelandclinic.org/2021/03/09/kent-state-college-of-nursing-cleveland-clinic-akron-general-team-up-to-offer-sexual-assault-nurse-examiner-certificate-program
Required,Required,"Application Requirements for the Graduate Certificate in Advanced Accounting include:
*   Bachelor's degree from an accredited institution.
*   Minimum 2.750 undergraduate GPA on a 4.000 point scale (for unconditional admission).
*   Official transcripts from all previously attended colleges and universities.
*   Resume
*   Statement of purpose
*   GMAT/GRE is waived for students with a 3.000 undergraduate GPA or higher.
*   International applicants must provide proof of English language proficiency.",Not Required,False,False,False,False,False,False,,,program,Graduate Certificate in Advanced Accounting,https://onlinedegrees.kent.edu/degrees/certificate-advanced-accounting
Required,Required,"Admission to the Master of Science in Aerospace Engineering program is granted to applicants who hold a bachelor's degree from an accredited college or university in Aerospace Engineering, Mechanical Engineering or a closely related field. Students with other engineering or scientific backgrounds will be considered on a case-by-case basis and may be required to complete specific undergraduate coursework before being fully admitted to the program.

All applicants must have a minimum 2.750 undergraduate GPA overall and 3.000 in major coursework for regular admission. Applicants with an overall undergraduate GPA between 2.200 and 2.749 or a major GPA below 3.000 may be considered for conditional admission.

Applicants for admission to the M.S. in Aerospace Engineering program must submit the following:
* Official transcripts (undergraduate and graduate, if applicable)
* Two letters of recommendation from individuals knowledgeable of the applicant's academic and/or professional capabilities
* Statement of purpose describing the applicant's academic background and research interests, and their desire to pursue graduate study in aerospace engineering.
* Resume or curriculum vitae (CV)
* Official GRE scores (verbal, quantitative, and analytical writing) are optional. International applicants must also submit official TOEFL or IELTS scores.",Not Required,True,True,,True,False,False,,,program,Master of Science in Aerospace Engineering,https://catalog.kent.edu/programs/
Required,Required,"Applicants for the Ph.D. degree in Aerospace Engineering must meet the requirements of the College of Aeronautics and Engineering and the requirements of the Kent State University Graduate School as well as the following specific requirements:
A bachelor’s or master’s degree in Aerospace Engineering or a closely related field from an accredited institution.
A minimum 3.000 cumulative GPA on a 4.000 point scale for undergraduate and graduate coursework.
Official transcript(s).
GRE general test scores.
A curriculum vitae (CV) or resume.
A statement of purpose.
Three letters of recommendation.
For international applicants, a minimum TOEFL score of 79 (internet-based), 213 (computer-based) or 550 (paper-based), or a minimum IELTS score of 6.5.
Admission to the program is competitive, and meeting the minimum requirements does not guarantee admission.",,False,False,True,True,False,False,,,program,Doctor of Philosophy in Aerospace Engineering,https://catalog.kent.edu/programs/
Required,Required,Admission to the Master of Arts degree program in Anthropology is competitive. Criteria for admission include: Minimum 2.750 undergraduate GPA (on a 4.000 point scale) overall and in the major. Official transcript(s). Statement of purpose addressing interest in the program and intended research area. Curriculum vitae or resume. Three letters of recommendation. Writing sample (typically a research paper or term paper from an undergraduate course). English language proficiency — international applicants must provide evidence of English language proficiency (unless waived). GRE scores are not required.,Required,True,True,,False,False,False,,,program,Master of Arts in Anthropology,https://catalog.kent.edu/programs/
Required,Required,"Admission to the doctoral program in Applied Geology is competitive. Applicants typically have a master’s degree in geology or a closely related field from an accredited college or university, with a minimum 3.000 cumulative GPA. Exceptional applicants with a bachelor’s degree may be considered for direct admission. Official transcript(s), GRE General Test scores, Three letters of recommendation, Statement of purpose, Curriculum vitae (CV). International applicants must meet the English Language Proficiency policy and provide proof of English proficiency.",,False,False,True,True,False,False,,,program,Doctor of Philosophy in Applied Geology,https://catalog.kent.edu/programs/
Required,Required,"Applicants must meet the general admission requirements of the Kent State University Graduate School and those of the Department of Mathematical Sciences. To be considered for admission to the Applied Mathematics M.A. program, applicants must have a baccalaureate degree from an accredited institution and an undergraduate record demonstrating high academic achievement. Specific requirements for admission to the Applied Mathematics M.A. program are: A minimum 2.750 undergraduate GPA overall or in the last two years of undergraduate study. A minimum 3.000 undergraduate GPA in mathematics. Baccalaureate courses in mathematics including Calculus I, II, III, Linear Algebra, Differential Equations and Introduction to Analysis (or Advanced Calculus). Additionally, students applying to our graduate programs must complete the online application through the Kent State University Office of Graduate Admissions. In addition to the online application form, the following items are required: Official transcripts from all universities and colleges attended. A statement of purpose. Three (3) letters of recommendation from faculty members who are familiar with the applicant's academic work and potential for graduate study. A resume/curriculum vitae. International applicants whose native language is not English must provide proof of English language proficiency.",,True,True,False,True,False,False,,,program,Master of Arts in Applied Mathematics,https://catalog.kent.edu/colleges/as/math/applied-mathematics-ma/
Required,Required,"Applicants to the Master of Science in Applied Mathematics program must have a bachelor's degree from an accredited college or university. In addition, the following minimum requirements must be met:
* Minimum 3.000 cumulative GPA on a 4.000 point scale for undergraduate coursework.
* Official transcripts.
* A curriculum vitae or résumé.
* Three letters of recommendation.
* A statement of purpose.
* For applicants whose native language is not English, a minimum TOEFL score of 79 (internet-based), 213 (computer-based) or 550 (paper-based); or a minimum IELTS score of 6.5; or a minimum PTE Academic score of 58; or a minimum Duolingo score of 105.
* GRE general test is not required for admission.",,True,False,,True,False,False,,,program,Master of Science in Applied Mathematics,https://catalog.kent.edu/programs/
Required,Required,"Applicants to the Master of Architecture program must have a bachelor's degree from an accredited college or university. All applicants are evaluated individually by the graduate committee based on the following: A minimum 2.750 undergraduate GPA overall, Official transcripts, Three letters of recommendation, Statement of purpose, Resume/curriculum vitae (CV), Portfolio, GRE general test scores for applicants with an undergraduate GPA below 3.000 or for applicants from non-accredited institutions (For these applicants, the department recommends a minimum score of 153 on the verbal and 153 on the quantitative sections). For applicants whose first language is not English, the Test of English as a Foreign Language (TOEFL) is required. The minimum acceptable score for admission is 550 PBT (paper-based test), or 79 IBT (internet-based test). In some cases, the graduate committee may recommend additional English language training for students with TOEFL scores between 550 and 600 PBT, or 79 and 99 IBT.",Not Required,False,False,,True,False,False,,,program,Master of Architecture,https://catalog.kent.edu/programs/
Required,Required,"Applications are submitted through the College of Architecture and Environmental Design.
Required Documents:
*   Official Transcripts
*   Statement of Purpose (1-2 pages) describing the applicant’s academic and professional goals, experience, and interests relating to the MS.AED program at Kent State University.
*   Resume or Curriculum Vitae (CV)
*   Three (3) Letters of Recommendation (professional or academic)
*   Portfolio (recommended, but not required). For applicants from other disciplines, a portfolio of relevant work that demonstrates visual or technical skills (e.g., drawings, photography, writing samples, coding, etc.).
*   International applicants must also provide English language proficiency exam scores if required by the Kent State University Office of Global Education. Visit the Global Education website for specific information regarding language requirements.
*   The GRE (Graduate Record Examination) is NOT required for admission to the MS.AED program.",Optional,True,True,True,True,False,False,,,program,Master of Science in Architecture and Environmental Design,https://www.kent.edu/caed/master-science-architecture-environmental-design
Required,Required,"Applicants must satisfy the following additional requirements: A current resume or curriculum vitae outlining education, art teaching experience, other professional experience, exhibitions, and achievements. A letter of intent (statement of purpose) describing why the applicant is interested in the program and career goals. A portfolio of 10-15 images of artwork. Images should be in a JPEG format; no larger than 1920 pixels on the longest side and 72 dpi. Three letters of recommendation from individuals knowledgeable about the applicant's academic and/or professional abilities. A professional writing sample (e.g., an excerpt from an academic paper, research report, or professional publication). Official transcripts from all universities and colleges attended. Students must submit the online application form and pay the non-refundable application fee. International applicants must provide proof of English language proficiency. International applicants must submit an international credential evaluation by World Education Services (WES) or Educational Credential Evaluators (ECE).",Required,True,False,True,False,False,False,,,program,Master of Arts in Art Education,https://www.kent.edu/art/art-education
Required,Required,"Admission to the M.A. program in Art History requires an undergraduate degree in Art History or a related field with at least a 3.000 cumulative GPA in undergraduate work. Other requirements for admission are as follows: The application for admission is submitted through the Office of Graduate Studies online application. A statement of purpose (approximately 500 words) describing the applicant’s academic background, interest in the M.A. program in Art History, and professional goals. A research paper or critical essay (8-10 pages) from an art history course or a related field that demonstrates the applicant’s ability to conduct research and write an analytical essay. Two letters of recommendation from individuals familiar with the applicant’s academic work. A curriculum vitae detailing the applicant’s academic training and professional experience related to art history, including previous degrees, academic awards, publications, and exhibitions. Official transcripts from all universities and colleges attended. Applicants are not required to submit GRE scores for admission to the Art History M.A. program.",Required,True,False,False,False,False,False,,,program,Master of Arts in Art History,https://catalog.kent.edu/programs/
Required,Required,"Applicants for admission to the Master of Science in Artificial Intelligence degree program must have a bachelor’s degree from an accredited college or university in computer science, computer information systems, computer engineering, management information systems, data science or a closely related field. International applicants must meet the English language proficiency requirements. Students who do not have a bachelor’s degree in a closely related field may be admitted provisionally to the program. The provisional admission requires the student to complete a series of bridge courses to achieve the required background knowledge and skills. These bridge courses do not count toward the Master of Science in Artificial Intelligence degree. All applicants must meet the university requirements for graduate admission. In addition, applicants for the M.S. in Artificial Intelligence program must submit: Official transcripts, Three letters of recommendation, A statement of purpose (1-2 pages), A current resume or curriculum vitae (CV), Official Graduate Record Examination (GRE) general test scores, For international applicants, official TOEFL, IELTS, PTE or Duolingo English Test scores.",,False,False,False,True,False,False,,,program,Master of Science in Artificial Intelligence,https://catalog.kent.edu/programs/
,,Admission to the Master of Science in Aviation Management and Logistics program requires the following: Baccalaureate degree in a related field from an accredited college or university. Minimum 2.750 undergraduate GPA (on a 4.000 point scale) for unconditional admission. Conditional admission may be granted to applicants with a GPA between 2.200 and 2.749. International applicants must provide proof of English language proficiency. Submit all application materials to the Office of Graduate Admissions. International students with undergraduate degrees from foreign universities should complete all prerequisite coursework prior to applying to the program.,,True,False,,False,False,False,,,program,Master of Science in Aviation Management and Logistics,https://www.kent.edu/aeronautics/graduate
Required,Required,"Applicants must meet the following minimum requirements for admission into the Behavioral Intervention Specialist graduate certificate program:
*   Minimum 2.750 undergraduate GPA
*   One official transcript of undergraduate degree from an accredited institution
*   Resume
*   Two letters of recommendation
*   Statement of purpose (one to two pages, double-spaced)
*   Interview with the program coordinator",Not Required,True,False,True,False,False,False,,,program,Graduate Certificate in Behavioral Intervention Specialist,https://catalog.kent.edu/programs/
Not Required,Required,"Applicants for the Master of Science degree program must have an undergraduate degree in the biological sciences or a related field. Although there is no minimum GPA for admission into the Master of Science program, successful applicants generally have an undergraduate GPA of 3.000 on a 4.000 point scale. Students with a GPA between 2.500 and 2.999 may be considered for conditional admission. Undergraduate preparation should include a minimum of one year of general chemistry, one year of organic chemistry and one year of physics. Additionally, students are expected to have a minimum of two years of biology courses beyond general biology, including genetics. All applicants are expected to have a minimum of one semester of calculus or statistics. Required Documents: Statement of purpose, and three letters of recommendation. The university requires all non-native English speakers to provide proof of English language proficiency (unless exempt). For more information on test scores and exemptions, please see the University Policy Regarding English Language Proficiency for Admission.",Not Required,True,False,,True,False,False,,,program,Master of Science in Biological Sciences - Cell Biology and Molecular Genetics,https://catalog.kent.edu/programs/
Required,Required,"Admission to the doctoral program is competitive. Applicants must meet the general requirements for admission to the College of Graduate Studies. A bachelor’s degree in biological sciences or related field with a minimum 3.000 undergraduate GPA. Students applying to the doctoral program are strongly encouraged to contact faculty in the department whose research interests match their own. Prior to applying, applicants must identify a faculty member who has agreed to serve as their advisor.
Application Deadlines: Fall: Dec. 1
Additional Admission Requirements:
Official transcripts from all universities and colleges attended.
Curriculum vitae or resume.
Statement of purpose outlining the applicant's research interests and career goals.
Three letters of recommendation submitted directly from the reference.
GRE scores are recommended but not required.
For applicants whose native language is not English, a minimum TOEFL score of 525 PBT (71 IBT), a minimum IELTS score of 6.0 overall, a minimum PTE score of 48, or a minimum Duolingo English Test score of 105.",,True,True,True,True,False,False,,,program,Doctor of Philosophy in Biological Sciences - Cell Biology and Molecular Genetics,https://catalog.kent.edu/programs/
Required,Required,"Applicants for the M.S. degree in Biological Sciences (Ecology and Evolutionary Biology concentration) must meet the general requirements for admission to the College of Arts and Sciences. Additionally, applicants are required to have:
*   An undergraduate GPA of 3.000 or higher on a 4.000 point scale.
*   Graduate Record Examination (GRE) general test scores are not required.
*   Three letters of recommendation.
*   A statement of purpose.
*   A curriculum vitae (CV).",Not Required,True,False,True,True,False,False,,,program,Master of Science in Biological Sciences - Ecology and Evolutionary Biology,https://catalog.kent.edu/colleges/as/bsci/biological-sciences-ecology-evolutionary-biology-ms/
Required,Required,"Master's degree from an accredited institution (e.g., in Biology, Ecology, Environmental Science, Fisheries, Forestry, Wildlife, Zoology) for direct admission to the Ph.D. program. In some circumstances, students may be admitted to the Ph.D. program with a bachelor's degree; these cases are reviewed on an individual basis and generally require a minimum 3.000 GPA overall and in the major. Minimum 3.000 undergraduate GPA. Official transcript(s). Goal Statement/Statement of Purpose (Required). Curriculum Vitae / Resume (Required). Three letters of recommendation (Required). GRE General Test is not required, but applicants may submit scores if they wish. For applicants for whom English is not their first language, an English proficiency exam score is required. The university minimums for these exams are: TOEFL (minimum 79 IBT), IELTS (minimum 6.0 overall band score), PTE (minimum 58), or Duolingo (minimum 105). Applicants must have a faculty sponsor in the Department of Biological Sciences. It is strongly recommended that applicants contact faculty members with whom they wish to work prior to applying to ensure that the faculty member is accepting new students for the intended start term.",,True,True,,False,False,False,,,program,Doctor of Philosophy in Biological Sciences - Ecology and Evolutionary Biology,https://www.studies-overseas.com/universities/usa/kent-state-university
Required,Required,"Admission to the Master of Science program in Biological Sciences is highly competitive. To be considered for admission, applicants must have a bachelor’s degree in Biology or a related field from an accredited institution. Applicants must submit the following materials:
A completed application
Official transcripts from all previously attended colleges and universities.
A minimum undergraduate GPA of 3.000 on a 4.000 point scale is preferred.
General GRE scores are required, with competitive scores on both verbal and quantitative sections. The GRE subject test in Biology is optional.
Three letters of recommendation from individuals familiar with the applicant’s academic and/or research abilities.
A statement of purpose outlining the applicant’s research interests, career goals and reasons for pursuing graduate study in Biological Sciences at Kent State University.
A curriculum vitae or resume detailing educational background, research experience, publications, presentations, and any relevant work experience.",,True,False,True,True,False,False,,,program,Master of Science in Biological Sciences - Integrative Physiology and Neurobiology,https://catalog.kent.edu/colleges/as/bsci/biological-sciences-integrative-physiology-neurobiology-ms/biological-sciences-integrative-physiology-neurobiology-ms.pdf
,,"Admission to the M.A. degree program requires a minimum 2.750 undergraduate GPA. The undergraduate major should be biology or a related field (e.g., biochemistry, biotechnology or zoology). Undergraduate deficiencies will be assessed by the graduate advisor upon review of the student's undergraduate transcript and may require remedial coursework. The GRE general test scores are not required for admission. The deadline for fall admission is July 1 and for spring admission is November 1.",,True,False,False,True,False,False,,,program,Master of Arts in Biology,https://catalog.kent.edu/programs/
Required,Required,Minimum 2.750 undergraduate GPA on a 4.000-point scale. Official transcripts. Three letters of recommendation. Statement of purpose. Resume or CV. GRE General Test scores are encouraged but not required. International applicants must also meet the university’s English language proficiency requirements. All applicants must apply through the online application portal.,,True,True,,True,False,False,,,program,Master of Science in Biomedical Sciences - Cellular and Molecular Biology,https://catalog.kent.edu/programs/
Required,Required,"Applicants must have a bachelor’s or master’s degree in a biology-related discipline from an accredited college or university. Official transcripts. Minimum cumulative 3.000 undergraduate GPA. Three letters of recommendation. For international students, official TOEFL or IELTS scores.",,False,False,,True,False,False,,,program,Doctor of Philosophy in Biomedical Sciences - Cellular and Molecular Biology,https://catalog.kent.edu/programs/
Optional,Required,"Admission to the doctoral program in Biomedical Sciences is based on a holistic review of all application materials. Requirements include: online application, application fee, official transcripts, a statement of purpose, three letters of recommendation, and official GRE scores (general test) for applicants who do not have a master's degree in a relevant area, or have a master's degree in a relevant area with a GPA below 3.5 on a 4.0 scale. International applicants must submit official TOEFL or IELTS scores. The application requires applicants to list their research, publications and other relevant experience; therefore, a CV is highly recommended.",,False,True,True,True,False,False,,,program,Doctor of Philosophy in Biomedical Sciences - Human Evolutionary Biology,https://catalog.kent.edu/programs/
Required,Required,"Admission to the M.S. in Biomedical Sciences with a concentration in Neuroscience requires an undergraduate degree in a science-related discipline with a minimum 3.000 cumulative GPA. Applicants must meet the general requirements for admission to the College of Arts and Sciences. In addition, applicants must submit the following materials: Official transcripts, Three letters of recommendation, A statement of purpose, A current résumé or curriculum vitae (CV), Official GRE scores",Not Required,False,False,,False,False,False,,,program,Master of Science in Biomedical Sciences - Neurosciences,https://catalog.kent.edu/programs/
Required,Required,"Admission to the Ph.D. in Biomedical Sciences program with a concentration in Neurosciences requires the following: A minimum 3.000 undergraduate GPA on a 4.000-point scale for baccalaureate coursework and a minimum 3.000 GPA for graduate coursework. Official transcripts. Statement of purpose that describes the applicant’s academic and research experience, research interests and reasons for applying to the Neurosciences program. Curriculum vitae (CV). Three letters of recommendation. International applicants must provide proof of English language proficiency (unless exempt). The GRE general test is not required. Admission decisions are based on a holistic review of all application materials.",,True,False,,False,False,False,,,program,Doctor of Philosophy in Biomedical Sciences - Neurosciences,https://catalog.kent.edu/programs/
,,Applicants for admission to the master's program must have a minimum 2.750 undergraduate GPA. All applicants are required to take the Graduate Record Examination (GRE). Official transcripts. Three letters of recommendation. International applicants must provide evidence of English language proficiency.,,False,False,,True,False,False,,,program,Master of Science in Biomedical Sciences - Pharmacology,https://catalog.kent.edu/colleges/as/bms/biomedical-sciences-pharmacology-ms/biomedical-sciences-pharmacology-ms.pdf
Required,Required,"Applicants must meet the general requirements for admission to the College of Graduate Studies, as published in the Graduate Catalog.
A minimum 2.750 undergraduate GPA.
Minimum 3.000 GPA in biomedical sciences courses.
Official transcripts.
Three letters of recommendation.
A curriculum vitae.
A statement of purpose regarding academic and career goals.
Official GRE general test scores.",,False,False,,True,False,False,,,program,Master of Science in Biomedical Sciences - Physiology Interdisciplinary,https://catalog.kent.edu/programs/
Required,Required,"Admission to the M.S. degree in Chemistry requires a baccalaureate degree from an accredited college or university in chemistry or an allied field, with an undergraduate minimum 2.750 overall GPA on a 4.000 point scale. Applicants are encouraged to submit three letters of recommendation from individuals familiar with the applicant's academic and/or research abilities. A statement of purpose is required, briefly outlining the applicant's research interests, career goals, and reasons for pursuing graduate study in chemistry. Official transcripts from all universities attended. Current Curriculum Vitae (CV) or resume. All applicants are required to take the Graduate Record Examination (GRE) General Test. While there is no minimum GRE score required for admission, applicants are encouraged to score at or above the 50th percentile in the Quantitative and Verbal sections of the GRE. The Analytical Writing section of the GRE is not required. GRE scores should be sent directly to Kent State University (Code 1367). An interview (in person or via video conference) may be required. For international students, proof of English Language Proficiency (e.g., TOEFL, IELTS) is also required.",,True,False,,True,False,False,,,program,Master of Science in Chemistry,https://catalog.kent.edu/programs/
,,,,False,False,False,False,False,False,,,program,Master of Arts in Chemistry,https://www.quora.com/Im-a-student-major-in-chemistry-What-should-I-do-to-prepare-for-applying-for-a-masters-degree
