Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,"Ethics and Legal Studies, PhD",,,,,Doctoral,,,,,Required,Required,Optional,REQUIRED,Wharton requires that you submit the following items as part of your application: Application Form and Fee; Resume/CV; Essays; Letters of Recommendation; Transcripts; GMAT or GRE; English Language Test (if applicable).,Not Required,,False,True,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,The Wharton School,"$48,016/Year","$48,016/Year",,,,,,"Ethics, Legal Studies","The doctoral program in Ethics and Legal Studies provides a unique opportunity for students to do research in a dynamic and interdisciplinary field. Students are trained to become leading scholars with the ability to publish in top-tier journals in a range of cognate disciplines. Faculty members are internationally recognized for their expertise in a number of areas including business ethics, corporate social responsibility, corporate governance, law and economics, and negotiation. Students may concentrate in either ethics or legal studies. Because of the interdisciplinary nature of the field, the curriculum is flexible enough to accommodate individual student interests. It is common for students to combine their work at Wharton with graduate courses offered in Penn’s Law School or Philosophy Department. The program is small by design to enable students to work closely with multiple faculty members. For additional information, please see the department’s website.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,,False,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,100.0,,,,,,,,,,,"Fellowship covers the full cost of tuition and fees, provides a stipend, and covers health insurance.",100%,Fellowship,,,,,,,
,"Finance, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The application requires submission of background information, an application fee, two essays, unofficial transcripts from all undergraduate and graduate programs attended, a one-page resume, and two letters of recommendation. All applicants must submit a GMAT or GRE score, though a test waiver may be available for certain candidates. Non-native English speakers must also submit an English language test score (TOEFL, PTE, or IELTS).",Not Required,,False,True,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,The Wharton School,,,,,,,,Finance,"Finance applies economic theory to the problems of business and financial management. Finance is concerned with the acquisition and allocation of funds by a business firm, by a financial institution, or by a government agency. The efficient allocation of funds requires an analysis of the various sources of funds and a determination of the least-cost combination. Once obtained, funds are used to finance assets, which, in turn, are expected to generate income. The analysis of the proper balance between risk and return determines the value of the firm. Because the allocation of funds in an economy is carried out mainly through financial markets and intermediaries, the department also emphasizes the study of the functions and operations of these institutions. The department offers a wide range of courses and programs at both the undergraduate and graduate levels.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,True,,4.0,2.7,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Fellowships, Yellow Ribbon Program",,,,,,,
,"Finance, PhD",,,,,Doctoral,,,,,,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,Wharton School,43760,43760,,,,,,,"The Finance PhD program at Wharton provides students with a solid foundation in the theoretical and empirical tools of modern finance, drawing on a rigorous economic framework. Students are prepared for academic careers in research and teaching at leading institutions. The program provides students the flexibility to pursue their own research interests within the broad spectrum of topics in the field of finance. The program curriculum is enhanced by the close interaction of the Finance Department with the school’s other departments and the University’s Department of Economics. In addition, the department’s research centers, the Rodney L. White Center for Financial Research and the Wharton Financial Institutions Center, provide students with extensive resources, including data and faculty support. Students work closely with faculty, whose interests span a wide variety of topics. The faculty is consistently ranked among the most productive in the profession, and faculty research is regularly featured in top academic journals and the financial press on a regular basis.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,100.0,,,,,,,,,,,,,Fellowship,,,,,,,
,"Health Care Management, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The Wharton MBA Admissions Committee is interested in your academic readiness, professional experience, and personal characteristics. Application Components include: Background Information, Application Fee, Two Essays, Transcripts, Two Letters of Recommendation, GMAT or GRE Score, English Language Test Score, Résumé, and an Interview.",Not Required,,False,False,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,Wharton School,"$84,830 per year","$84,830 per year",,,,,,Health Care Management,"The Health Care Management (HCM) major, the first and largest of its kind, provides in-depth exposure to the theory and practice of health care management. Students gain an understanding of the complex economics of health care, its delivery, financing, and policy. Each entering class of approximately 75 students begins its study in the summer with a pre-term orientation program. Over the two-year period, students complete the Wharton core curriculum and the required health care courses. Health Care Management majors typically come from a variety of backgrounds, but many have prior experience in the field. Students benefit from the program’s close ties to the University of Pennsylvania Health System and the Leonard Davis Institute of Health Economics. Career opportunities for graduates are numerous and diverse, including positions in health care finance, hospital and health system management, pharmaceutical and biotechnology sales and marketing, health care entrepreneurship, and government.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based fellowships and grants,,,,,,,
,"Health Care Management & Economics, PhD",,,,,Doctoral,Fall,,mid-August 2025,"December 15, 2025",,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,False,True,True,False,False,,,,The Wharton School,,,,,,,,,"The Wharton PhD Program in Health Care Management and Economics prepares students for careers in academia, government, and the private sector, in positions requiring a sophisticated understanding of the economics and management of health care. The program draws on a variety of basic disciplines including economics, sociology, and political science to build a set of conceptual and empirical tools for analyzing the special problems of the health care sector. The program’s faculty are national and international leaders in health economics and management research. Wharton’s health care faculty have done pioneering work in the areas of risk adjustment, the study of insurance markets, the economics of the pharmaceutical industry, and the impact of managed care and other new forms of organization on the cost and quality of care. Students also benefit from Wharton’s broad strength in management, and from University-wide resources such as the Leonard Davis Institute of Health Economics (LDI). Students completing the program will have the skills to do original, high-quality research on the management, organization, and economics of health care, and to teach in a university or professional school setting.",,https://catalog.upenn.edu/graduate/wharton/programs/,,"$42,500 per year stipend",,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,100.0,,,,,,,,,,,"Full tuition, fees, and a $42,500 per year stipend",100% of tuition and fees,Fellowships,,,,,,,
,"Individualized Major, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"A complete Wharton MBA application will consist of the following: Background Information, Two Essays, Transcripts (unofficial transcripts are accepted for the application), Two Letters of Recommendation, GMAT or GRE Score, English Language Test Score, Résumé, Application Fee.",Not Required,,False,False,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,89504,"$89,504/Year",,,,,,,"Students may elect to design their own major. Proposals for an individualized major require the approval of a faculty advisor and the Vice Dean of the MBA Program. Individualized majors must consist of four course units not used to fulfill core requirements, the Leadership Journey, or another major. Individualized majors appear on the student’s transcript.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,True,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,"Leading Across Differences, MBA",,,,,Graduate,Fall,,,,Required,Required,Either,REQUIRED,"The application checklist includes: Background Information, Two Essays, Transcripts, Two Letters of Recommendation, GMAT or GRE Score, a one-page Résumé, and an English Language Test Score (if applicable).",Not Required,,False,False,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,"$87,370/Year","$87,370/Year",,,,,,Leading Across Differences,"The Leading Across Differences major focuses on the practical application of leadership skills in a diverse, global business environment. With a curriculum that emphasizes understanding and navigating cultural, generational, and ideological differences, this major prepares students for complex leadership challenges. Courses cover topics such as global leadership, conflict resolution, and diversity and inclusion, equipping students with the tools to lead effectively in today's interconnected world.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,"Management, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The Wharton MBA application is comprised of background information (including a résumé), an application fee, two essays, transcripts, two letters of recommendation, GMAT or GRE score, and an English language test score (if applicable).",,,False,False,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,,,,,,,,Management,"The Management major provides students with the skills to motivate people, organize resources, and craft strategies to help organizations succeed. The major offers courses on topics such as negotiation, power, and conflict resolution; organizational design and change; leadership; competitive and corporate strategy; and entrepreneurship. The Management major trains general managers to be more effective leaders, and prepares students for a career in management consulting or in an entrepreneurial venture.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,True,True,,,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Fellowships and loans,,,,,,,
,"Management, PhD",,,,,Doctoral,,,,,Required,Required,Either,REQUIRED,"A completed application for the Wharton Doctoral Programs includes the online application form, application fee, academic transcripts, three letters of recommendation, essays (including a Statement of Purpose), and a CV or resumé. Submission of GMAT or GRE scores is optional for all programs for the Fall 2025 admissions cycle. A writing sample is optional for the Management program.",Optional,,True,True,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,The Wharton School,,,,,,,,"Strategy, Organizational Behavior","The Wharton Management Department is a large and diverse group of scholars who are among the most-published and most-cited in the field. The Management PhD program has two areas of specialization: Strategy and Organizational Behavior. Students can choose to specialize in a micro or macro area of research, or combine the two. Our doctoral students are prepared for careers at top academic institutions and for leadership roles in business and government. They learn to conduct original research by working with faculty who are leaders in their fields.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,True,True,0.0,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,
,"Marketing, MBA",,,,,Graduate,Fall,,,,,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,88550/Year,88550/Year,,,,,,Marketing,"The Marketing major provides students with the necessary skills to succeed in a wide range of careers including brand management, business development, consulting, entrepreneurship, general management, marketing research, product management, retailing, and sales. The foundation of the Marketing curriculum is an understanding of consumer behavior and the skills to conduct and analyze marketing research. Building on this foundation, students may take courses in specific areas of marketing such as retailing, new product development, business-to-business marketing, and advertising management. Students must complete four credit units from the approved Marketing major course list.",,https://catalog.upenn.edu/graduate/wharton/programs/,The Wharton School graduate programs are accredited by AACSB International (The Association to Advance Collegiate Schools of Business).,,,,,2.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based,,,,,,,
,"Marketing & Operations Management, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The application requires submission of background information, an application fee, two essays, unofficial transcripts from all undergraduate and graduate programs attended, two letters of recommendation, a GMAT or GRE score (a test waiver is available for eligible candidates), an English language test score (if applicable), and a résumé.",Not Required,,False,False,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,84874,"$84,874/Year",,,,,,Marketing & Operations Management,The joint major in Marketing and Operations Management (MKOP) is designed for students who plan to pursue careers in which a close link between marketing and operations is critical. Such careers include product management and supply chain management. This major has a two-part core requirement: a marketing core course and an operations management core course. The remainder of the course work can be selected from a wide variety of advanced courses in marketing and operations management.,,https://catalog.upenn.edu/graduate/wharton/programs/,,,,True,True,2.0,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Marketing, PhD",,,,,Doctoral,Fall,,mid-August 2025,"December 15, 2025",,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,The Wharton School,49040/Year,49040/Year,,,,,,"Psychological (consumer behavior), Economic/statistical (quantitative)","The Wharton Marketing PhD Program trains students to become leading researchers and scholars in the field of marketing. Our program provides a strong theoretical foundation in the disciplines of economics, psychology and statistics, combined with the development of rigorous empirical and theoretical research skills needed for an academic career in marketing. The two broad approaches to marketing are the psychological (consumer behavior) and the economic/statistical (quantitative). Students are expected to become expert in at least one of these two approaches and competent in the other. Students work closely with faculty, often collaborating on research projects beginning in their first year. For students entering with a bachelor's degree, the program is expected to take five years to complete. The first two years are primarily devoted to coursework. At the end of the second year, students take a preliminary examination. The final two to three years are spent on developing and writing a dissertation.",,https://catalog.upenn.edu/graduate/wharton/programs/,,48000,,,,,4.0,,Around 2%,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,100.0,,,,,,,,,,,48000,100%,"Fellowship, Stipend",,,,,,,
