Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
,,,,,,,,,,,,error,Doctor of Philosophy in Business with Project Management specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Business with Public Administration specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Business with Strategic Management specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Business with Supply Chain Management specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Information Technology with Artificial Intelligence specialty,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Doctor of Philosophy in Information Technology with Blockchain specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"Admission requirements for the Executive Ph.D. in Information Technology include a completed graduate application, official transcripts from undergraduate and graduate-level work, evidence of a completed master’s degree from an accredited university, an average GPA of at least 3.0 on a 4.0 scale on all graduate-level work, and an interview. [8] International students must also submit evidence of English language proficiency. [8]",,True,False,,False,False,False,,,program,Doctor of Philosophy in Information Technology with Computer Science specialty,https://www.ucumberlands.edu/academics/graduate,
,,"Doctoral degree admission requires a cumulative grade point average of at least 3.0 on a 4.0 scale from the conferred master's degree as well as in any subsequent graduate study. [3] Admission to a Doctoral degree program requires a master's degree or higher from a United States Department of Education accredited institution in a field related to the doctoral degree of application. [3] For example, application to a Ph.D. in Information Technology would require a master's in Information Technology, Computer Science, Computer Information Systems, or closely related area. [3] The PhD in information technology online degree program from University of the Cumberlands is designed to help you take your IT career to new heights. The program is comprised of 60 required credit hours, which include professional research courses, content specialty courses, and a dissertation. [1]",,True,False,,False,False,False,,,program,Doctor of Philosophy in Information Technology with Cyber Engineering specialty,https://www.ucumberlands.edu/academics/graduate,
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Information Technology with Data Science specialty,https://www.ucumberlands.edu/academics/graduate,
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Information Technology with Digital Forensics specialty,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Doctor of Philosophy in Information Technology with Information Systems Security specialty,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"Doctoral degree admission requires a cumulative grade point average of at least 3.0 on a 4.0 scale from the conferred master's degree as well as in any subsequent graduate study. Admission to a Doctoral degree program requires a master's degree or higher from a United States Department of Education accredited institution in a field related to the doctoral degree of application. For example, application to a Ph.D. in Information Technology would require a master's in Information Technology, Computer Science, Computer Information Systems, or closely related area. [8] Additional requirements shared among all programs are a completed Graduate Application with payment of the required Application Fee and official transcripts of undergraduate and graduate work. [8]",,True,False,,False,False,False,,,program,Doctor of Philosophy in Information Technology with Information Technology specialty,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Educational Specialist (Ed.S.) Certification,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,University of the Cumberlands has established qualitative and quantitative requirements for the admission of students whose education preparation evidences the potential for high-level performance. All admissions materials must be received in the Graduate Admissions Office or the Department of International Graduate Services Office (DIGS) Office (for Executive Format program students). Additional requirements for each program are contained within the School/Department sections. [6],,True,False,,False,False,False,,,program,Master of Arts in Christian Studies,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Master of Arts in Education,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Education with Literacy concentration,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Education with Counseling concentration,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,False,False,False,,,program,Master of Arts in Education with Leadership concentration,https://www.ucumberlands.edu/academics/graduate,
,,,,False,False,,False,False,False,,,program,Master of Arts in Teaching,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Master's in Addiction Studies,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master's in Artificial Intelligence,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master's in Business Administration,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master's in Business Analytics,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master's in Computer Science,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master's in Cyber Engineering,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Master's in Data Science,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Master's in Engineering Management,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,True,False,,False,False,False,,,program,Master's in Finance,https://www.ucumberlands.edu/academics/graduate,
,,,,False,False,False,False,False,False,,,none,Master of Science in Physician Assistant Studies,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Master of Science in Digital Forensics,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Information Systems Security,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,Master's degree admission requires a grade point average of at least 2.5 on a 4.0 scale from a bachelors' degree or higher from a United States Department of Education accredited institution. [7],,True,False,,True,False,False,,,program,Master of Science in Information Technology,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Master of Science in Blockchain,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Certificate in Data Science,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Certificate in Artificial Intelligence,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Artificial Intelligence Certificate Program,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in business analytics program. [7],Not Required,True,False,,False,False,False,,,program,Blockchain Certificate,https://www.ucumberlands.edu/academics/graduate,
,,,,,,,,,,,,error,Business Analytics Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Coaching and Fitness Leadership Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Criminal Justice Management Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Digital Forensics Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Entrepreneurship and New Venture Development Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Financial Management Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Health Promotion Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Human Performance Certificate,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Kentucky Education Administration Certification,https://www.ucumberlands.edu/academics/graduate,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Leadership Certificate I,https://www.ucumberlands.edu/academics/graduate,
Not Required,Not Required,A minimum graduate cumulative GPA of 2.5 is required to be admitted to the Leadership Certificate (Tier II) Program. [2],Not Required,True,False,False,False,False,False,,,program,Leadership Certificate II,https://www.ucumberlands.edu/academics/graduate,
Not Required,Not Required,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in business analytics program. [2],Not Required,True,False,Not Required,False,False,False,,,program,Marketing Analytics and Digital Strategy Certificate,https://www.ucumberlands.edu/academics/graduate,
Not Required,Not Required,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in non-profit management program. [10],Not Required,True,False,,False,False,False,,,program,Non-Profit Management Certificate,https://www.ucumberlands.edu/academics/graduate,
,,,,False,False,,False,False,False,,,institute,Proficiency Evaluation for Additional Education Certification,https://www.ucumberlands.edu/academics/graduate,
