Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Master of Arts in Arts Administration,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applicants must have completed a bachelor’s degree from an accredited institution. Applicants must submit a complete application and all required materials to be considered for admission. Unofficial transcripts from all previous undergraduate and graduate institutions should be uploaded with your application. If you are recommended for admission, you will be required to submit official transcripts. The minimum undergraduate GPA is 3.0 on a 4.0 scale.",Required,True,False,,False,False,False,,,program,
Graduate Certificate in Arts Entrepreneurship and Leadership,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Asian Studies,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Asian Studies: South Asia,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"In addition to the Rackham Graduate School's requirements for admission, this program requires the following:
Academic Statement of Purpose: The academic statement of purpose should be a succinct, well-written statement about your academic and research background, your career goals, and how this graduate program will help you meet your career and educational objectives.
Personal Statement: How have your background and life experiences, including cultural, geographical, financial, educational or other opportunities or challenges, motivated your decision to pursue a graduate degree at the University of Michigan?
GRE General Test: Not required.
Letters of Recommendation: Three letters of recommendation are required.
CV or Resume: Required.
Writing Sample: Required. The writing sample should be a piece of academic writing (e.g., a research paper) of approximately 10-20 pages double spaced (not including bibliography or footnotes/endnotes). It can be either a paper written for a class, a chapter from an honors thesis, or a publication. Applicants who do not have an academic writing sample should contact the department for further instruction.",Required,True,False,False,False,False,False,,,program,
Master of Arts in Asian Studies: Southeast Asia,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applications for the M.A. program are submitted online through the Rackham Graduate School website. Application materials include: Academic Statement of Purpose, Personal Statement, Letters of Recommendation (3), Transcripts, Writing Sample (e.g., term paper, senior thesis), and a CV or résumé.",Required,True,False,,False,False,False,,,program,
Master of Science in Astronomy,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A complete application consists of an online application form submitted to the Rackham Graduate School (which administers all graduate programs in the College of LSA), three letters of recommendation, an academic statement of purpose, a personal statement, transcripts from all previous undergraduate and graduate institutions, and a CV. The GRE General Test and Physics Subject Test are NOT required and scores will NOT be used in the admissions process.",Not Required,True,False,,True,False,False,,,program,
Master of Science in Athletic Training,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Atmospheric and Space Sciences,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A complete application includes the following materials: Online Application, Application Fee, Transcripts, Three Letters of Recommendation, Statement of Purpose, Personal Statement, Resume or Curriculum Vitae (CV).",Not Required,True,False,True,True,False,False,,,program,
Master of Science in Bioinformatics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Your application must be submitted online through the Rackham Graduate School and will include the following components:

Rackham Graduate School Application
Academic Statement of Purpose
Personal Statement
CV or resume
Three letters of recommendation
Transcripts from all post-secondary institutions attended
GRE test scores: The GRE is optional for applicants to the M.S. in Bioinformatics program for the Fall 2025 admissions cycle. You can report your scores if you feel they are an accurate reflection of your potential.
TOEFL scores (for non-native English speakers)",Not Required,True,True,True,True,False,False,,,program,
Master of Science in Biological Chemistry,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"All applicants must apply through the Rackham Graduate School. A complete application consists of an Academic Statement of Purpose, a Personal Statement, three letters of recommendation, transcripts from all institutions from which a degree was earned, and a resume or C.V. The GRE is not required.",Not Required,True,False,True,True,False,False,,,program,
Master of Science in Biomedical Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applicants must have a bachelor’s degree or its equivalent in engineering, physical science, or mathematics from an accredited institution. An undergraduate GPA of 3.2 on a 4.0 scale is required for admission to the master’s program.",Not Required,True,False,False,True,False,False,,,program,
Master of Science in Biophysics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,Required,"Applicants should have a strong background in the quantitative sciences including one year of calculus, one year of physics, and chemistry through physical chemistry. Additional coursework in biology, biochemistry, computer science and advanced mathematics is also desirable. Three letters of recommendation are required.",,True,False,,True,False,False,,,program,
Master of Science in Biostatistics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applicants must have a bachelor's degree. Prerequisite coursework includes three semesters of calculus (through multivariable/vector calculus), one semester of linear algebra, and one semester of probability or statistics. Programming experience is also recommended. Applications are submitted through SOPHAS, the centralized application service for public health. Required application materials include a resume or CV, a statement of purpose and objectives, transcripts from all post-secondary institutions, and three letters of recommendation.",Not Required,False,True,True,True,False,False,,,program,
Master of Science in Biostatistics: Health Data Science,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Business Administration,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Business and Economics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A completed online application is required. Application materials include an academic statement of purpose, a personal statement, a current resume or C.V., three letters of recommendation submitted electronically, and scanned copies of official transcripts from all undergraduate and graduate institutions attended. For the 2024-2025 admissions cycle, the GMAT/GRE test score requirement is waived, but scores may still be submitted. A writing sample is optional. International applicants must also submit TOEFL scores unless they meet certain criteria.",Optional,False,True,True,True,False,False,,,program,
Doctor of Philosophy in Business Research,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"To apply to the PhD program, you must complete the Rackham Graduate School Online Application and pay the application fee. The application checklist includes an Academic Statement of Purpose, a Personal Statement, at least three Letters of Recommendation, transcripts from all post-secondary institutions, a resume, and official GMAT or GRE test scores. International applicants may need to provide English proficiency test scores.",Not Required,False,False,False,True,False,False,,,program,
Doctor of Philosophy in Cancer Biology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applicants must meet the admission requirements of the Rackham Graduate School. Applicants must also have a bachelor’s degree in science, preferably in biology or chemistry. At least one year of research experience is strongly encouraged.",Not Required,True,False,True,True,False,False,,,program,
Doctor of Philosophy in Cell and Developmental Biology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"Applications to the Cell & Developmental Biology Graduate Program are submitted through the Rackham Graduate School. Be sure to select the Cell & Developmental Biology Program (Program Code 00122) from the drop-down menu. A complete application consists of the following: Academic Statement of Purpose, Personal Statement, Resume or CV, Three Letters of Recommendation, Transcripts from all post-secondary institutions, English Proficiency Scores (for non-native English speakers). The GRE is not required and will not be used in the admissions process.",Not Required,True,False,True,True,False,False,,,program,
Master of Science in Chemical Biology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Engineering in Chemical Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A bachelor’s degree in chemical engineering is the typical background for our graduate students. However, we also encourage applications from individuals with undergraduate degrees in other engineering disciplines, chemistry, or physics. Students who do not have a bachelor’s degree in chemical engineering are required to successfully complete (a grade of B or better) the following three undergraduate courses before beginning graduate coursework: CHE 330: Fluid Mechanics; CHE 342: Mass and Heat Transfer; CHE 343: Separation Processes. Required application materials include: Statement of Purpose, Personal Statement, three Letters of Recommendation, Transcripts, CV/Resume, and English Proficiency Test Scores for non-native English speakers.",Not Required,True,True,True,True,False,False,,,program,
Master of Science in Chemistry,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Engineering in Civil Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A complete application includes online application, application fee, transcripts from all post-secondary institutions, three letters of recommendation, statement of purpose, personal statement and a resume or C.V. The Rackham Graduate School requires both a Statement of Purpose and a Personal Statement. International applicants must also submit proof of English proficiency.",Not Required,True,False,False,True,False,False,,,program,
Master of Arts in Classical Art and Archaeology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"The application process for all of our graduate programs is handled by the Rackham Graduate School. Please read carefully all of the instructions provided on the Rackham website concerning admissions requirements. What follows here is a list of documents required by the Department of Classical Studies to be included with your application: Academic Statement of Purpose, Personal Statement, Three letters of recommendation, A writing sample, Transcripts, A résumé or curriculum vitae (CV).",Required,True,False,False,False,False,False,,,program,
Master of Arts in Classical Studies,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Clinical Pharmacy,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"A complete application for the PhD program includes the following: Online application, Application Fee, Transcripts, Letters of Recommendation (3), Statement of Purpose, Personal Statement, Resume or Curriculum Vitae (CV), English Language Proficiency. An advanced degree in a health-related field is highly desirable (e.g., PharmD, MPH, MS). Prior research experience is strongly encouraged. Competitive applicants usually have a GPA of 3.4 or higher.",Not Required,True,False,False,True,False,False,,,program,
Doctor of Philosophy in Combined Program in Education and Psychology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Communication and Media,https://lsa.umich.edu/comm/graduates/prospective-students/faqs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Community-Based Implementation Science,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Comparative Literature,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Complex Systems,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Computational Discovery and Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Computational Social Science,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Engineering in Computer Science and Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Engineering in Construction Engineering and Management,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Fine Arts in Dance,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,"All applicants to the Master of Fine Arts in Dance must complete both the U-M Rackham Graduate School Application and the SMTD Artistic Profile. APPLICATION REQUIREMENTS: U-M Rackham Graduate School Application, SMTD Artistic Profile, Transcripts from all previously attended institutions, Three letters of recommendation, Academic Statement of Purpose and Personal Statement, Current resumé or curriculum vitae, Audition & Interview, English Proficiency (for non-native speakers of English).",Not Required,True,False,True,False,False,False,,,program,
Master of Science in Data Science,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",Required,Required,The following materials are required to be submitted with your online application: Transcripts from all previous undergraduate and graduate institutions. Three letters of recommendation. Statement of Purpose. Personal Statement. Resume or Curriculum Vitae (CV). The GRE is not required for admission to the Data Science M.S. program and GRE scores will not be considered in the admission process. Applicants whose native language is not English must demonstrate English proficiency.,,True,False,False,True,False,False,,,program,
Doctor of Dental Surgery,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,"All applicants must apply through the American Association of Dental Schools Application Service (AADSAS). Your AADSAS application must be submitted by October 15. After we receive your verified AADSAS application, we will email you a link to our supplemental application.

Required Prerequisite Courses:
- Biology with lab: 8 semester hours
- Chemistry with lab: 8 semester hours
- Organic Chemistry with lab: 8 semester hours
- Physics with lab: 8 semester hours
- English Composition: 6 semester hours
- Biochemistry: 3 semester hours

All prerequisite coursework must be completed at a regionally accredited U.S. or Canadian college or university.

The Dental Admission Test (DAT) is required for admission to the School of Dentistry. All applicants are required to have taken the DAT within three years of the application deadline. Unofficial DAT scores are accepted and can be uploaded to the supplemental application. Canadian DAT is also accepted.

Three letters of evaluation are required. Letters must be submitted directly to AADSAS by the evaluators. We require:
- One letter from a science faculty member who taught you and gave you a grade.
- One letter from another faculty member who taught you and gave you a grade.
- One letter from a professional such as a dentist you shadowed, a PI from a lab you worked in, a volunteer supervisor, or an employer.

A minimum of 100 hours of dental shadowing is strongly recommended.",,False,False,True,False,False,False,,,program,
