Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Advanced Certificate in Management & Leadership,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Advanced Certificate in Supply Chain Management,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration in Business Analytics,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Business Administration in Global Supply Chain Management,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"The following items must be submitted along with your application: Online Application Form, Statement of Purpose, Resume, Three Letters of Recommendation, Official Transcripts. The Graduate Record Examination (GRE) is not required for admission into the Chemical & Biomolecular Engineering graduate programs. International applicants may need to provide proof of English language proficiency.",Not Required,True,False,,True,False,False,,,program,
Master of Science in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"General admission to the graduate school requires a bachelor's degree from an accredited institution. An undergraduate GPA of 3.0 out of 4.0 is normally required for admission. For the MS degree in Chemical Engineering, an undergraduate degree in chemical engineering is generally expected. However, applicants with other engineering and science degrees (e.g., chemistry, physics, materials science) are encouraged to apply and may be admitted with the provision that they complete a specified bridge program of undergraduate chemical engineering courses.",Not Required,True,False,True,True,False,False,,,program,
Doctor of Philosophy in Civil & Environmental Engineering,https://www.clarkson.edu/academics/graduate/programs,Required,Required,The following items are required to apply to the PhD in civil and environmental engineering program: An online application. A statement of purpose. A resume or C.V. Three letters of recommendation. Transcripts. GRE test scores are optional and are not required for admission. TOEFL or IELTS scores for international applicants.,,True,True,True,True,False,False,,,program,
Master of Science in Civil and Environmental Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Computer Science,https://www.clarkson.edu/academics/graduate/programs,Optional,Required,"To apply, you will need to submit the following:

Online application
Transcripts
Letters of recommendation (optional)
Resume (optional)
Statement of purpose
Test scores (optional for most programs)
Proof of English proficiency (if applicable)",,False,True,,True,False,False,,,program,
Doctor of Philosophy in Computer Science,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"To apply, you will need:
- A completed online application form.
- A bachelor's degree from an accredited institution.
- A recommended minimum GPA of 3.0 out of 4.0.
- Official transcripts from all institutions attended.
- A statement of purpose.
- A resume or curriculum vitae.
- Three letters of recommendation.
- GRE General Test: Not required for Fall 2024 admissions. A decision about GRE requirements for future admissions is pending.
- Official TOEFL or IELTS scores for international students.",Not Required,True,False,,True,False,False,,,program,
Master of Science in Construction Engineering Management,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Advanced Certificate in Construction Engineering Management,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"To be considered for admission to the advanced certificate in construction engineering management program, you must hold a bachelor's degree in engineering or a related technical discipline from an accredited college or university. All applicants are expected to have a minimum undergraduate grade point average of 3.0 out of 4.0. Completed online application form. Transcripts of all previous college study. Résumé. Two letters of recommendation. Statement of purpose.",,True,False,True,False,False,False,,,program,
Doctor of Philosophy in Electrical and Computer Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Electrical and Computer Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Master of Science in Electrical and Computer Engineering, Power Engineering Concentration",https://www.clarkson.edu/academics/graduate/programs,Required,Required,"The following materials are required for a complete application package: Online Application and Fee, Statement of Purpose, Resume, Transcripts, Letters of Recommendation, Standardized Test Scores (GRE/GMAT) The Graduate Record Examination (GRE) and the Graduate Management Admission Test (GMAT) are waived for all graduate programs for the 2024-2025 academic year. You may still submit your scores if you feel they will strengthen your application. Some programs may recommend that you submit scores.",,False,True,False,True,False,False,,,program,
Advanced Certificate in Power Systems Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Engineering Management,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"A complete application consists of the following:

Online Application Form.
Statement of purpose.
Resume or C.V.
Two letters of recommendation.
Official transcripts.
Official GRE scores (optional). The GRE may be waived. Learn more about our test-optional policy and waiver eligibility.
Official TOEFL or IELTS scores, if applicable. Learn more about English proficiency requirements.",,False,True,False,True,False,False,,,program,
Master of Science in Engineering Science,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"The following are the minimum requirements for admission to graduate study at Clarkson. Please note that specific degree programs may have additional requirements.

Online application and fee
Statement of purpose
Resume or C.V.
Letters of recommendation (minimum of two)
Transcripts
Test scores",Not Required,False,False,True,True,False,False,,,program,
Doctor of Philosophy in Environmental Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Environmental Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Materials Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"To be considered for admission, you should submit a completed online application with all of the following:
- Statement of purpose.
- Resume/CV.
- Three letters of recommendation.
- Transcripts from all postsecondary institutions attended.
- Standardized test scores (GRE General Test recommended, but not required).",,True,True,False,True,False,False,,,program,
Master of Science in Materials Science and Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Mechanical Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Mechanical Engineering,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Teaching,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"In addition to the general graduate application requirements, the following are required for admission to the MAT: A major or equivalent in a subject taught in secondary schools, and a minimum GPA of 3.0. General application requirements include a completed online application form and fee, a statement of purpose, two or three letters of recommendation, official transcripts from all post-secondary institutions attended, and a Resume/CV.",Not Required,True,False,False,False,False,False,,,program,
Master of Arts in Teaching English to Speakers of Other Languages,https://www.clarkson.edu/news-events/clarkson-university-transfer-16-teaching-programs-siena-college,,,,,True,False,False,False,False,False,,,program,
Master of Science in Occupational Therapy,https://www.clarkson.edu/academics/graduate/programs,Not Required,Required,A baccalaureate degree from an accredited college or university. A minimum overall GPA of 3.0 on a 4.0 scale. Successful completion of all prerequisite coursework with a C or better. Submission of the Occupational Therapist Centralized Application Service (OTCAS) application. A minimum of 20 hours of observation/volunteer experience in one or more occupational therapy settings is required. Three letters of reference. Personal essay. Successful completion of an interview with a member of the Clarkson University OT faculty.,Not Required,True,False,False,False,False,False,,,program,
Doctor of Physical Therapy,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Physician Assistant Studies,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Bioethics,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"Online application form, Transcripts from all post-secondary institutions, Statement of purpose, Two letters of recommendation, Resume or curriculum vitae",Not Required,True,False,True,False,False,False,,,program,
Doctor of Philosophy in Bioscience and Biotechnology,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Bioscience and Biotechnology,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"For admission to the MS in Bioscience and Biotechnology program, applicants must have a bachelor’s degree in biology, chemistry, or a related field. Undergraduate coursework should include general biology and chemistry, organic chemistry, and calculus. Prospective students can apply online. The required application materials are a completed online application form, a statement of purpose, a current resume, official college transcripts, and three letters of recommendation.",,False,True,False,True,False,False,,,program,
Doctor of Philosophy in Chemistry,https://www.clarkson.edu/academics/graduate/programs,Required,Required,Applicants must have a BS or MS degree in chemistry or a closely related field. They also must satisfy the general admission requirements of the Clarkson Graduate School.,Not Required,False,True,False,True,False,False,,,program,
Master of Science in Chemistry,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"For admission to the Graduate School, you need to hold a bachelor's degree from an accredited college or university. Clarkson requires a minimum 3.0 undergraduate GPA (on a 4.0 scale) for admission to our graduate programs. If your GPA is below 3.0, you may still be considered for provisional admission. A complete application consists of a completed online application, a statement of purpose, a resume or curriculum vitae (CV), official transcripts from all institutions attended, and three letters of recommendation.",Not Required,True,False,True,True,False,False,,,program,
Doctor of Philosophy in Mathematics,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Mathematics,https://www.clarkson.edu/academics/graduate/programs,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Philosophy in Physics,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"All applicants must submit an application which includes an application fee, an official transcript of their undergraduate work, a statement of purpose, a current resume and at least three letters of recommendation. GRE General and Physics Subject tests are optional, but recommended.",Not Required,True,True,False,True,False,False,,,program,
Master of Science in Physics,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"Admission to the graduate program in physics is based on the student's undergraduate record and letters of recommendation. The GRE is not required. Required application materials include: Online Application Form, Statement of purpose, Resume or curriculum vitae, Three letters of recommendation, Transcripts.",,True,False,True,True,False,False,,,program,
Advanced Certificate in Business of Energy,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"To apply, you will need to submit: An online application and fee, a résumé, a statement of purpose and official transcripts.",Not Required,True,False,False,False,False,False,,,program,
Advanced Certificate in Environmental Management,https://www.clarkson.edu/academics/graduate/programs,Required,Required,"Online Application Form, Résumé, Statement of purpose, Two letters of recommendation, Official transcripts. International applicants whose native language is not English must submit a TOEFL or IELTS score.",,True,True,True,False,False,False,,,program,
