Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Doctor of Philosophy in Industrial Engineering,,,,,Doctoral,"Fall, Spring",,"September 1, 2025","December 1, 2025",Required,Required,Not Required,REQUIRED,"To be considered for admission to the Doctor of Philosophy in Industrial Engineering, applicants must provide official transcripts from every institution attended for undergraduate and/or graduate study. A minimum undergraduate cumulative GPA of 3.0 on a 4.0 scale is required. Applicants must submit a Statement of Purpose (typically 300-500 words), a Resume (CV), and three letters of recommendation. GRE scores are not required for this program. International applicants must provide proof of English proficiency through TOEFL or IELTS scores.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Industrial Engineering,"$29,804/Year","$29,804/Year",,,,,,,"The Purdue School of Industrial Engineering (IE) offers the Doctor of Philosophy (PhD) degree. The PhD degree is a research-based degree, and its primary objective is the development of an individual’s ability to perform independent and original research. The program of study for the PhD degree is designed to provide students with a broad knowledge of the field of industrial engineering and to develop their ability to conduct independent research. The School of Industrial Engineering provides opportunities for students to conduct research in several areas, including human factors, manufacturing, operations research, and production systems.",,https://engineering.purdue.edu/jump/17d3aed,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Fellowships, Graduate Research Assistantships (RA), Graduate Teaching Assistantships (TA)",,,,,,,
,Doctor of Philosophy in Languages and Cultures,,,,,Doctoral,Fall,,,January 1,Required,Required,Optional,REQUIRED,"Applicants to the Ph.D. in Languages and Cultures must provide official transcripts from all institutions attended, three letters of recommendation, a resume, a statement of purpose, and a diversity essay. A writing sample (typically 15-20 pages) is also required to demonstrate research ability. For international applicants whose native language is not English, evidence of English proficiency must be submitted (TOEFL or IELTS scores). The Graduate Record Examination (GRE) is not required for admission to this program.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Languages and Cultures,"$28,802/Year","$28,802/Year",,,,,,"Applied Linguistics, Chinese, French, German, Japanese, Russian, and Spanish","The Ph.D. in Languages and Cultures is an interdisciplinary program that offers students the opportunity to specialize in one of several languages and cultures, or in applied linguistics. The program is designed to provide students with a broad understanding of the field while allowing for specialized research in their chosen area of focus.",,https://guide.wisc.edu/graduate/pharmacy-school-wide/health-services-research-pharmacy-phd/,,,$948.30,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,100% tuition waiver,"Teaching Assistantships, Fellowships",,,,,,,
,Doctor of Philosophy in Linguistics,,,,,Doctoral,Fall,,,January 1,Required,Required,Not Required,REQUIRED,"Applicants to the Doctor of Philosophy in Linguistics should have a minimum undergraduate GPA of 3.0/4.0. The GRE is not required. Application requirements include a completed application and non-refundable application fee, official transcripts from every institution of higher education attended, three letters of recommendation, a Statement of Purpose, a Resume, a Writing Sample, and a Diversity Essay. International applicants must also provide proof of English proficiency (TOEFL, IELTS, or Duolingo scores).",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Interdisciplinary Graduate Programs,"$28,804/Year","$28,804/Year",,,,,,,"The Interdisciplinary Program in Linguistics (SLC-LING) allows students to obtain a Doctor of Philosophy degree in Linguistics. The primary objective of the program is to provide students with a well-rounded and integrated background in linguistics. Students can pursue specialized interests in various areas of linguistics, including phonology, phonetics, syntax, semantics, historical linguistics, sociolinguistics, second language acquisition, and computational linguistics. Students in this program are active in research and the program hosts a variety of conferences and workshops throughout the year.",,https://www.purdue.edu/academics/ogsps/admissions/gradrequirements/westlafayette/linguistics/,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Fellowships, Assistantships",,,,,,,
,Doctor of Philosophy in Management,,,,,Doctoral,Fall,,September 2025,"January 1, 2026",Required,Required,Either,REQUIRED,"To be considered for admission, you must submit: a Graduate School application, a statement of purpose, a diversity essay, a current resume, three letters of recommendation, and official transcripts from every institution attended. GMAT or GRE scores are also required for all PhD applicants. International applicants must also provide proof of English proficiency (TOEFL or IELTS).",,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,"Mitchell E. Daniels, Jr. School of Business",Full tuition waiver provided for admitted PhD students,Full tuition waiver provided for admitted PhD students,,,,,,"Accounting, Finance, Management Information Systems (MIS), Marketing, Organizational Behavior and Human Resources (OBHR), Strategic Management, and Supply Chain and Operations Management (SCOM)","The Doctor of Philosophy in Management program at the Mitchell E. Daniels, Jr. School of Business is a full-time, residential program designed for individuals seeking to pursue academic careers as researchers and teachers at leading research-oriented universities. The program offers a unique blend of rigor and flexibility, with students completing coursework and research in their chosen area of specialization while also gaining exposure to a wide range of management disciplines.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.","The Mitchell E. Daniels, Jr. School of Business is accredited by AACSB International (Association to Advance Collegiate Schools of Business).",Full funding,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,"Stipend of approximately $25,000 - $37,000 per year",100% tuition waiver,Graduate Assistantships (Research/Teaching) and Fellowships,,,,,,,
,Doctor of Philosophy in Materials Engineering,,,,,Doctoral,"Fall, Spring",,August,December 5,Required,Required,Not Required,REQUIRED,The Materials Engineering (MSE) graduate program is designed for students with a bachelor's or master's degree in engineering or the physical sciences. Applicants should have a minimum undergraduate GPA of 3.2 on a 4.0 scale. Three letters of recommendation are required for the application. The Graduate Record Examination (GRE) is not required for admission to the Materials Engineering graduate program. International applicants must provide proof of English proficiency through TOEFL or IELTS scores.,,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Herbert Wertheim College of Engineering,,,,,,,,"Computational Science and Engineering, Ecological Sciences and Engineering","The School of Materials Engineering offers graduate programs leading to the Master of Science in Materials Engineering (MSMSE) and the Doctor of Philosophy (PhD) degrees. The graduate program is designed to provide students with a strong foundation in the science and engineering of materials, while allowing for specialization in a variety of research areas. Research in the school spans the breadth of materials science, including research in metals, polymers, ceramics, electronic materials, and biomaterials, with applications in energy, transportation, medicine, and microelectronics. The PhD program is a research-intensive program that culminates in a dissertation and requires a minimum of 90 credit hours beyond the baccalaureate degree.",,https://mse.ufl.edu/academics/graduate/mse-phd/,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Graduate Research Assistantships, Fellowships",,,,,,,
,Doctor of Philosophy in Mathematics,,,,,Doctoral,Fall,,,December 15,Required,Required,GRE,REQUIRED,"The Mathematics Department requires that applicants for the Ph.D. program have an undergraduate major in mathematics or its equivalent. Specifically, it is expected that applicants have successfully completed courses in real analysis and abstract algebra equivalent to MA 44000 and MA 45300. In addition, it is expected that applicants have some exposure to more advanced topics such as complex analysis, topology, and/or differential equations.",,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,College of Science,"$28,804/Year","$28,804/Year",,,,,,"Computational Finance, Computational Science and Engineering","The Department of Mathematics offers programs leading to the Master of Science (M.S.) and the Doctor of Philosophy (Ph.D.) degrees. The department is a community of scholars representing many areas of mathematics. Research areas include algebra, algebraic geometry, analysis, applied mathematics, complex analysis, differential equations, differential geometry, harmonic analysis, logic, mathematical biology, mathematical physics, number theory, numerical analysis, operator algebras, probability, and topology. Both the M.S. and Ph.D. programs are designed to provide students with a strong foundation in mathematics and to prepare them for careers in research, teaching, and industry.",,https://stackoverflow.com/questions/44825808/generate-phd-html-site-using-bookdown-output-from-latex-file,,"$24,100",$948.30,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,"$24,100",,Merit-based (Assistantships and Fellowships),,,,,,,
,Doctor of Philosophy in Mechanical Engineering,,,,,Doctoral,"Fall, Spring",,"September 1, 2025","December 15 (Priority for funding), July 1 (Final Fall)",Required,Required,Not Required,REQUIRED,"To be eligible for admission to the PhD program in Mechanical Engineering, applicants must have a bachelor's or master's degree in engineering or a related field. Successful applicants typically have a graduate GPA of 3.2/4.0 or higher. Required application materials include: an online application, transcripts from every institution attended, three letters of recommendation, an Academic Statement of Purpose, a Personal History Statement, and a Resume/CV. International applicants must provide proof of English proficiency (TOEFL or IELTS). The GRE is not required for admission.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,School of Mechanical Engineering,"$29,644/Year (Non-resident tuition and mandatory fees)","$29,644/Year (Non-resident)",,,,,,Computational Science and Engineering; Ecological Sciences and Engineering,"Mechanical engineering is the most diverse of all engineering disciplines. At Purdue, our world-class faculty and facilities provide an environment where students can pursue research in a variety of areas. The PhD program is research-oriented, requiring a dissertation that provides a significant original contribution to the field of mechanical engineering. Each student’s program of study is individual in nature and is developed in conjunction with their major professor and advisory committee to reach the highest level of proficiency in their chosen area of specialization.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30 (Non-resident),True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80,,,,,,,,,,,Full tuition coverage plus monthly stipend,100% tuition coverage for funded assistantships,"Graduate Research Assistantships (RA), Teaching Assistantships (TA), and Fellowships",,,,,,,
,Doctor of Philosophy in Medicinal Chemistry and Molecular Pharmacology,,,,,Doctoral,Fall,,September 1 (Estimated based on annual cycle),December 15,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor's degree from an accredited institution. A minimum undergraduate cumulative grade point average of 3.0 on a 4.0 scale is generally required. Application materials must include: Statement of Purpose, Personal History Statement, Resume/CV, and three letters of recommendation. For international applicants, English proficiency scores (TOEFL or IELTS) are required to meet the Graduate School's minimum standards. The Graduate Record Examination (GRE) is not required for admission to this program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Pharmacy,"$28,804/Year (Non-resident tuition), $9,992/Year (Resident tuition)","$14,402/Semester (Non-resident)",,,,,,,"The Department of Medicinal Chemistry and Molecular Pharmacology (MCMP) offers a program of study leading to the Doctor of Philosophy degree. The program is designed to prepare students for careers in research and teaching in the pharmaceutical sciences. Research in the department is highly interdisciplinary and covers a wide range of areas including medicinal chemistry, molecular pharmacology, chemical biology, structural biology, and neuroscience. The program focuses on the discovery and development of new drugs and the study of their mechanisms of action, spanning the entire spectrum of drug discovery and development, from the identification of new drug targets to the design and synthesis of new drugs, to the study of their pharmacology and toxicology.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,"Stipend approximately $31,000 plus tuition waiver",$948.30 (Non-resident),True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,Graduate Teaching and Research Assistantships,,,,,,,
,Doctor of Philosophy in Nuclear Engineering,,,,,Doctoral,"Fall, Spring, Summer",,,"December 15 (Priority), April 1 (Final)",Required,Required,Not Required,REQUIRED,"Applicants for graduate study should have a bachelor's or master's degree in engineering or in a physical science (e.g., physics or chemistry). A minimum undergraduate grade point average of 3.0 on a 4.0 scale is required for admission. The GRE is not required for the Nuclear Engineering graduate program. International applicants whose native language is not English are required to provide proof of English proficiency (TOEFL, IELTS, or Duolingo).",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Nuclear Engineering,"$29,804/Year","$29,804/Year",,,,,,,"The Ph.D. program is the highest degree offered by the School of Nuclear Engineering. It is awarded to candidates who have demonstrated a breadth of knowledge in nuclear engineering and a depth of knowledge in a specific area of research, as well as the ability to conduct independent and original research. The program is designed for students who want to pursue a career in research and development in the nuclear industry, national laboratories, or academia. This program requires the completion of advanced coursework, passing a qualifying exam and a preliminary exam, and the successful defense of a doctoral dissertation based on original research.",,https://en.wikipedia.org/wiki/Nuclear_engineering,,,$948.30,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Fellowships, Research Assistantships, Teaching Assistantships",,,,,,,
,Doctor of Philosophy in Nursing,,,,,Doctoral,Fall,,,Priority: December 1; Regular: February 1,Required,Required,Not Required,REQUIRED,"Admission requirements for the PhD program include: 1. A master’s degree in nursing or a related field, or a baccalaureate degree in nursing for the BS-PhD track, from an accredited program. 2. A grade point average of at least 3.0 on a 4.0 scale in previous academic work. 3. Registered nurse license or eligibility for licensure in Indiana. 4. Evidence of ability to do doctoral work. 5. Statement of scholarly goals and research interests. 6. Three letters of recommendation from persons who can assess the applicant’s potential for doctoral study. 7. Graduate Record Exam (GRE) taken within the last 5 years is recommended but not required. 8. English Proficiency for international students (TOEFL or IELTS). 9. Curriculum Vitae or Resume. 10. Sample of Scholarly Writing. 11. Interview with School of Nursing graduate faculty.",Required,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Nursing,,,,,,,,,"The PhD program in nursing at Purdue University prepares the next generation of nurse scientists, scholars, and educators to improve health and healthcare. Graduates of the program will be leaders in the nursing profession who contribute to the development of nursing science through research and scholarship. The program emphasizes the development of research skills and the application of nursing science to address the complex health needs of individuals, families, and communities. The PhD program is designed to provide students with the knowledge and skills necessary to conduct independent research in nursing and related fields. The curriculum includes coursework in nursing science, research methods, statistics, and a cognate area. Students also complete a dissertation that represents an original contribution to nursing science.",,https://hhs.purdue.edu/wp-content/uploads/2022/07/NUR-PhD-handbook.pdf,,,,True,False,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Fellowships, Graduate Teaching Assistantships, Graduate Research Assistantships",,,,,,,
,Doctor of Philosophy in Nutrition Science,,,,,Doctoral,"Fall, Spring, Summer",,,"March 1 (Fall priority), October 1 (Spring priority), April 1 (Summer priority)",Required,Required,Not Required,REQUIRED,"Applicants must have a minimum of a B (3.0 on a 4.0 scale) or better average in prior study from an accredited college or university. International students must have a score of 550 or higher on the paper-based Test of English as a Foreign Language (TOEFL), 213 or higher on the computer-based test, or a minimum total score of 80 on the Internet-based test (iBT). Required application documents include an Academic Statement of Purpose, a Personal History Statement, a Resume, and three letters of recommendation. The GRE is not required for the Nutrition Science Graduate Program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Applied Sciences,"$4,851/Semester (Resident), $13,743/Semester (Non-resident)","$4,851/Semester (Resident), $13,743/Semester (Non-resident)",,,,,,"Biochemical and Molecular Nutrition, Human and Clinical Nutrition, Animal Health and Comparative Nutrition, and Public Health and Health Promotion","The Purdue Interdepartmental Nutrition Program (INP) provides an opportunity for students to study nutrition through a variety of lenses. INP faculty members represent a range of departments across the university, providing a multidisciplinary approach to the study of nutrition. The program aims to train students to be leaders in nutrition research and education.",,https://olemiss.edu/programs/applsci/phd-nutrition-sciences/,,,"$539/Credit Hour (Resident), $1,527/Credit Hour (Non-resident)",True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,Full tuition waiver and stipend,100%,"Merit-based (Graduate Assistantships, Fellowships)",,,,,,,
,Doctor of Philosophy in Philosophy,,,,,Doctoral,Fall,,,January 1,Required,Required,Optional,REQUIRED,"Applicants for the Doctor of Philosophy in Philosophy must submit an online application through the Purdue Graduate School. Required materials include official transcripts from all post-secondary institutions attended, three letters of recommendation, a statement of purpose (approximately 500-750 words) describing philosophical interests and goals, a resume or curriculum vitae, and a writing sample (approximately 15-20 pages). International applicants whose native language is not English are required to submit proof of English proficiency (TOEFL or IELTS scores).",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts,"$10,330/Year (Resident), $28,794/Year (Non-resident)","$10,330/Year (Resident), $28,794/Year (Non-resident)",,,,,,"Applied Philosophy, Bioethics, Philosophy and Literature","The Department of Philosophy at Purdue University offers a Doctor of Philosophy (PhD) degree. Our program is a 'pluralistic' one, in that we have faculty and students working in a wide range of philosophical traditions and styles, including analytic, continental, and historical approaches. We have particular strengths in the history of philosophy (including ancient, medieval, modern, and 19th and 20th century philosophy), ethics and social-political philosophy, and the continental and analytic traditions. Our goal is to train students to be excellent researchers and teachers, and to help them find professional employment in philosophy or related fields.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,Full tuition waiver plus stipend,100% tuition waiver,"Fellowships, Teaching Assistantships, Research Assistantships",,,,,,,
,Doctor of Philosophy in Physics,,,,,Doctoral,Fall,,September 2025,December 15,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor's degree from an accredited institution, typically in physics or a related field. Required application materials include an Academic Statement of Purpose, a Personal History Statement, a Resume/CV, three letters of recommendation, and official transcripts. The GRE General and Physics Subject tests are not required for admission to the Physics PhD program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Science,"$28,794/Year","$28,794/Year (Out-of-State); $9,992/Year (In-State)",,,,,,Computational Science and Engineering,"The Department of Physics and Astronomy at Purdue University has a long and distinguished history of excellence in research and teaching. Our world-class faculty and students are at the forefront of exploring the mysteries of the universe, from the smallest subatomic particles to the largest scales of the cosmos. Our graduates are highly sought after by top universities, national laboratories, and private industry, and many have gone on to become leaders in their fields.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80,,,,,,,,,,,,,Assistantships (Teaching and Research) and Fellowships,,,,,,,
,Doctor of Philosophy in Political Science,,,,,Doctoral,Fall,,September 2025,December 15,Required,Required,Not Required,REQUIRED,"Applicants to the Doctor of Philosophy in Political Science must submit an online application through the Purdue Graduate School. Required materials include a Statement of Purpose (500-1000 words), a Diversity Essay (Personal History Statement), a current Resume or CV, and a Writing Sample (typically a recent paper or research piece of 15-25 pages). Additionally, three letters of recommendation and transcripts from all post-secondary institutions attended are required. The GRE is not required for admission to this program.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$10,002/Year (Resident); $28,804/Year (Non-Resident)","$10,002/Year (Resident); $28,804/Year (Non-Resident)",,,,,,"American Politics, Comparative Politics, International Relations, Methodology, Political Theory, and Public Policy","The Department of Political Science offers the Doctor of Philosophy. The master's degree is awarded to students while working on their doctoral degree. The program is designed to provide students with a strong background in political science and its major subfields, as well as the research skills necessary for professional careers in teaching, research, and public service.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$329.05 (Resident); $929.75 (Non-Resident),True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,Full tuition waiver and a multi-year stipend,,"Graduate Teaching Assistantships, Research Assistantships, and Fellowships",,,,,,,
,Doctor of Philosophy in Psychological Sciences,,,,,Doctoral,Fall,,"September 1, 2025","December 1, 2025",Required,Required,Not Required,REQUIRED,"An applicant must have a bachelor's degree from an accredited college or university. A minimum undergraduate grade point average of 3.00 on a 4.00 scale is required. Applicants must submit: Graduate School Application, Application Fee, Academic Statement of Purpose, Personal History Statement, Resume, Three letters of recommendation, Transcripts, and Evidence of English Proficiency (for international students). The GRE is not required for admission to this program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Health and Human Sciences,"$9,992/Year (Resident); $28,794/Year (Non-Resident)","$9,992/Year (Resident); $28,794/Year (Non-Resident)",,,,,,"Clinical Psychological Sciences, Cognitive Psychology, Mathematical and Computational Psychology, Neuroscience and Behavior, Social Psychology, and Industrial-Organizational Psychology","The Department of Psychological Sciences at Purdue University is one of the top-ranked programs in the country. Our program is focused on research and the development of researchers who will make significant contributions to the field of psychological sciences. The Department of Psychological Sciences offers a PhD program that provides students with a strong foundation in psychological theory and research methods, as well as specialized training in one of six areas of study. Each area offers a curriculum tailored to the specific needs and interests of students in that field, while also providing a broad foundation in psychological science. Our program is research-intensive and prepares students for careers as researchers and scholars in academic, clinical, and industrial settings.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",The Clinical Psychological Sciences program is accredited by the American Psychological Association (APA) and the Psychological Clinical Science Accreditation System (PCSAS).,,$347.85 (Resident); $948.30 (Non-Resident),True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,Full tuition waiver and monthly stipend for funded students,,Assistantships (Research and Teaching) and Fellowships,,,,,,,
,Doctor of Philosophy in Sociology,,,,,Doctoral,Fall,,"September 1, 2025","December 15, 2025",Required,Required,Not Required,REQUIRED,"To be considered for admission, applicants must submit the Graduate School application, application fee, statement of purpose, resume, three letters of recommendation, transcripts from all post-secondary institutions, and a writing sample. International students whose native language is not English must submit evidence of English proficiency. The Graduate Record Examination (GRE) is not required for application to the Sociology graduate program.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$28,794/Year","$28,794/Year",,,,,,"Aging and the Life Course; Health, Aging and the Life Course","The Department of Sociology offers a program of study leading to the Doctor of Philosophy (PhD) degree. The department is a research-oriented department with a long-standing reputation for excellence in several areas of sociology. The program provides students with the theoretical and methodological skills necessary for successful careers in academic, research, and policy settings. We offer a supportive environment that fosters faculty-student collaboration and encourages students to participate in research and present their work at professional conferences.",,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEYnV-KfJXeWtZp8MAoQiCrHV8vCSaLc5J6IGmmW-5UBdKeGrznqFVfvM0iYGBszYS4QnFxzHb6iAnC9BzvweGJG8PDLz0gymXe8jkpsE5CVi5OVuawUrxJEwUx4HW89MlpVNFW-jsd_ERUet8=,,,$948.30,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,Full tuition waiver and annual stipend,100%,"Teaching Assistantships, Research Assistantships, and Fellowships",,,,,,,
,Doctor of Philosophy in Statistics,,,,,Doctoral,Fall,,,December 15,Required,Required,Not Required,REQUIRED,"The Department of Statistics offers graduate programs leading to the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. Applicants must have a bachelor's degree from an accredited institution. A strong background in mathematics is required, including at least three semesters of calculus and one semester of linear algebra. International applicants must meet English proficiency requirements as established by the Graduate School. A minimum undergraduate GPA of 3.0/4.0 is generally required.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Science,"$28,794/Year","$28,794/Year",,,,,,"Applied Statistics, Machine Learning and Information Theory, Mathematical Statistics, Probability","The graduate programs in Statistics are designed to provide students with the necessary training for a career in research, teaching, or industry. The Department of Statistics offers the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. The PhD program focuses on the development of theoretical and applied statistics and probability, as well as providing students with the skills for conducting research in statistics.",,https://stackoverflow.com/questions/44825808/generate-phd-html-site-using-bookdown-output-from-latex-file,,,$948.30,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,90,,,,,,,,,,,Full tuition waiver plus stipend,,Assistantships (TA/RA) and Fellowships,,,,,,,
