Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
"Anthropology, MA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and The College of Liberal Arts and Sciences.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree, in any field, from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:

1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. three letters of recommendation
5. proof of English proficiency",Not Required,True,False,True,False,False,False,,,program,
"Anthropology, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and The College of Liberal Arts and Sciences. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program. All applicants must submit: a graduate admission application and application fee, official transcripts, three letters of recommendation, and proof of English proficiency. Additional required documents to be uploaded to the online application include a personal statement, a writing sample (not to exceed 35 pages), and a curriculum vitae or resume.",Required,True,False,True,True,False,False,,,program,
"Applied Behavior Analysis, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Applied Leadership and Management, Master",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Architectural Studies, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Architecture, Master of",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Art, Master of Fine Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Herberger Institute for Design and the Arts.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in studio art or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:

1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. three letters of recommendation
5. resume
6. portfolio",Not Required,True,False,True,False,False,False,,,program,
"Art Education, Master of Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Herberger Institute for Design and the Arts.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in art, art education or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. resume or curriculum vitae
4. statement of purpose
5. three letters of recommendation
6. proof of English proficiency",Not Required,True,False,,True,False,False,,,program,
"Artificial Intelligence in Business, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Not Required,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. current resume
4. proof of English proficiency

If the applicant's native language is not English, the English proficiency requirement must be met. ASU does not accept the Duolingo test. The W. P. Carey School of Business does not accept the IELTS indicator test.

Additional Application Information
An applicant whose native language is not English must provide proof of English proficiency regardless of their current residency. Scores must be from within the past two years. View the options for acceptable proof of English proficiency.

The W. P. Carey School of Business does not offer conditional admission for English proficiency. Students must meet the English proficiency requirement to be considered for admission.

The letters of recommendation are not required.

The GMAT/GRE test is not required.",Not Required,True,False,False,True,False,False,,,program,
"Asian Languages and Civilizations - Japanese, Master of Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must meet the requirements of both the Graduate College and The College of Liberal Arts and Sciences.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in Japanese or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. a curriculum vitae
4. a personal statement
5. a writing sample (in English)
6. three letters of recommendation
7. proof of English proficiency

Graduate Record Examinations (GRE) are not required.

Applicants should demonstrate an advanced level of proficiency in modern Japanese. This proficiency can be demonstrated by a score of N1 on the Japanese Language Proficiency Test or through some other form of evaluation, such as an oral proficiency interview conducted by program faculty. Admission may be granted to students with lower-level proficiency if they are otherwise highly qualified, but they will be required to take additional language courses beyond the minimum degree requirements.",Required,True,False,True,False,False,False,,,program,
"Audiology, AuD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"All applicants must meet the requirements of both the Graduate College and the College of Health Solutions.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in communication disorders or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. an online application
2. official transcripts
3. three letters of recommendation
4. a personal statement
5. a resume or curriculum vitae
6. proof of English proficiency",Not Required,True,False,,False,False,False,,,program,
"Behavioral Health (Clinical), Doctor of",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the College of Health Solutions.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in a behavioral or health discipline such as counseling, nursing, physician assistant studies, psychology or social work, from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. three letters of recommendation
4. a curriculum vitae or resume
5. a personal statement
6. proof of English proficiency

Applicants whose native language is not English (regardless of current residency) must provide proof of English proficiency. Additional details can be located on the graduate admission services website for English proficiency: https://admission.asu.edu/international/graduate/english-proficiency. Applicants with a degree from an institution in a country other than the U.S. will need to pay for their transcripts to be evaluated. Additional information about transcript evaluations can be found on the Graduate College website: https://admission.asu.edu/international/graduate/transcript-evaluation.",Not Required,True,False,False,False,False,False,,,program,
"Biochemistry, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and The College of Liberal Arts and Sciences.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in chemistry, biochemistry or a closely related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. three letters of recommendation
5. proof of English proficiency",Not Required,True,False,True,True,False,False,,,program,
"Biological Data Science, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Biomedical Engineering, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Biomedical Engineering, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Biomedical Informatics, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must meet the requirements of both the Graduate College and the College of Health Solutions.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree from a regionally accredited institution in a related field such as biology, engineering, computer science, mathematics, statistics, a basic science or a health-related profession.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. three letters of recommendation
4. personal statement
5. resume or curriculum vitae
6. proof of English proficiency",Not Required,True,False,False,True,False,False,,,program,
"Biomedical Informatics, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree, in a related field, from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.25 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.25 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. personal statement
4. curriculum vitae or resume
5. three letters of recommendation
6. proof of English proficiency",Not Required,True,False,True,True,False,False,,,program,
"Business Administration, MBA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. professional resume
4. two essays
5. two letters of recommendation
6. proof of English proficiency

Applicants may be required to submit GMAT or GRE scores. Waivers are available to highly qualified applicants. See the school website for details.",Not Required,True,True,True,True,False,False,,,program,
"Business Analytics, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in a related field from a regionally accredited institution.

Applicants must have a minimum of a 3.00 cumulative GPA (scale is 4.00 = ""A"") in the last 60 hours of a student's first bachelor's degree program.

All applicants must submit an application and be admitted to the Graduate College. All applicants must meet the Graduate College's English language proficiency requirement.",Not Required,True,False,True,True,False,False,,,program,
"Chemical Engineering, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Ira A. Fulton Schools of Engineering.

Applicants are eligible to apply to the program if they have an earned bachelor's degree in chemical engineering or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. resume
5. three letters of recommendation
6. proof of English proficiency",Not Required,True,False,True,True,False,False,,,program,
"Chemical Engineering, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Chemistry, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Chicana and Chicano Studies, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"All applicants must meet the requirements of both the Graduate College and The College of Liberal Arts and Sciences.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in American studies, Chicana/o studies, English, ethnic studies, history, Spanish, women's studies or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.",Required,True,False,True,False,False,False,,,program,
"Child and Family Leadership, Graduate Certificate",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must have a minimum of a bachelor's degree from a regionally accredited U.S. institution, or the equivalent of a U.S. bachelor's degree from an international institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program.",Not Required,True,False,False,False,False,False,,,program,
"Civil, Environmental and Sustainable Engineering, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Clinical Exercise Physiology, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the College of Health Solutions.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in exercise science or a closely related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. three letters of recommendation
4. resume or curriculum vitae
5. statement of purpose
6. proof of English proficiency",Not Required,True,False,True,True,False,False,,,program,
"Communication, MA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. three letters of recommendation
5. proof of English proficiency
6. resume or curriculum vitae
7. writing sample",Required,True,False,,False,False,False,,,program,
"Communication, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and The College of Liberal Arts and Sciences.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in communication or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. writing sample
5. three letters of recommendation
6. résumé or curriculum vitae
7. proof of English proficiency",Required,True,False,False,False,False,False,,,program,
"Community Resources and Development, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,Applicants must fulfill the requirements of both the Graduate College and the Watts College of Public Service and Community Solutions.,Required,True,False,True,False,False,False,,,program,
"Community Resources and Development - Parks and Recreation Management, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. a graduate application and application fee
2. official transcripts
3. three letters of recommendation
4. a professional resume
5. a statement of purpose
6. proof of English proficiency",Not Required,True,False,True,True,False,False,,,program,
"Computer Engineering - Computer Systems, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Not Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Ira A. Fulton Schools of Engineering.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in computer engineering, computer science, electrical engineering or a closely related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:

1. graduate admission application and application fee
2. official transcripts
3. statement of purpose
4. two letters of recommendation
5. proof of English proficiency",Not Required,True,False,,True,False,False,,,program,
"Computer Engineering - Electrical Engineering, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"An applicant must have earned a bachelor's degree in electrical engineering or a related area from a regionally accredited institution, with a minimum GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of a student's first bachelor's degree program, or a master's degree in electrical engineering or a related area from a regionally accredited institution with a minimum GPA of 3.00 (scale is 4.00 = ""A""). All applicants must submit: an online application, official transcripts, a personal statement, a resume or curriculum vitae, three letters of recommendation and proof of English proficiency. GRE scores are not required.",Not Required,True,False,,True,False,False,,,program,
"Computer Science, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Computer Science, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Construction Management and Technology, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Not Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Ira A. Fulton Schools of Engineering.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in construction, engineering, architecture, business or a closely related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.",Not Required,True,False,True,True,False,False,,,program,
"Counseling, Master of",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Mary Lou Fulton Teachers College.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.",Not Required,True,False,True,False,False,False,,,program,
"Creative Writing, Master of Fine Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Criminology and Criminal Justice, MA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,Required,"Applicants must fulfill the requirements of both the Graduate College and the Watts College of Public Service and Community Solutions.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in criminology and criminal justice, or a related field, from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:

1. graduate admission application and application fee
2. official transcripts
3. a statement of purpose
4. three letters of recommendation
5. proof of English proficiency",,True,False,True,False,False,False,,,program,
"Criminology and Criminal Justice, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Curriculum and Instruction, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Mary Lou Fulton Teachers College.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in education or a related field from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.",Required,True,False,True,False,False,False,,,program,
"Cybersecurity, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,Required,Required,"Applicants must fulfill the requirements of both the Graduate College and the Ira A. Fulton Schools of Engineering.

Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in a related field such as computer science, computer systems engineering, software engineering, computer engineering or electrical engineering, from a regionally accredited institution.

Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program.

All applicants must submit:
1. graduate admission application and application fee
2. official transcripts
3. resume or curriculum vitae
4. personal statement
5. proof of English proficiency

Letters of recommendation are not required.",Not Required,True,False,,True,False,False,,,program,
