Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"Applicants must hold a bachelor's degree (or equivalent) from a recognized academic institution with degree standards equivalent to those of the University of California. A minimum cumulative undergraduate GPA of 3.0 is required. It is strongly recommended that students have a background and training in core Chemical Engineering topics (transport phenomena, thermodynamics, and reaction kinetics) as well as a strong background in mathematics, chemistry, and physics. [10]",Not Required,True,False,,True,False,False,,,program,Master of Science in Chemical and Biomolecular Engineering,https://grad.uci.edu/admissions/degree-programs/,
,,"To apply for graduate programs at UC Irvine, applicants must complete and submit the online application. A non-refundable application fee of $135 for U.S. Citizens and lawful U.S. Permanent Residents, and $155 for all other applicants, is required for the application to be reviewed. [3, 7] For the initial review, applicants need to scan and upload copies of transcripts from all institutions attended after high school. [7] While these are the general steps, some programs may have different criteria, deadlines, or requirements, so it is important to contact the specific program of interest for its detailed admissions requirements. [7]",,True,False,,False,False,False,,,institute,PhD in Chemical and Biomolecular Engineering,https://grad.uci.edu/admissions/degree-programs/,
,,"The Department of Civil and Environmental Engineering focuses its graduate study and research program on four areas: Structures, Geotechnics, and Materials; Transportation Systems; Hydrology and Water Resources Systems; and Environmental and Energy Systems. M.S. applicants must submit at least one letter of recommendation.",,True,False,True,True,False,False,,,program,Master of Science in Civil and Environmental Engineering,https://grad.uci.edu/admissions/degree-programs/,
Not Required,Required,"The Ph.D. indicates attainment of an original and significant research contribution to the state-of-the-art in the candidate's field, and an ability to communicate advanced engineering concepts. PhD applicants must submit three letters of recommendation. [9] A cumulative undergraduate GPA of at least 3.0 is required; for PhD applicants who already have a graduate degree, a GPA of at least 3.6 is typical. [8] International applicants must demonstrate English proficiency via TOEFL or IELTS exams. [8]",Not Required,True,True,,True,False,False,,,program,PhD in Civil and Environmental Engineering,https://grad.uci.edu/admissions/degree-programs/,
,,,,False,False,False,False,False,False,,,none,Master of Science in Electrical and Computer Engineering,https://grad.uci.edu/admissions/degree-programs/,
,,,,,,,,,,,,error,PhD in Electrical and Computer Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Materials Science and Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,PhD in Materials Science and Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Mechanical and Aerospace Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,PhD in Mechanical and Aerospace Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Software Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,PhD in Software Engineering,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Computer Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,PhD in Computer Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Informatics,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Optional,Required,"The Informatics Ph.D. program at UC Irvine is designed for students with diverse backgrounds, though preference is often given to those with technical or social science degrees. The curriculum emphasizes research from the outset, encouraging students to engage with multiple faculty members to gain broad exposure to various facets of informatics. Key research areas include human-computer interaction, computer-supported cooperative work, ubiquitous computing, and medical informatics, among others. [15, 13] The program structure includes a core set of classes that cover both classic and contemporary topics in the field. [13] All aspects of the application are considered, including the personal statement, letters of recommendation, and any supplementary materials provided. [10]",Optional,False,True,,True,False,False,,,program,PhD in Informatics,https://grad.uci.edu/admissions/degree-programs/,
,,"Applicants must provide the following: Official transcripts from each college or university attended. An official English translation is required from international students. [2] Typical undergraduate preparation for this program will include degrees in computer science, computer engineering or electrical engineering. Applicants from other sciences, engineering or business will be considered if they demonstrate sufficient computer science preparation. [2] Students should have the following: A year of programming instruction or equivalent or better professional experience. Python, C++ or Java are preferred. [2]",Not Required,False,False,,True,False,False,,,program,Master of Computer Science,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"Applicants for admission must have completed a bachelor's degree from an accredited institution. Candidates are evaluated on their academic record and potential for success as demonstrated in the submitted application materials. Application materials include a Personal History Statement, a Statement of Purpose, three letters of recommendation, and unofficial transcripts. Applicants must also submit a supplemental document listing completed coursework in Computer Science, Mathematics, and Statistics, which should include the course title, number, and grade. Minimum prerequisite coursework includes one computer programming course (preferably C++ or Python), three courses in Calculus, one course in Linear Algebra, and one course in Introductory Probability and Statistics. [9]",Not Required,True,False,,True,False,False,,,program,Master of Data Science,https://grad.uci.edu/admissions/degree-programs/,
Optional,Required," applicants must have a bachelor's degree in computer engineering, computer science or electrical engineering. Students from other disciplines are also considered for admission if they can demonstrate sufficient background in the basics of embedded systems. Undergraduate G.P.A. must be 3.0 or better on a 4.0 scale; TOEFL Exam (applies to International applicants) minimum score of 80 or other evidence of English language proficiency; GRE scores: The GRE exam is not required and will not be reviewed for this Admission cycle. [1]",Not Required,True,False,,True,False,False,,,program,Master of Embedded and Cyber-Physical Systems,https://grad.uci.edu/admissions/degree-programs/,
,,"The University of California, Irvine (UCI) does not specify a single set of general, institute-level application requirements for all graduate programs. Application requirements are determined by each individual graduate program. Therefore, prospective students should consult the specific department or program to which they are applying for a detailed list of required materials.",,False,False,,False,False,False,,,institute,Master of Human Computer Interaction and Design,https://grad.uci.edu/admissions/degree-programs/,
Optional,Required,"Applicants must have a bachelor's degree (in any field) or equivalent. Applicants are also expected to have proficiency in written and spoken English, knowledge of data structures (such as lists, arrays, trees, and associative arrays), and demonstrated proficiency in any two general-purpose programming languages. [1]",Optional,True,True,False,False,False,False,,,program,Master of Software Engineering,https://grad.uci.edu/admissions/degree-programs/,
Not Required,Required,"Applicants are evaluated on the basis of prior academic record and potential for creative research and teaching, as demonstrated in their application materials including official university transcripts, letters of recommendation, and statement of purpose. [1] Applicants who do not hold a bachelor's degree in Computer Science, Computer Engineering, or Electrical Engineering may be required to take supplementary course work to obtain and demonstrate sufficient background in the field. [1]",Not Required,True,False,,True,False,False,,,program,Master of Science in Networked Systems,https://grad.uci.edu/admissions/degree-programs/,
,,,,,,,,,,,,error,PhD in Networked Systems,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,False,False,False,,,program,Master of Science in Statistics,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"Undergraduate preparation in statistics, mathematics, and computing should include multivariate calculus (the equivalent of UCI courses MATH 2A-MATH 2B, MATH 2D-MATH 2E), linear algebra (MATH 121A), elementary analysis (MATH 140A-MATH 140B), introductory probability and statistics (STATS 120A-STATS 120B-STATS 120C), and basic computing (I&C SCI 31). [13] For students with undergraduate majors outside of mathematics and statistics, it is possible to make up one or two missing courses during the first year in the program. [13]",Not Required,True,False,,True,False,False,,,program,PhD in Statistics,https://grad.uci.edu/admissions/degree-programs/,
,,,,False,False,False,False,False,False,,,program,Master of Arts in Education,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"Applicants must have completed a bachelor's degree with a grade point average of at least 3.0 and have prior course work or background related to the area for which they express interest. [12] Applicants are required to submit a UCI application, transcripts, a statement of purpose, a personal statement, CV or resume, a writing sample, and three letters of reference. [12] General GRE scores are not required. [12]",Required,True,False,,False,False,False,,,program,PhD in Education,https://grad.uci.edu/admissions/degree-programs/,
Not Required,Required,"A completed online application with personal history and statement of purpose, a baccalaureate degree from a regionally accredited institution with at least a 3.0 GPA, transcripts from all institutions attended since high school, three letters of recommendation, a Certificate of Clearance issued by the California Teaching Commission (CTC), and fulfillment of the Subject Matter Requirement (e.g., CSET). [8, 9, 10]",Not Required,True,False,False,False,False,False,,,program,Master of Arts in Teaching,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"Faculty evaluate applicants to the program on the basis of grades, previous course work, letters of recommendation, other relevant qualifications, and experience. [2] Applicants should have successfully completed a B.S. degree or equivalent. [2]",,True,False,,True,False,False,,,program,Master of Science in Biomedical and Translational Science,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"Applicants for the DNP - Family Nurse Practitioner track must have earned a bachelor's or master's degree in nursing from an accredited program, hold an active, unrestricted California RN license, and have at least one year of full-time work experience as a registered nurse in the U.S. prior to the start of the program. [12, 14, 16] For the Post-Master's D.N.P. track, applicants must have a master's degree in nursing and an active, unrestricted RN license in the state where practicum work will occur. [12, 16] All applicants are required to have completed a course in descriptive and inferential statistics with a grade of B or better within five years of admission. [12, 14, 16] A complete application file includes the application form, official transcripts, one letter of recommendation, a resume or curriculum vitae, a personal history statement, and a statement of purpose. [12, 16] A personal interview is also required for all applicants considered for admission. [12]",Not Required,True,False,,False,False,False,,,program,Doctor of Nursing Practice,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,A non-nursing baccalaureate from a regionally accredited institution. Must be completed by December 31st preceding the program start date. Transcript must have degree conferral date. Degree standards must be equivalent to that of the University of California. A cumulative GPA of 3.0 or higher in your Bachelors degree. Completion of all of the prerequisite courses listed on the website with a letter grade of C or higher.,Not Required,True,False,,False,False,False,,,program,Master of Science in Nursing Science,https://grad.uci.edu/admissions/degree-programs/,
Required,Required,"A complete application includes a statement of purpose, two samples of scholarly work (which can be any combination of publications, thesis or a portion thereof, and/or major research papers), and a Curriculum Vitae. [2] Eligibility requirements include a BS or MS degree in nursing, an active RN license, a cumulative undergraduate GPA of 3.2 or higher and a cumulative graduate GPA of 3.5 or higher, and a completed undergraduate or graduate statistics course within 5 years of starting the program with a grade of B or higher. [2]",Required,True,False,,False,False,False,,,program,PhD in Nursing Science,https://grad.uci.edu/admissions/degree-programs/,
,,,,,,,,,,,,error,Master of Science in Pharmacological Sciences,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,Required,"An MS degree is not required for consideration. [3] However, research experience (laboratory or fieldwork) is a primary criterion for acceptance into our graduate programs. [3] Some biology and chemistry courses are required. [3] However, because we are an interdisciplinary program, we admit students from various academic backgrounds, so there are no specific course requirements. Applicants recently admitted to our program have undergraduate degrees in a wide range of disciplines, including molecular biology, psychology, and chemical engineering, as well as chemistry and biology. [3] Minimum cumulative undergraduate GPA of 3.0. [3] Applicants are required to submit: An official online application including the application fee ($135 for domestic applicants, i.e. US citizens and permanent residents and $155 for international applicants); For application review purposes only, scan and upload copies of transcripts for all institutions attended since high school. [3] In the online application, you will be prompted to upload your scanned documents. [3] A Statement of Purpose – must include your specific research interest and three possible research advisors you would be interested in working with. [3] Three letters of recommendation – uploaded to the online application by your recommender. [3]",Not Required,True,False,,True,False,False,,,program,PhD in Pharmacological Sciences,https://grad.uci.edu/admissions/degree-programs/,
,,"Applicants must meet general requirements of the UC Irvine Graduate Division. A Bachelor's degree is required. Applicants must complete prerequisite courses with a minimum letter grade of 'C'. Applicants must submit applications via the Pharmacy College Application Service (PHARMCAS) and the UCI Graduate Division Application. A preferred cumulative GPA of 3.0 or above is mentioned. Prerequisite courses include General Biology, Biochemistry, Human Physiology, General Chemistry with Lab, Organic Chemistry with Lab, Calculus, Statistics, English/Writing, Macro- or Microeconomics, Psychology OR Sociology, and Public Speaking or Debate. [8, 9]",,True,False,,True,False,False,,,program,Doctor of Pharmacy,https://grad.uci.edu/admissions/degree-programs/,
