Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
,,"Qualified candidates for the MBA-Global Business program have ten to fifteen years of professional experience (a minimum of five years is required), during which they have demonstrated increased responsibility, professional growth, and leadership. These candidates are highly motivated to develop the business skills that are critical for leaders in a global setting. Taking the GMAT may be required based on a review of your application portfolio.",,False,True,,False,False,False,,,program,Master of Business Administration - Global Business,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Candidates should have a minimum of five years of professional work experience, a baccalaureate degree from an accredited institution, and a record of positive career growth and achievements through positions of increasing responsibility. [9, 13] An online application, academic transcripts, a current resume, and two required essays are also part of the application. [3]",,False,True,,False,False,False,,,program,Master of Business Administration - Management of Technology,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Master of Science in Chemical Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Applicants complete Georgia Tech's Graduate Admissions online application, which will prompt them to include all necessary application materials. Application materials include answers to three questions that function as the statement of purpose. [3] Applicants typically demonstrate academic performance that meets or exceeds a 3.0-4.0 undergraduate GPA. [3] The submission of Graduate Record Examination (GRE) scores is optional. [3]",Not Required,False,True,,False,False,False,,,program,Master of Science in City and Regional Planning,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"All applicants must submit a resume or curriculum vitae. It should be a concise, well-organized summary of your education, work experience, and honors and awards. A statement of purpose is also required. This statement should be a 300-500 word essay detailing your academic and research background, your career goals, and how you see the Georgia Tech M.S. program supporting those goals. International applicants must also submit TOEFL or IELTS scores, unless they have a degree from a U.S. institution. Three letters of recommendation are also required.",Not Required,False,True,,True,False,False,,,program,Master of Science in Civil Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"An undergraduate degree is required, and most students entering the program have a bachelor's degree in a technical field like computer science, mathematics, or a science or engineering discipline. The desired mathematical background includes undergraduate calculus courses through multivariable/vector calculus, linear algebra, and probability/statistics. For computing background, at least one, but preferably two, courses in computing are desired, along with proficiency in a high-level programming language such as C/C++, Python, or Java. [8]",Not Required,False,True,,True,False,False,,,program,Master of Science in Computational Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,Required,"All applicants are evaluated according to their prior academic record, scores on the Graduate Record Examination, a personal statement, and letters of recommendation. A bachelor's degree in computer science from an accredited institution is preferred, but students without a computer science degree are encouraged to apply with the understanding that they may be required to complete remedial coursework. The desirable minimum GPA is 3.0/4.0. Scores from the general Graduate Record Examination (GRE) are required. Applicant scores are expected to be at least 153 in the Verbal, 155 in the Quantitative, and 3.0 in the Analytical sections. Three letters of recommendation are also required.",Not Required,False,False,,True,False,False,,,program,Master of Science in Computer Science,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Master of Science in Computer Science – Online Degree,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"The Master of Science in Cybersecurity is a multidisciplinary program with three distinct tracks: Information Security (offered by the College of Computing), Policy (offered by the Ivan Allen College of Liberal Arts), and Cyber-Physical Systems (offered by the College of Engineering). General application requirements include a Bachelor of Science degree from an accredited institution with a minimum GPA of 3.0 on a 4.0 scale. Each track has specific prerequisites. The Information Security track requires a strong background in computer science. The Cyber-Physical Systems track expects a degree in Computer Engineering, Computer Science, or Electrical Engineering. The Policy track is open to more diverse backgrounds but requires relevant analytical and writing skills. [1]",Not Required,False,True,,True,False,False,,,program,Master of Science in Cybersecurity,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Cybersecurity — Online Degree,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,Required,"All application materials for the Digital Media M.S. Program must be received by February 6th, 2026 for Fall 2026 admissions. Incomplete applications will not be considered. Applications must be submitted online at http://grad.gatech.edu/apply-now. In addition, you must provide a writing sample and a URL for web-based work samples in your online application.

MS APPLICATION REQUIREMENTS:
• GRE scores are not required at any level of our program for admissions.
• TOEFL or IELTS score for non-native English speakers (Code 5248)
• Completed on-line Georgia Tech Graduate Application Form
• Georgia Tech Application Fee (Domestic Students): $95.00
• Georgia Tech Application Fee (International Students): $105.00
• Certified undergraduate transcript (also graduate transcripts, if applicable)
• Three letters of recommendation
• Personal Statement explaining the role of the DM program in the applicant's creative, intellectual, and professional development",Required,True,False,,False,False,False,,,program,Master of Science in Digital Media,https://www.gatech.edu/academics/masters-degree-programs,
Not Required,Required,"The following application materials are required to be submitted by all graduate applicants. Most of these items will be submitted via the online application portal.

- Application Form
- Application Fee
- Transcript(s) from all undergraduate institutions where study has been done. Degree verification required by Graduate Studies once accepted and admitted.
- Personal Statement: Answer the 2 following questions:
  1. Please describe any scientific, professional, or community-building skills you have developed (through courses, employment or other activities) that are relevant to your potential to succeed in the PhD/MS program in Earth and Atmospheric Sciences at Georgia Tech. (500 words)
  2. Describe your future educational, scientific, and career goals, and how you think the PhD/MS program in Earth and Atmospheric Sciences at Georgia Tech in particular will help you achieve those goals. (500 words)
- 3 Letters of Recommendation. [4]",Not Required,True,False,,True,False,False,,,program,Master of Science in Earth and Atmospheric Sciences,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"To apply to the Georgia Tech Master's or Ph.D. in Economics, all applicants must submit: The online Graduate Studies application; GRE Test Scores (required for Ph.D. applicants only); TOEFL scores (required for international students only); Official transcripts for all universities attended; Three letters of recommendation (not required for current Georgia Tech students applying to the master's program). [5]",Not Required,True,True,,True,False,False,,,program,Master of Science in Economics,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"The admissions committee considers several factors when making admissions decisions, including your academic performance at prior institutions (GPAs), statement of purpose, and letters of recommendation. GRE scores are no longer required. GRE scores will be considered if submitted, but are not necessary. Applicants' undergraduate record and recommendation letters will be given greater consideration. [11] Three letters of recommendation are required, and it is suggested that at least two come from faculty familiar with your academic performance. [11] Most students accepted into the graduate program have a degree in electrical and/or computer engineering. However, applicants with degrees in other engineering disciplines, computer science, mathematics, or the physical sciences are also eligible to apply. [11] Your curriculum vitae (resume) should list your contact information, education, ranking (if available), relevant academic courses with grades, relevant online courses or certifications, relevant projects, and internships. [1]",Not Required,False,True,,True,False,False,,,program,Master of Science in Electrical and Computer Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Applications are submitted electronically and include a nonrefundable application fee. You will need to upload the following items as part of your application: Official transcripts from each institution attended. Transcripts not in English must be accompanied by a certified translation. If you are admitted, you will be asked to send an additional official transcript. You will receive instructions at that time. Lawful Presence Document (U.S. Citizens Only). Applicants must verify their lawful presence in the United States prior to enrollment. English Proficiency (International Students Only). [2]",Not Required,False,False,False,True,False,False,,,program,Master of Science in Electrical and Computer Engineering – Online Degree,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Engineering Science and Mechanics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Environmental Engineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,"Applicants must submit: Official transcripts, including award of bachelor's degree or equivalent. Statement of interest. Three letters of recommendation. Curriculum vitae/resume. TOEFL or IELTS scores for international applicants. [1]",,True,False,,False,False,False,,,program,Master of Science in Global Development,https://www.gatech.edu/academics/masters-degree-programs,
,Required,"Bachelor's Degree from a U.S.-accredited college or university (current undergraduates should note their expected graduation date; all accepted students will be required to submit proof of graduation before they can matriculate and enroll). Intermediate-mid level proficiency in the language of focus (tested using online interview). TOEFL score at least 90 or above (required for all international students). GRE Scores are not required for this program. Online application materials include: Statement of Purpose, Official Transcripts from B.A./B.S. degree, 2 Letters of recommendation (contact info), Government issued ID, Cumulative GPA, TOEFL score (international students), and a $95 application fee. [1]",,True,False,True,False,False,False,,,program,Master of Science in Global Media and Cultures,https://www.gatech.edu/academics/masters-degree-programs,
Optional,Required,"Students seeking admission to a Master's degree program must complete an application using Georgia Tech's online application system, accessible via the Graduate Studies website. The admissions committee takes a holistic approach when considering a student for admission. All parts of the application are considered including GRE, recommendation letters, prior academic performance (including the rigor of prior degrees and their institutions), and any work experience. A GPA below 3.0 may make it difficult to gain admission.",Not Required,False,False,,False,False,False,,,program,Master of Science in Health Systems,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Master of Science in History and Sociology of Technology and Science,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"A cumulative undergraduate GPA of 3.0 or better is expected. When evaluating applications, faculty reviewers consider the strength of the overall application, including your educational and professional background, personal statement, resume, portfolio, and letters of recommendation. [4] A short video (1-2 minutes) is also required to assess communication skills. [4] Georgia Tech requires that all applicants demonstrate proof of English language proficiency. The minimum accepted TOEFL score for the HCI program is 100, and the minimum accepted IELTS score is 7.5. [4]",Not Required,True,False,,True,False,False,,,program,Master of Science in Human-Computer Interaction,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Industrial Design,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"Georgia Tech's graduate application process requires applicants to refer to the specific program of interest for a complete list of required application materials. For undergraduate admission, a holistic review process is used, which considers academic achievement, curriculum, and personal essays. There is no single set of general application requirements for all programs at the institute level.",,False,True,,False,False,False,,,institute,Master of Science in Industrial Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in International Affairs,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,Statement of purpose; Official transcripts; Three letters of recommendation; Minimum GPA of 3.0 or significant professional or military experience. [2],Not Required,True,True,,True,False,False,,,program,"Master of Science in International Affairs, Science, and Technology",https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in International Security,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Management,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Master of Science in Management - Online Degree,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Manufacturing Leadership,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,"All applicants must submit 3 letters of recommendation, a resume, and a statement of purpose (SOP). A minimum undergraduate degree GPA of 3.0 is required to pursue an M.S. [5]",Not Required,True,False,,True,False,False,,,program,Master of Science in Materials Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,True,False,False,,,program,Master of Science in Mathematics,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Mechanical Engineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Master of Science in Mechanical Engineering, Online",https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Medical Physics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Music Technology,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"Graduate programs make admission decisions from the pool of eligible candidates based on a combination of factors, including academic degrees and records, essay prompts, letters of recommendation, test scores, and relevant work experience. [9] Nuclear and radiological engineering students must earn a graduate grade-point average of at least 3.0 and satisfy all remaining requirements to be certified for the master's degree. [11]",,False,False,,True,False,False,,,program,Master of Science in Nuclear Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"For admission into the program, all applicants are expected to have: A bachelor's degree from an accredited college or university. GPA of a least 3.0. At least one year of professional work experience in safety and health, general industry, or construction related field. [1]",Not Required,True,True,False,True,False,False,,,program,Master of Science in Occupational Safety and Health,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Applicants typically hold an undergraduate degree in engineering, mathematics, science, or computing and have strong quantitative skills. [3] The prerequisite coursework for the various master's degrees includes strong performance in probability, statistics, linear algebra, and calculus. [7] Students seeking admission to a Master's degree program must complete an application using Georgia Tech's online application system. [3] The application requires three letters of recommendation and official transcripts from each institution attended. [6, 9]",Not Required,False,False,,True,False,False,,,program,Master of Science in Operations Research,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Applications are submitted electronically and include a nonrefundable application fee. You will need to upload the following items as part of your application: Official transcripts from each institution attended, Personal Statements, and a Professional Resume. Applicants must also provide three references. [3]",Not Required,False,False,,True,False,False,,,program,Master of Science in Operations Research – Online Degree,https://www.gatech.edu/academics/masters-degree-programs,
Not Required,Not Required,"You do not need to have a BS in Physics to apply to our program, but you have to have taken junior/senior level courses in Classical Mechanics, Electricity & Magnetism, Quantum Mechanics, and Statistical (Thermal) Physics. [4] Official transcripts are required with the application. [4]",Not Required,True,False,,True,False,False,,,program,Master of Science in Physics,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Public Policy,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,False,False,False,,,program,Master of Science in Psychology,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Master of Science in Quantitative and Computational Finance,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,,"Admission to the MRED program requires the following: A bachelor's degree from an accredited institution with a minimum 3.0 GPA. No work experience is required for applicants with one of the following degrees: Construction Management, Architecture, Architecture Engineering, Civil Engineering, Landscape Architecture, City Planning, or Real Estate. All other applicants must have a minimum of two years' experience in the real estate development industry. Proof of English Proficiency (i.e., TOEFL) and GRE or GMAT test scores within the past five years are also required, along with two letters of recommendation. [3, 14, 12, 16]",Not Required,False,False,,False,False,False,,,program,Master of Real Estate Development,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Those interested in statistics holding or anticipating an undergraduate degree in engineering, mathematics, science, or some other field that indicates a likelihood of successful completion of the program are encouraged to apply. [7] Students seeking admission to a Master's degree program must complete an application using Georgia Tech's online application system, accessible via the Graduate Studies website. [7] While work experience is not a requirement for admission, it is viewed favorably by the admissions committee when reviewing an application. [7]",Not Required,False,False,,True,False,False,,,program,Master of Science in Statistics,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,,False,False,False,,,program,Master of Sustainable and Resilient Communities,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Doctor of Philosophy in Aerospace Engineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Doctor of Philosophy in Algorithms, Combinatorics, and Optimization",https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Applied Physiology,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Architecture,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Bioengineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Bioinformatics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Biology,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Biomedical Engineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Building Construction,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Doctor of Philosophy in Chemical Engineering,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Optional,Required,"Departmental admission decisions are based on a competitive review of the applicant's research experience, undergraduate transcript, personal statement, and letters of recommendation. [15] While there are no formal minimum requirements for GPA, it is expected that the application materials demonstrate that the applicant has a broad training in core areas of chemistry and is equipped to succeed in research, coursework, and additional program requirements. [8] Core areas of chemistry include analytical, biochemistry, inorganic, organic, and physical chemistry. [8] The School also accepts students with training in biology, chemical engineering, physics, and other disciplines. [15] Prior research experience and relevant work experience are considered favorably in the admissions process. [8, 15]",Not Required,False,True,,True,False,False,,,program,Doctor of Philosophy in Chemistry,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"The doctoral program in city and regional planning at Georgia Institute of Technology combines research and theory in an applied professional field. [3] Application materials include the application form, application fee (with waiver options available), three letters of recommendation, examples of previous research and written works, official transcripts from all previously attended institutions, a Statement of Purpose, and a Personal Biography Form. [3] Successful applicants typically have completed an accredited master's degree in City and Regional Planning or a related field. [13] The program does, however, admit capable applicants who may be required to complete remedial work. [13]",Required,False,False,,False,False,False,,,program,Doctor of Philosophy in City and Regional Planning,https://www.gatech.edu/academics/masters-degree-programs,
Not Required,Required,"To apply for graduate programs in the School of Civil and Environmental Engineering, prospective students must submit: Transcripts from a Bachelor's or Bachelor's equivalent degree, Test Scores, Three letters of recommendation (Two Academic, One professional), and a Statement of Purpose. [3] The GRE is no longer required. [3, 4] The TOEFL/IELTS is required for most international applicants. [3]",Not Required,True,False,True,True,False,False,,,program,Doctor of Philosophy in Civil Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Graduate applicants apply directly to the College of Computing through the Georgia Tech Office of Graduate Studies. [15] Georgia Institute of Technology and the College of Computing admit students based on a comprehensive evaluation of each applicant's achievements, aptitude, and potential for growth. [15] Graduate programs make admission decisions based on a combination of factors, including academic degrees and records, essay prompts, letters of recommendation, test scores, and relevant work experience. [11] Applicants must hold a bachelor's degree or its equivalent from a regionally accredited institution. [11] The Ph.D. in CSE is a joint program between the Colleges of Computing, Sciences and Engineering. [3]",,False,True,,True,False,False,,,program,Doctor of Philosophy in Computational Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,,False,False,False,,,institute,Doctor of Philosophy in Computer Science,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Doctor of Philosophy in Digital Media,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Earth and Atmospheric Sciences,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,True,False,False,,,program,Doctor of Philosophy in Economics,https://www.gatech.edu/academics/masters-degree-programs,
