Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Architecture,,,,,Graduate,Fall,,,,Required,Required,Not Required,REQUIRED,"The minimum graduate admission requirements are: (1) A bachelor’s degree or recognized equivalent from an accredited institution; (2) A satisfactory scholastic average, usually a minimum grade-point average (GPA) of 3.0 (B) on a 4.0 scale; and (3) Enough undergraduate training to do graduate work in your chosen field. Application materials include three letters of recommendation, a portfolio of design work, and a Personal History Statement.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Environmental Design,,,,,,,,"Building Science, Technology and Sustainability; History, Theory and Society; Design Theories, Methods and Practices; Architecture of Life and Living",The Master of Architecture program is a professional degree accredited by the National Architectural Accrediting Board (NAAB). The program is intended for students who plan to practice architecture and who have already earned a four-year non-professional bachelor's degree in architecture or a bachelor's degree in a field other than architecture. Students who have completed a professional Bachelor of Architecture degree from an NAAB-accredited (or equivalent) program are not eligible for the M.Arch degree.,,https://grad.berkeley.edu/admissions/our-programs/,Accredited by the National Architectural Accrediting Board (NAAB),,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,Merit-based,,,,,,,
,Master of Science in Architecture,,,,,Graduate,Fall,,,,Required,Required,Not Required,REQUIRED,"Admission requirements for the Master of Science (MS) in Architecture include a Statement of Purpose, a Personal History Statement, a Resume or Curriculum Vitae (CV), three letters of recommendation, and official transcripts from all post-secondary institutions attended. Additionally, a writing sample is required for all MS applicants, while a portfolio is considered optional. The GRE is not required for admission. Applicants must have a minimum Grade Point Average (GPA) of 3.0.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Environmental Design,"$34,440/Year (Resident); $53,880/Year (Non-Resident)","$34,440/Year (Resident); $53,880/Year (Non-Resident)",,,,,,"Building Science, Technology and Sustainability; History, Theory and Society","The Master of Science (M.S.) in Architecture is a non-professional degree for those who wish to pursue advanced research in a specific area of architectural inquiry. This program is intended for students who already hold a professional degree in architecture (Bachelor of Architecture or Master of Architecture) or a related field, and who wish to develop a specialized focus. The M.S. degree does not lead to licensure as an architect. Research in the MS and PhD programs is generally organized into two areas of study: Building Science, Technology and Sustainability (BSTS) and History, Theory and Society (HTS).",,https://ced.berkeley.edu/arch/degrees-admissions/master-of-architecture,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Departmental fellowships, Graduate Student Instructorships (GSIs), and Readerships",,,,,,,
,Doctor of Philosophy in Architecture,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"To apply for the Ph.D. in Architecture, applicants must submit the UC Berkeley Graduate Division online application, which includes an application fee, official transcripts, three letters of recommendation, a statement of purpose, a personal history statement, and a resume or curriculum vitae. A writing sample is specifically required for Ph.D. applicants. The GRE is not required for this program.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Environmental Design,,,,,,,,"Building Science, Technology and Sustainability; History, Theory and Society","The Doctor of Philosophy in Architecture is a research-oriented degree appropriate for those who wish to pursue a career in teaching and scholarship in architecture and its related areas, or in roles in government or professional consultation which require depth in specialization and experience in research. This degree is intended to provide a student with a foundation of theoretical and methodological knowledge, and an opportunity to engage in advanced research in a specialized area of study.",,https://ced.berkeley.edu/admissions/graduate-admissions,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Fellowships, Graduate Student Instructor (GSI) positions, and Graduate Student Researcher (GSR) positions",,,,,,,
,Master of Fine Arts in Art Practice,,,,,Graduate,Fall,,September 2025,,Required,Required,Not Required,REQUIRED,Applicants must hold a Bachelor’s degree from an accredited institution. Applicants must have completed a minimum of 18 semester units of upper division studio art courses. The Graduate Division requires a minimum grade point average of 3.0. Applicants are expected to have a broad knowledge of art history and be prepared to participate in a demanding program of work and study. A portfolio of work is a major part of the application.,,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Department of Art Practice,,,,,,,,,"The MFA program in the Department of Art Practice at UC Berkeley is a two-year, small, and intensive program. Each year, roughly six to seven students are admitted into the program. MFA students are provided with individual studios at the Richmond Field Station and are expected to develop their work across multiple disciplines. Our world-renowned faculty work closely with students throughout their time in the program. The UC Berkeley MFA program culminates in a museum exhibition at the Berkeley Art Museum and Pacific Film Archive (BAMPFA). MFA students are provided with large, individual studios at the Richmond Field Station (RFS), a 15-minute shuttle ride from the main campus. These studios provide students with the space and privacy to develop their work over the course of the two-year program. This exhibition is a highlight of the program and provides students with the opportunity to show their work in a professional museum setting.",,https://art.berkeley.edu/degrees/master-fine-arts-mfa-degree,,,,True,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Departmental MFA Fellowships, Regents’ Fellowship, Chancellor’s Fellowship, Foreign Language Area Studies (FLAS) Fellowships, UC Berkeley Berkeley Center for New Media (BCNM) fellowships",,,,,,,
,Master of Arts in Asian Studies,,,,,Graduate,Fall,,,,Required,Required,Not Required,REQUIRED,The Group in Asian Studies welcomes applications for the M.A. degree from students with strong backgrounds in an Asian language and in the social sciences or humanities. Requirements for admission include: A Bachelor’s degree or its equivalent from an accredited institution. A GPA of 3.0 or better (on a 4.0 scale) in the last two years of undergraduate study. Demonstrated proficiency in an Asian language (usually at least two years of college-level study or equivalent). Three letters of recommendation. Statement of Purpose. Personal History Statement. CV. Writing Sample. TOEFL or IELTS scores for international applicants.,Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Group in Asian Studies,,,,,,,,"East Asian Studies, South Asian Studies, Southeast Asian Studies","The Group in Asian Studies (GAS) offers a multi-disciplinary MA program that is designed for students who want to develop a broad knowledge of Asia and who may wish to pursue a career in the private or public sector, or to prepare for further graduate study. The program provides students with the opportunity to take courses in many different departments and to work with faculty from across the university.",,https://asianstudies.berkeley.edu/give,,,,,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Fellowships (FLAS, Graduate Division, Departmental)",,,,,,,
,Doctor of Philosophy in Asian Studies,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"The PhD program in South & Southeast Asian Studies is designed to provide students with a solid foundation in the languages, literatures, and cultures of South and Southeast Asia. The program is flexible and allows students to pursue a variety of research interests, including linguistics, literature, religion, philosophy, and history. Minimum requirements for admission include a bachelor’s degree or its equivalent from an accredited institution and a minimum GPA of 3.0.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Letters & Science / Department of South & Southeast Asian Studies,"$14,034/Year (Resident); $29,136/Year (Non-resident)","$14,034/Year (Resident); $29,136/Year (Non-resident)",,,,,,"South Asian Studies, Southeast Asian Studies","The Department of South & Southeast Asian Studies offers programs of graduate study and research leading to the Master of Arts and Doctor of Philosophy degrees. The PhD program is designed to provide students with a high degree of specialized training in a particular field of South or Southeast Asian studies. Students are expected to become proficient in at least one of the major languages of the area and to acquire a thorough understanding of the history, culture, and literature of the region.",,https://grad.berkeley.edu/program/south-southeast-asian-studies-phd/,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,"Full funding (stipend, tuition, and health insurance)",,"Merit-based (Multi-year funding packages, fellowships, and teaching assistantships)",,,,,,,
,Doctor of Philosophy in Astronomy,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"The minimum graduate admission requirements are: A bachelor’s degree or recognized equivalent from an accredited institution; A satisfactory scholastic average, usually a minimum grade-point average (GPA) of 3.0 (B) on a 4.0 scale; and Enough undergraduate training to do graduate work in your chosen field. Background in physics and mathematics is required.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Letters & Science,"$10,149/Semester","$10,149/Semester",,,,,,,"The goal of the graduate program in astronomy is to provide students with a broad knowledge of modern observational and theoretical astrophysics, as well as an opportunity to perform research at the forefront of the field. The department's research activities include the study of the solar system, stars, and the interstellar medium; the formation and evolution of galaxies; the large-scale structure of the universe; and the big bang.",,https://grad.berkeley.edu/admissions/our-programs/,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Fellowships, Research Assistantships, Teaching Assistantships",,,,,,,
,Doctor of Philosophy in Astrophysics,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"The Department of Astronomy offers a program of graduate study leading to the degree of Doctor of Philosophy in Astrophysics. The program is designed to provide students with a broad knowledge of modern astrophysics and the techniques of astronomical research. Admission requirements include the Graduate Division Application, Transcript(s), Letters of Recommendation (3), Statement of Purpose, and Personal History Statement.",Not Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Department of Astronomy,,,,,,,,,"The Department of Astronomy offers a graduate program leading to the PhD degree in astrophysics. The primary objective of the graduate program is to train students for a career in research and teaching. This is accomplished through a series of core courses and an early introduction to research. Students are expected to start on a research project during their first year of study, often with one of the observational or theoretical projects currently being pursued by members of the faculty. Members of the faculty are also involved in several interdisciplinary organizations, including the Center for Particle Astrophysics, the Space Sciences Laboratory, and the Lawrence Berkeley National Laboratory.",,https://dl.icdst.org/pdfs/files4/edb8a57bc77238ec7d731ae59083380c.pdf,,,,True,True,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Fellowships, Graduate Student Researcher (GSR), Graduate Student Instructor (GSI)",,,,,,,
,Master of Science in Bioengineering,,,,,Graduate,,,,,,,Not Required,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The Department of Bioengineering at the University of California, Berkeley, and the Department of Bioengineering and Therapeutic Sciences at the University of California, San Francisco (UCSF), offer a joint graduate program in bioengineering. The program provides students with a solid foundation in the engineering and biological sciences and offers opportunities for research in a wide range of areas. The program offers a Doctor of Philosophy (PhD) and a Master of Science (MS) in Bioengineering. The MS degree is typically earned by students who are already enrolled in the PhD program.",,https://nces.ed.gov/programs/coe/indicator/cts,,,,False,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,
,Doctor of Philosophy in Bioengineering,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"The PhD in Bioengineering is a joint program offered by UC Berkeley and UC San Francisco (UCSF). Applicants must have a bachelor’s degree or its equivalent from an accredited institution. A minimum grade point average (GPA) of 3.0 is required. Required application materials include a Statement of Purpose, Personal History Statement, three letters of recommendation, and transcripts. The GRE General Test is not required for this program.",,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Engineering,"$21,114/Year","$21,114/Year",,,,,,,"The bioengineering graduate program is a joint program between the UC Berkeley and UC San Francisco (UCSF) campuses. Students in the program take classes at both campuses and may have research advisors at either campus. This unique program gives students the opportunity to learn from and conduct research with world-class faculty from two of the world’s leading universities in the fields of engineering, the biological sciences, and healthcare.",,https://grad.berkeley.edu/admissions/our-programs/,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,90.0,,,,,,,,,,,,,"Fellowships, Graduate Student Instructorships (GSI), Graduate Student Researcher (GSR) positions",,,,,,,
